label	family	locus	island_n_strains	example_strain	island_size	n_supporting_pairs	classifications	locus_id	locus_contig	locus_start	locus_end	pfam_domains
H052	578-1_L_NEW_CPA0049|C79DB71_007498-T1	L005	98	578-1_A_NEW_CPA0048	3	1	unexplained_physical	578-1_A_NEW_CPA0048:scaffold_148:8589-19099	scaffold_148	8589	19099	AAA_lid_TANC1,Abhydrolase_1,Abhydrolase_6,Beta-prop_EML_2,Beta-prop_IFT122_1st,Beta-prop_THOC3,Beta-prop_WDR3_1st,Beta-prop_WDR5,DUF676,Fructosamin_kin,MFS_1,NACHT,NPHP3_N,PGAP1,Sugar_tr,TRI12,WD40_Prp19,WHD_GPIID
H050	GT-149|C5E7948_005114-T1	L005	96	21SD	3	1	unexplained_physical	21SD:scaffold_410:5125-15001	scaffold_410	5125	15001	APH,Beta-prop_EML_2,Beta-prop_IFT122_1st,Beta-prop_THOC3,Beta-prop_WDR3_1st,Beta-prop_WDR5,Fructosamin_kin,MFS_1,NPHP3_N,PGAP1,Sugar_tr,TRI12,WD40_CDC20-Fz,WHD_GPIID
H054	CA23|C477594_005344-T1	L005	94	B11058	3	1	unexplained_physical	B11058:scaffold_104:34173-44188	scaffold_104	34173	44188	ANAPC4_WD40,Abhydrolase_1,Abhydrolase_6,Beta-prop_EML_2,Beta-prop_IFT122_1st,Beta-prop_THOC3,Beta-prop_WDR36-Utp21_1st,Beta-prop_WDR3_1st,Beta-prop_WDR5,Fructosamin_kin,MFS_1,NACHT,NPHP3_N,Sugar_tr,TRI12,WD40_CDC20-Fz,WD40_Prp19,WHD_GPIID
H025	409B-0_L_OLD_CPA0011|C90261E_007970-T1	L008	66	4SD	3	2	unexplained_physical	4SD:scaffold_158:40074-43618	scaffold_158	40074	43618	AAA_16,ATPase_2,DUF7779,NB-ARC,Patatin,TPR_1,TPR_10,TPR_12,TPR_MalT,TPR_NPHP3
H028	5SD|CCCC1E1_001065-T1	L008	66	4SD	3	2	unexplained_physical	4SD:scaffold_158:40074-43618	scaffold_158	40074	43618	AAA_16,ATPase_2,DUF7779,NB-ARC,Patatin,TPR_1,TPR_10,TPR_12,TPR_MalT,TPR_NPHP3
H048	B3491|C53B4A4_001549-T1	L001	8	5SD	3	1	unexplained_physical	5SD:scaffold_118:39874-49308	scaffold_118	39874	49308	AAA_16,Abhydrolase_6,DUF676,DUF7104,DUF7779,NB-ARC,NPHP3_N,TPR_12
H056	B11035|C5FC1D8_000225-T1	L002	3	B14135	3	1	unexplained_physical	B14135:scaffold_58:114557-115852	scaffold_58	114557	115852	Goodbye,NPHP3_N
H011	UCSF_Cp_Silveira|C282BBF_005390-T1	L002	3	B14135	3	1	unexplained_physical	B14135:scaffold_58:114557-115852	scaffold_58	114557	115852	Goodbye,NPHP3_N
H053	B3440|C2CD592_003898-T1	L001	2	B11343	3	1	unexplained_physical	B11343:scaffold_195:5912-28252	scaffold_195	5912	28252	AAA_16,Abhydrolase_6,DUF676,DUF7104,DUF7779,NB-ARC,NPHP3_N,TPR_12
H050	GT-149|C5E7948_005114-T1	L005	2	B11518	3	1	unexplained_physical	B11518:scaffold_599:534-8044	scaffold_599	534	8044	Beta-prop_EML_2,Beta-prop_IFT122_1st,Beta-prop_THOC3,Beta-prop_WDR3_1st,Beta-prop_WDR5,MFS_1,NPHP3_N,PGAP1,Sugar_tr,TRI12,WD40_CDC20-Fz,WHD_GPIID
H028	5SD|CCCC1E1_001065-T1	L008	2	B17635	3	1	unexplained_physical	B17635:scaffold_25:28360-32238	scaffold_25	28360	32238	AAA_16,ATPase_2,DUF7779,NB-ARC,Patatin,TPR_1,TPR_10,TPR_12,TPR_MalT,TPR_NPHP3
H002	578-1_L_NEW_CPA0049|C79DB71_008498-T1	L011	2	CA26	3	3	unexplained_physical	CA26:scaffold_297:11347-18451	scaffold_297	11347	18451	APH,HET
H055	5SD|CCCC1E1_003646-T1	L002	2	CA26	3	1	unexplained_physical	CA26:scaffold_56:53211-54496	scaffold_56	53211	54496	Goodbye,NPHP3_N
H010	UTAH_23742X260|CC29979_006059-T1	L002	2	CA26	3	1	unexplained_physical	CA26:scaffold_56:53211-54496	scaffold_56	53211	54496	Goodbye,NPHP3_N
H017	GT-119|C5FB385_003315-T1	L002	2	CA26	3	1	unexplained_physical	CA26:scaffold_56:53211-54496	scaffold_56	53211	54496	Goodbye,NPHP3_N
H047	578-1_L_NEW_CPA0049|C79DB71_006976-T1	L006	2	M199	3	1	unexplained_physical	M199:scaffold_52:20427-28096	scaffold_52	20427	28096	Abhydrolase_6,Beta-prop_EML_2,Beta-prop_IFT122_1st,Beta-prop_THOC3,Beta-prop_WDR3_1st,Beta-prop_WDR3_2nd,Beta-prop_WDR5,DUF676,EIF3I,Fructosamin_kin,NACHT,NPHP3_N,WD40_CDC20-Fz,WD40_WDHD1_1st,WHD_GPIID
H047	578-1_L_NEW_CPA0049|C79DB71_006976-T1	L006	1	409B-0_L_OLD_CPA0011	3	1	unexplained_physical	409B-0_L_OLD_CPA0011:scaffold_141:42279-51445	scaffold_141	42279	51445	Abhydrolase_6,Beta-prop_EML_2,Beta-prop_IFT122_1st,Beta-prop_THOC3,Beta-prop_WDR3_1st,Beta-prop_WDR3_2nd,Beta-prop_WDR5,DUF676,EIF3I,Fructosamin_kin,NACHT,NPHP3_N,WD40_CDC20-Fz,WD40_WDHD1_1st,WHD_GPIID
H028	5SD|CCCC1E1_001065-T1	L008	1	B11873	3	1	unexplained_physical	B11873:scaffold_51:83495-87373	scaffold_51	83495	87373	AAA_16,ATPase_2,DUF7779,NB-ARC,Patatin,TPR_1,TPR_10,TPR_12,TPR_MalT,TPR_NPHP3
H020	574-0_S_OLD_CPA0039|C27CBD2_001106-T1	L003	1	CA17	3	1	ambiguous_linkage	CA17:scaffold_2:62479-66978	scaffold_2	62479	66978	HEAT_IPO9_c,Het-C,IBN_N,Xpo1
H054	CA23|C477594_005344-T1	L005	1	CA6	3	1	unexplained_physical	CA6:scaffold_234:726-9528	scaffold_234	726	9528	ANAPC4_WD40,Abhydrolase_1,Abhydrolase_6,Beta-prop_EML_2,Beta-prop_IFT122_1st,Beta-prop_THOC3,Beta-prop_WDR36-Utp21_1st,Beta-prop_WDR3_1st,Beta-prop_WDR5,Fructosamin_kin,NACHT,NPHP3_N,WD40_CDC20-Fz,WD40_Prp19,WHD_GPIID
H004	B11232|C29E0E0_006388-T1	L007	1	COCSP-3505	3	1	unexplained_physical	COCSP-3505:scaffold_994:1660-5631	scaffold_994	1660	5631	-
H047	578-1_L_NEW_CPA0049|C79DB71_006976-T1	L006	1	Nuevo_Leon_1	3	1	unexplained_physical	Nuevo_Leon_1:scaffold_20:18966-111945	scaffold_20	18966	111945	Abhydrolase_6,Beta-prop_EML_2,Beta-prop_IFT122_1st,Beta-prop_THOC3,Beta-prop_WDR3_1st,Beta-prop_WDR3_2nd,Beta-prop_WDR5,DUF676,EIF3I,Fructosamin_kin,NACHT,NPHP3_N,WD40_CDC20-Fz,WD40_WDHD1_1st,WHD_GPIID
H056	B11035|C5FC1D8_000225-T1	L002	1	SJV_6	3	1	unexplained_physical	SJV_6:scaffold_24:81018-81467	scaffold_24	81018	81467	Goodbye,NPHP3_N
H011	UCSF_Cp_Silveira|C282BBF_005390-T1	L002	1	SJV_6	3	1	unexplained_physical	SJV_6:scaffold_24:81018-81467	scaffold_24	81018	81467	Goodbye,NPHP3_N
H014	A502-1|C7FAE4E_005112-T1	L002	1	SJV_6	3	1	unexplained_physical	SJV_6:scaffold_24:81018-81467	scaffold_24	81018	81467	Goodbye,NPHP3_N
H047	578-1_L_NEW_CPA0049|C79DB71_006976-T1	L006	351	21SD	2	1	unexplained_physical	21SD:scaffold_204:13431-21082	scaffold_204	13431	21082	Abhydrolase_6,Beta-prop_EML_2,Beta-prop_IFT122_1st,Beta-prop_THOC3,Beta-prop_WDR3_1st,Beta-prop_WDR3_2nd,Beta-prop_WDR5,DUF676,EIF3I,Fructosamin_kin,NACHT,NPHP3_N,WD40_CDC20-Fz,WD40_WDHD1_1st,WHD_GPIID
H029	SDVA38|CE6DD8A_000803-T1	L001	79	21SD	2	1	unexplained_physical	21SD:scaffold_125:4210-5778	scaffold_125	4210	5778	AAA_16,NB-ARC
H028	5SD|CCCC1E1_001065-T1	L008	73	1M0	2	1	unexplained_physical	1M0:scaffold_5:80847-84725	scaffold_5	80847	84725	AAA_16,ATPase_2,DUF7779,NB-ARC,Patatin,TPR_1,TPR_10,TPR_12,TPR_MalT,TPR_NPHP3
H055	5SD|CCCC1E1_003646-T1	L002	56	5SD	2	1	unexplained_physical	5SD:scaffold_112:29181-30476	scaffold_112	29181	30476	Goodbye,NPHP3_N
H010	UTAH_23742X260|CC29979_006059-T1	L002	56	5SD	2	1	unexplained_physical	5SD:scaffold_112:29181-30476	scaffold_112	29181	30476	Goodbye,NPHP3_N
H052	578-1_L_NEW_CPA0049|C79DB71_007498-T1	L005	2	GT-133	2	1	unexplained_physical	GT-133:scaffold_523:7510-15303	scaffold_523	7510	15303	AAA_lid_TANC1,Abhydrolase_1,Abhydrolase_6,Beta-prop_EML_2,Beta-prop_IFT122_1st,Beta-prop_THOC3,Beta-prop_WDR3_1st,Beta-prop_WDR5,DUF676,Fructosamin_kin,NACHT,NPHP3_N,PGAP1,WD40_Prp19,WHD_GPIID
H002	578-1_L_NEW_CPA0049|C79DB71_008498-T1	L011	1	GT-166	2	1	unexplained_physical	GT-166:scaffold_228:8261-13560	scaffold_228	8261	13560	APH,HET
