q	s	pident	length	qlen	slen	qstart	qend	sstart	send	evalue	bits	qcov	scov	q_label	s_label	q_locus	s_locus
B3269|C180A32_006926-T1	CA23|C477594_005344-T1	55.7	1197	1177	1580	3	1177	382	1573	0.0	1279.0	0.998	0.754	H059	H054	L005	L005
SOIL_578-1_A_NEW_CPA0048|CEB879C_008473-T1	Phoenix_2|CE7BF4E_002155-T1	99.5	637	983	764	347	983	1	637	0.0	1269.0	0.648	0.834	H083	H066	L001	L001
TX8|C5FF6CA_008304-T1	Phoenix_2|CE7BF4E_002155-T1	99.7	637	983	764	347	983	1	637	0.0	1269.0	0.648	0.834	H085	H066	L001	L001
Phoenix_2|CE7BF4E_002155-T1	SOIL_578-1_A_NEW_CPA0048|CEB879C_008473-T1	99.5	637	764	983	1	637	347	983	0.0	1268.0	0.834	0.648	H066	H083	L001	L001
Phoenix_2|CE7BF4E_002155-T1	TX8|C5FF6CA_008304-T1	99.7	637	764	983	1	637	347	983	0.0	1268.0	0.834	0.648	H066	H085	L001	L001
Phoenix_2|CE7BF4E_002155-T1	SOIL_580-1_L_NEW_CPA0055|C4BB30D_007251-T1	98.9	637	764	983	1	637	347	983	0.0	1262.0	0.834	0.648	H066	H084	L001	L020
SOIL_580-1_L_NEW_CPA0055|C4BB30D_007251-T1	Phoenix_2|CE7BF4E_002155-T1	98.9	637	983	764	347	983	1	637	0.0	1262.0	0.648	0.834	H084	H066	L020	L001
CA23|C477594_005344-T1	GT-147|C9481DC_005228-T1	62.2	1035	1580	1038	3	1033	2	1028	0.0	1253.0	0.653	0.989	H054	H041	L005	L005
GT-171|C28DABA_004054-T1	B3269|C180A32_006926-T1	99.5	620	995	1177	369	988	1	620	0.0	1250.0	0.623	0.527	H069	H059	L005	L005
409B-0_L_OLD_CPA0011|C90261E_002168-T1	UTAH_23742X257|CDDFF5A_002435-T1	89.1	799	857	1007	1	729	56	854	0.0	1248.0	0.851	0.793	H021	H019	L014	L009
B3269|C180A32_006926-T1	GT-171|C28DABA_004054-T1	99.5	620	1177	995	1	620	369	988	0.0	1248.0	0.527	0.623	H059	H069	L005	L005
UTAH_23742X257|CDDFF5A_002435-T1	409B-0_L_OLD_CPA0011|C90261E_002168-T1	89.1	799	1007	857	56	854	1	729	0.0	1248.0	0.793	0.851	H019	H021	L009	L014
GT-147|C9481DC_005228-T1	CA23|C477594_005344-T1	62.2	1035	1038	1580	2	1028	3	1033	0.0	1236.0	0.989	0.653	H041	H054	L005	L005
GT-147|C9481DC_003434-T1	B3246|C90A8A7_001323-T1	99.2	618	618	1048	1	618	1	618	0.0	1221.0	1.0	0.59	H045	H040	L013	L013
B3246|C90A8A7_001323-T1	GT-147|C9481DC_003434-T1	99.2	618	1048	618	1	618	1	618	0.0	1219.0	0.59	1.0	H040	H045	L013	L013
B3269|C180A32_006926-T1	B11035|C5FC1D8_003314-T1	57.1	1119	1177	1123	76	1173	1	1113	0.0	1188.0	0.933	0.991	H059	H057	L005	L005
409B-0_L_OLD_CPA0011|C90261E_002168-T1	COCSP-3505|C3BD8F1_002724-T1	99.3	597	857	765	1	597	56	652	0.0	1186.0	0.697	0.78	H021	H024	L014	L009
COCSP-3505|C3BD8F1_002724-T1	409B-0_L_OLD_CPA0011|C90261E_002168-T1	99.3	597	765	857	56	652	1	597	0.0	1186.0	0.78	0.697	H024	H021	L009	L014
B11035|C5FC1D8_003314-T1	B3269|C180A32_006926-T1	57.1	1119	1123	1177	1	1113	76	1173	0.0	1182.0	0.991	0.933	H057	H059	L005	L005
B3301|C251A4F_003646-T1	B3244|CC6B4BB_007648-T1	98.5	598	844	603	1	598	1	598	0.0	1171.0	0.709	0.992	H027	H037	L004	L004
UTAH_23742X6|CAC50EA_001516-T1	B3244|CC6B4BB_007648-T1	98.5	598	1363	603	1	598	1	598	0.0	1171.0	0.439	0.992	H026	H037	L004	L004
B3244|CC6B4BB_007648-T1	B3301|C251A4F_003646-T1	98.5	598	603	844	1	598	1	598	0.0	1171.0	0.992	0.709	H037	H027	L004	L004
B3244|CC6B4BB_007648-T1	UTAH_23742X6|CAC50EA_001516-T1	98.5	598	603	1363	1	598	1	598	0.0	1171.0	0.992	0.439	H037	H026	L004	L004
B11872|C426E4A_003179-T1	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	99.8	589	791	589	1	588	1	589	0.0	1162.0	0.743	1.0	H018	H022	L003	L003
SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	B11872|C426E4A_003179-T1	99.8	589	589	791	1	589	1	588	0.0	1161.0	1.0	0.743	H022	H018	L003	L003
B11035|C5FC1D8_003314-T1	GT-147|C9481DC_005228-T1	100.0	578	1123	1038	1	578	453	1030	0.0	1155.0	0.515	0.557	H057	H041	L005	L005
GT-147|C9481DC_005228-T1	B11035|C5FC1D8_003314-T1	100.0	578	1038	1123	453	1030	1	578	0.0	1155.0	0.557	0.515	H041	H057	L005	L005
B11002|C5E4193_001102-T1	B3301|C251A4F_003646-T1	98.8	581	581	844	1	581	264	844	0.0	1150.0	1.0	0.688	H074	H027	L004	L004
B3301|C251A4F_003646-T1	B11002|C5E4193_001102-T1	98.8	581	844	581	264	844	1	581	0.0	1149.0	0.688	1.0	H027	H074	L004	L004
GT-149|C5E7948_005114-T1	B11035|C5FC1D8_003314-T1	55.7	1119	1510	1123	433	1506	1	1113	0.0	1148.0	0.711	0.991	H050	H057	L005	L005
B11035|C5FC1D8_003314-T1	GT-149|C5E7948_005114-T1	55.6	1119	1123	1510	1	1113	433	1506	0.0	1142.0	0.991	0.711	H057	H050	L005	L005
B11002|C5E4193_001102-T1	UTAH_23742X6|CAC50EA_001516-T1	98.8	569	581	1363	1	569	264	832	0.0	1127.0	0.979	0.417	H074	H026	L004	L004
UTAH_23742X6|CAC50EA_001516-T1	B11002|C5E4193_001102-T1	98.8	569	1363	581	264	832	1	569	0.0	1125.0	0.417	0.979	H026	H074	L004	L004
CA23|C477594_005344-T1	GT-171|C28DABA_004054-T1	57.1	1012	1580	995	1	1011	1	988	0.0	1123.0	0.64	0.993	H054	H069	L005	L005
GT-171|C28DABA_004054-T1	CA23|C477594_005344-T1	57.1	1012	995	1580	1	988	1	1011	0.0	1118.0	0.993	0.64	H069	H054	L005	L005
B15142|CE5AC85_003480-T1	407-0_S_OLD_CPA0002|C577643_002522-T1	73.7	741	768	898	28	768	2	742	0.0	1108.0	0.965	0.825	H075	H065	L006	L006
407-0_S_OLD_CPA0002|C577643_002522-T1	B15142|CE5AC85_003480-T1	73.7	741	898	768	2	742	28	768	0.0	1107.0	0.825	0.965	H065	H075	L006	L006
578-1_L_NEW_CPA0049|C79DB71_006976-T1	B15142|CE5AC85_003480-T1	73.7	741	1608	768	2	742	28	768	0.0	1106.0	0.461	0.965	H047	H075	L006	L006
B15142|CE5AC85_003480-T1	578-1_L_NEW_CPA0049|C79DB71_006976-T1	73.7	741	768	1608	28	768	2	742	0.0	1106.0	0.965	0.461	H075	H047	L006	L006
B3276|C38AD85_001344-T1	GT-171|C28DABA_004054-T1	99.8	533	541	995	1	533	1	533	0.0	1098.0	0.985	0.536	H077	H069	L005	L005
GT-171|C28DABA_004054-T1	B3276|C38AD85_001344-T1	99.8	533	995	541	1	533	1	533	0.0	1098.0	0.536	0.985	H069	H077	L005	L005
CA2|CD8B963_008471-T1	B3491|C53B4A4_001549-T1	99.3	548	548	1273	1	548	475	1022	0.0	1095.0	1.0	0.43	H070	H048	L001	L001
CA2|CD8B963_008471-T1	Phoenix_2|CE7BF4E_002155-T1	99.1	548	548	764	1	548	129	676	0.0	1094.0	1.0	0.717	H070	H066	L001	L001
CA2|CD8B963_008471-T1	B16531|C0BF1BA_007130-T1	99.1	548	548	1371	1	548	475	1022	0.0	1094.0	1.0	0.4	H070	H068	L001	L001
B16531|C0BF1BA_007130-T1	CA2|CD8B963_008471-T1	99.1	548	1371	548	475	1022	1	548	0.0	1093.0	0.4	1.0	H068	H070	L001	L001
B3491|C53B4A4_001549-T1	CA2|CD8B963_008471-T1	99.3	548	1273	548	475	1022	1	548	0.0	1093.0	0.43	1.0	H048	H070	L001	L001
Phoenix_2|CE7BF4E_002155-T1	CA2|CD8B963_008471-T1	99.1	548	764	548	129	676	1	548	0.0	1093.0	0.717	1.0	H066	H070	L001	L001
CA2|CD8B963_008471-T1	B12527|C750C60_003353-T1	98.9	548	548	1595	1	548	475	1022	0.0	1093.0	1.0	0.344	H070	H060	L001	L001
B12527|C750C60_003353-T1	CA2|CD8B963_008471-T1	98.9	548	1595	548	475	1022	1	548	0.0	1092.0	0.344	1.0	H060	H070	L001	L001
CA2|CD8B963_008471-T1	B3440|C2CD592_003898-T1	98.7	548	548	1687	1	548	475	1022	0.0	1090.0	1.0	0.325	H070	H053	L001	L001
B3440|C2CD592_003898-T1	CA2|CD8B963_008471-T1	98.7	548	1687	548	475	1022	1	548	0.0	1089.0	0.325	1.0	H053	H070	L001	L001
GT-171|C28DABA_004054-T1	GT-147|C9481DC_005228-T1	57.5	1001	995	1038	12	988	11	1006	0.0	1088.0	0.982	0.96	H069	H041	L005	L005
GT-171|C28DABA_004054-T1	578-1_L_NEW_CPA0049|C79DB71_007498-T1	57.3	1001	995	1575	12	988	11	1006	0.0	1085.0	0.982	0.632	H069	H052	L005	L005
CA2|CD8B963_008471-T1	UTAH_23742X205|CB0BD29_008619-T1	99.8	540	548	1014	1	540	475	1014	0.0	1085.0	0.985	0.533	H070	H067	L001	L001
UTAH_23742X205|CB0BD29_008619-T1	CA2|CD8B963_008471-T1	99.8	540	1014	548	475	1014	1	540	0.0	1084.0	0.533	0.985	H067	H070	L001	L001
GT-147|C9481DC_005228-T1	GT-171|C28DABA_004054-T1	57.5	1001	1038	995	11	1006	12	988	0.0	1080.0	0.96	0.982	H041	H069	L005	L005
578-1_L_NEW_CPA0049|C79DB71_007498-T1	GT-171|C28DABA_004054-T1	57.3	1001	1575	995	11	1006	12	988	0.0	1078.0	0.632	0.982	H052	H069	L005	L005
CA2|CD8B963_008471-T1	COCSP_8725|CCC6481_008432-T1	99.1	538	548	1012	1	538	475	1012	0.0	1075.0	0.982	0.532	H070	H061	L001	L001
COCSP_8725|CCC6481_008432-T1	CA2|CD8B963_008471-T1	99.1	538	1012	548	475	1012	1	538	0.0	1074.0	0.532	0.982	H061	H070	L001	L001
409B-0_L_OLD_CPA0011|C90261E_005650-T1	578-1_L_NEW_CPA0049|C79DB71_007498-T1	60.5	906	905	1575	5	901	663	1565	0.0	1060.0	0.991	0.573	H072	H052	L005	L005
409B-0_L_OLD_CPA0011|C90261E_005650-T1	B11035|C5FC1D8_003314-T1	60.7	906	905	1123	5	901	211	1113	0.0	1060.0	0.991	0.804	H072	H057	L005	L005
578-1_L_NEW_CPA0049|C79DB71_007498-T1	409B-0_L_OLD_CPA0011|C90261E_005650-T1	60.5	906	1575	905	663	1565	5	901	0.0	1055.0	0.573	0.991	H052	H072	L005	L005
B11035|C5FC1D8_003314-T1	409B-0_L_OLD_CPA0011|C90261E_005650-T1	60.7	906	1123	905	211	1113	5	901	0.0	1053.0	0.804	0.991	H057	H072	L005	L005
B3276|C38AD85_001344-T1	GT-149|C5E7948_005114-T1	96.2	533	541	1510	1	533	1	522	0.0	1039.0	0.985	0.346	H077	H050	L005	L005
GT-149|C5E7948_005114-T1	B3276|C38AD85_001344-T1	96.2	533	1510	541	1	522	1	533	0.0	1039.0	0.346	0.985	H050	H077	L005	L005
GT-149|C5E7948_005114-T1	GT-147|C9481DC_005228-T1	56.2	988	1510	1038	12	964	11	993	0.0	1036.0	0.631	0.947	H050	H041	L005	L005
578-1_L_NEW_CPA0049|C79DB71_008498-T1	GT-151|CDCC634_008618-T1	99.4	503	835	503	333	835	1	503	0.0	1035.0	0.602	1.0	H002	H007	L011	L015
GT-151|CDCC634_008618-T1	578-1_L_NEW_CPA0049|C79DB71_008498-T1	99.4	503	503	835	1	503	333	835	0.0	1035.0	1.0	0.602	H007	H002	L015	L011
GT-147|C9481DC_005228-T1	GT-149|C5E7948_005114-T1	56.2	988	1038	1510	11	993	12	964	0.0	1028.0	0.947	0.631	H041	H050	L005	L005
CA23|C477594_005344-T1	409B-0_L_OLD_CPA0011|C90261E_005650-T1	57.3	915	1580	905	664	1573	2	905	0.0	1019.0	0.576	0.999	H054	H072	L005	L005
CA2|CD8B963_008471-T1	SOIL_578-1_A_NEW_CPA0048|CEB879C_008473-T1	99.0	509	548	983	1	509	475	983	0.0	1019.0	0.929	0.518	H070	H083	L001	L001
409B-0_L_OLD_CPA0011|C90261E_005650-T1	CA23|C477594_005344-T1	57.3	915	905	1580	2	905	664	1573	0.0	1018.0	0.999	0.576	H072	H054	L005	L005
CA2|CD8B963_008471-T1	TX8|C5FF6CA_008304-T1	99.0	509	548	983	1	509	475	983	0.0	1018.0	0.929	0.518	H070	H085	L001	L001
SOIL_578-1_A_NEW_CPA0048|CEB879C_008473-T1	CA2|CD8B963_008471-T1	99.0	509	983	548	475	983	1	509	0.0	1018.0	0.518	0.929	H083	H070	L001	L001
TX8|C5FF6CA_008304-T1	CA2|CD8B963_008471-T1	99.0	509	983	548	475	983	1	509	0.0	1017.0	0.518	0.929	H085	H070	L001	L001
CA2|CD8B963_008471-T1	SOIL_580-1_L_NEW_CPA0055|C4BB30D_007251-T1	98.6	509	548	983	1	509	475	983	0.0	1015.0	0.929	0.518	H070	H084	L001	L020
SOIL_580-1_L_NEW_CPA0055|C4BB30D_007251-T1	CA2|CD8B963_008471-T1	98.6	509	983	548	475	983	1	509	0.0	1014.0	0.518	0.929	H084	H070	L020	L001
UTAH_23742X257|CDDFF5A_002435-T1	CA1|CEE9A5C_008761-T1	100.0	490	1007	490	84	573	1	490	0.0	984.0	0.487	1.0	H019	H023	L009	L017
COCSP-3505|C3BD8F1_002724-T1	CA1|CEE9A5C_008761-T1	100.0	490	765	490	84	573	1	490	0.0	984.0	0.641	1.0	H024	H023	L009	L017
CA1|CEE9A5C_008761-T1	UTAH_23742X257|CDDFF5A_002435-T1	100.0	490	490	1007	1	490	84	573	0.0	984.0	1.0	0.487	H023	H019	L017	L009
CA1|CEE9A5C_008761-T1	COCSP-3505|C3BD8F1_002724-T1	100.0	490	490	765	1	490	84	573	0.0	984.0	1.0	0.641	H023	H024	L017	L009
CA1|CEE9A5C_008761-T1	409B-0_L_OLD_CPA0011|C90261E_002168-T1	99.4	490	490	857	1	490	29	518	0.0	979.0	1.0	0.572	H023	H021	L017	L014
409B-0_L_OLD_CPA0011|C90261E_002168-T1	CA1|CEE9A5C_008761-T1	99.4	490	857	490	29	518	1	490	0.0	978.0	0.572	1.0	H021	H023	L014	L017
B11232|C29E0E0_006388-T1	409B-0_L_OLD_CPA0011|C90261E_005737-T1	99.8	475	475	1176	1	475	702	1176	0.0	954.0	1.0	0.404	H004	H005	L007	L007
B10757_Nevada|CAE1CCF_005469-T1	B11232|C29E0E0_006388-T1	99.8	475	1652	475	1178	1652	1	475	0.0	954.0	0.288	1.0	H006	H004	L007	L007
409B-0_L_OLD_CPA0011|C90261E_005737-T1	B11232|C29E0E0_006388-T1	99.8	475	1176	475	702	1176	1	475	0.0	954.0	0.404	1.0	H005	H004	L007	L007
B11232|C29E0E0_006388-T1	B10757_Nevada|CAE1CCF_005469-T1	99.8	475	475	1652	1	475	1178	1652	0.0	954.0	1.0	0.288	H004	H006	L007	L007
B11232|C29E0E0_006388-T1	574-0_S_OLD_CPA0039|C27CBD2_001617-T1	99.8	475	475	758	1	475	284	758	0.0	953.0	1.0	0.627	H004	H003	L007	L007
B12495|C0ACC3F_004293-T1	B11232|C29E0E0_006388-T1	99.2	475	2189	475	1715	2189	1	475	0.0	952.0	0.217	1.0	H001	H004	L007	L007
574-0_S_OLD_CPA0039|C27CBD2_001617-T1	B11232|C29E0E0_006388-T1	99.8	475	758	475	284	758	1	475	0.0	952.0	0.627	1.0	H003	H004	L007	L007
B11232|C29E0E0_006388-T1	B12495|C0ACC3F_004293-T1	99.2	475	475	2189	1	475	1715	2189	0.0	951.0	1.0	0.217	H004	H001	L007	L007
409B-0_L_OLD_CPA0011|C90261E_007970-T1	5SD|CCCC1E1_001065-T1	90.1	624	1090	797	348	922	6	629	0.0	935.0	0.528	0.783	H025	H028	L008	L008
5SD|CCCC1E1_001065-T1	409B-0_L_OLD_CPA0011|C90261E_007970-T1	90.1	624	797	1090	6	629	348	922	0.0	933.0	0.783	0.528	H028	H025	L008	L008
CA7|CFA4D20_007665-T1	Phoenix_2|CE7BF4E_002155-T1	99.1	450	798	764	347	796	1	450	2.89e-320	887.0	0.564	0.589	H078	H066	L001	L001
Phoenix_2|CE7BF4E_002155-T1	CA7|CFA4D20_007665-T1	99.1	450	764	798	1	450	347	796	3.9e-320	886.0	0.589	0.564	H066	H078	L001	L001
UTAH_20380X10|CE3D476_001466-T1	B3301|C251A4F_003646-T1	98.4	438	439	844	2	439	8	445	1.31e-317	868.0	0.998	0.519	H071	H027	L004	L004
UTAH_20380X10|CE3D476_001466-T1	UTAH_23742X6|CAC50EA_001516-T1	98.4	438	439	1363	2	439	8	445	2.73e-310	868.0	0.998	0.321	H071	H026	L004	L004
B3301|C251A4F_003646-T1	UTAH_20380X10|CE3D476_001466-T1	98.4	438	844	439	8	445	2	439	2.52e-317	868.0	0.519	0.998	H027	H071	L004	L004
UTAH_23742X6|CAC50EA_001516-T1	UTAH_20380X10|CE3D476_001466-T1	98.4	438	1363	439	8	445	2	439	8.48e-310	868.0	0.321	0.998	H026	H071	L004	L004
B3244|CC6B4BB_007648-T1	UTAH_20380X10|CE3D476_001466-T1	98.2	438	603	439	8	445	2	439	3.61e-320	865.0	0.726	0.998	H037	H071	L004	L004
UTAH_20380X10|CE3D476_001466-T1	B3244|CC6B4BB_007648-T1	98.2	438	439	603	2	439	8	445	2.63e-320	865.0	0.998	0.726	H071	H037	L004	L004
409B-0_L_OLD_CPA0011|C90261E_005650-T1	GT-171|C28DABA_004054-T1	100.0	348	905	995	1	348	641	988	1.28e-248	717.0	0.385	0.35	H072	H069	L005	L005
GT-171|C28DABA_004054-T1	409B-0_L_OLD_CPA0011|C90261E_005650-T1	100.0	348	995	905	641	988	1	348	1.4e-248	717.0	0.35	0.385	H069	H072	L005	L005
Michoacan_1|C0F72A3_003139-T1	B11871|CA42FC6_007798-T1	96.3	383	676	394	1	383	1	383	5.83e-258	709.0	0.567	0.972	H058	H049	L002	L002
B11871|CA42FC6_007798-T1	Michoacan_1|C0F72A3_003139-T1	96.3	383	394	676	1	383	1	383	5.58e-257	706.0	0.972	0.567	H049	H058	L002	L002
B3269|C180A32_006926-T1	GT-147|C9481DC_005228-T1	56.7	656	1177	1038	1	642	378	1028	2.04e-237	699.0	0.545	0.627	H059	H041	L005	L005
GT-147|C9481DC_005228-T1	B3269|C180A32_006926-T1	56.7	656	1038	1177	378	1028	1	642	5.57e-236	695.0	0.627	0.545	H041	H059	L005	L005
B14286|CC2BA17_001544-T1	B11035|C5FC1D8_003079-T1	86.7	405	390	391	1	390	1	391	2.67e-246	667.0	1.0	1.0	H044	H033	L001	L001
B11035|C5FC1D8_003079-T1	B14286|CC2BA17_001544-T1	87.2	405	391	390	1	391	1	390	6.28e-245	664.0	1.0	1.0	H033	H044	L001	L001
CA2|CD8B963_008471-T1	CA7|CFA4D20_007665-T1	100.0	322	548	798	1	322	475	796	8.359999999999999e-229	645.0	0.588	0.404	H070	H078	L001	L001
CA7|CFA4D20_007665-T1	CA2|CD8B963_008471-T1	100.0	322	798	548	475	796	1	322	1.22e-228	645.0	0.404	0.588	H078	H070	L001	L001
B11002|C5E4193_001102-T1	B3244|CC6B4BB_007648-T1	96.7	335	581	603	1	335	264	598	1.5899999999999998e-230	644.0	0.577	0.556	H074	H037	L004	L004
B3244|CC6B4BB_007648-T1	B11002|C5E4193_001102-T1	96.7	335	603	581	264	598	1	335	9.47e-230	642.0	0.556	0.577	H037	H074	L004	L004
CA23|C477594_005344-T1	B3276|C38AD85_001344-T1	55.1	546	1580	541	1	545	1	533	2.1200000000000002e-200	596.0	0.345	0.985	H054	H077	L005	L005
B3276|C38AD85_001344-T1	CA23|C477594_005344-T1	55.1	546	541	1580	1	533	1	545	1.02e-200	596.0	0.985	0.345	H077	H054	L005	L005
GT-171|C28DABA_004054-T1	B11035|C5FC1D8_003314-T1	56.5	559	995	1123	444	988	1	554	6.28e-193	580.0	0.548	0.493	H069	H057	L005	L005
B11035|C5FC1D8_003314-T1	GT-171|C28DABA_004054-T1	56.5	559	1123	995	1	554	444	988	3e-191	576.0	0.493	0.548	H057	H069	L005	L005
B3276|C38AD85_001344-T1	GT-147|C9481DC_005228-T1	55.5	533	541	1038	12	533	11	543	9.28e-198	573.0	0.965	0.513	H077	H041	L005	L005
B3276|C38AD85_001344-T1	578-1_L_NEW_CPA0049|C79DB71_007498-T1	55.3	533	541	1575	12	533	11	543	1.65e-191	572.0	0.965	0.338	H077	H052	L005	L005
GT-147|C9481DC_005228-T1	B3276|C38AD85_001344-T1	55.5	533	1038	541	11	543	12	533	1.25e-194	566.0	0.513	0.965	H041	H077	L005	L005
578-1_L_NEW_CPA0049|C79DB71_007498-T1	B3276|C38AD85_001344-T1	55.3	533	1575	541	11	543	12	533	7.569999999999999e-189	566.0	0.338	0.965	H052	H077	L005	L005
CA23|C477594_005344-T1	GT-101|C4EFBB3_002316-T1	27.1	1562	1580	1631	40	1525	83	1595	8.66e-160	521.0	0.941	0.928	H054	H051	L005	L006
B14286|CC2BA17_001544-T1	SDVA38|CE6DD8A_000803-T1	100.0	259	390	271	131	389	1	259	6.66e-190	520.0	0.664	0.956	H044	H029	L001	L001
SDVA38|CE6DD8A_000803-T1	B14286|CC2BA17_001544-T1	100.0	259	271	390	1	259	131	389	6.57e-190	519.0	0.956	0.664	H029	H044	L001	L001
B11035|C5FC1D8_003079-T1	SDVA38|CE6DD8A_000803-T1	99.2	259	391	271	132	390	1	259	8.04e-189	517.0	0.662	0.956	H033	H029	L001	L001
SDVA38|CE6DD8A_000803-T1	B11035|C5FC1D8_003079-T1	99.2	259	271	391	1	259	132	390	7.92e-189	516.0	0.956	0.662	H029	H033	L001	L001
CA23|C477594_005344-T1	578-1_L_NEW_CPA0049|C79DB71_006976-T1	28.2	1575	1580	1608	50	1525	67	1572	2.77e-158	516.0	0.934	0.937	H054	H047	L005	L006
GT-101|C4EFBB3_002316-T1	CA23|C477594_005344-T1	27.1	1562	1631	1580	83	1595	40	1525	1.49e-157	514.0	0.928	0.941	H051	H054	L006	L005
578-1_L_NEW_CPA0049|C79DB71_007498-T1	578-1_L_NEW_CPA0049|C79DB71_006976-T1	27.9	1621	1575	1608	31	1536	53	1587	4.21e-156	510.0	0.956	0.955	H052	H047	L005	L006
578-1_L_NEW_CPA0049|C79DB71_006976-T1	578-1_L_NEW_CPA0049|C79DB71_007498-T1	27.8	1634	1608	1575	55	1602	33	1549	1.0500000000000001e-154	506.0	0.963	0.963	H047	H052	L006	L005
GT-101|C4EFBB3_002316-T1	578-1_L_NEW_CPA0049|C79DB71_007498-T1	26.8	1594	1631	1575	90	1625	42	1549	9.49e-153	501.0	0.942	0.957	H051	H052	L006	L005
578-1_L_NEW_CPA0049|C79DB71_006976-T1	CA23|C477594_005344-T1	28.1	1578	1608	1580	67	1572	50	1525	2.54e-152	499.0	0.937	0.934	H047	H054	L006	L005
578-1_L_NEW_CPA0049|C79DB71_007498-T1	GT-101|C4EFBB3_002316-T1	26.8	1592	1575	1631	42	1549	90	1625	1.2300000000000001e-148	489.0	0.957	0.942	H052	H051	L005	L006
CA23|C477594_005344-T1	GT-111|C5A2EA4_002972-T1	35.4	858	1580	934	46	895	63	873	1.43e-154	489.0	0.538	0.868	H054	H046	L005	L010
GT-111|C5A2EA4_002972-T1	CA23|C477594_005344-T1	35.4	858	934	1580	63	873	46	895	1.15e-151	480.0	0.868	0.538	H046	H054	L010	L005
Michoacan_1|C0F72A3_003139-T1	SDVA42|C8631F9_001720-T1	99.6	249	676	257	1	249	1	249	2.8299999999999997e-168	475.0	0.368	0.969	H058	H064	L002	L002
SDVA42|C8631F9_001720-T1	Michoacan_1|C0F72A3_003139-T1	99.6	249	257	676	1	249	1	249	3.06e-168	474.0	0.969	0.368	H064	H058	L002	L002
B11002|C5E4193_001102-T1	B15145|CD39A0E_003234-T1	99.6	233	581	233	349	581	1	233	6.69e-168	470.0	0.401	1.0	H074	H063	L004	L004
B15145|CD39A0E_003234-T1	B11002|C5E4193_001102-T1	99.6	233	233	581	1	233	349	581	2.68e-168	470.0	1.0	0.401	H063	H074	L004	L004
409B-0_L_OLD_CPA0011|C90261E_005650-T1	GT-147|C9481DC_005228-T1	64.1	368	905	1038	5	370	663	1028	2.2e-151	466.0	0.404	0.353	H072	H041	L005	L005
GT-149|C5E7948_005114-T1	578-1_L_NEW_CPA0049|C79DB71_006976-T1	26.6	1552	1510	1608	36	1462	62	1572	1.8299999999999998e-140	465.0	0.945	0.94	H050	H047	L005	L006
B15145|CD39A0E_003234-T1	B3301|C251A4F_003646-T1	97.9	233	233	844	1	233	612	844	1.82e-162	464.0	1.0	0.276	H063	H027	L004	L004
B3301|C251A4F_003646-T1	B15145|CD39A0E_003234-T1	97.9	233	844	233	612	844	1	233	6.59e-162	464.0	0.276	1.0	H027	H063	L004	L004
GT-147|C9481DC_005228-T1	409B-0_L_OLD_CPA0011|C90261E_005650-T1	64.1	368	1038	905	663	1028	5	370	2.03e-149	461.0	0.353	0.404	H041	H072	L005	L005
SDVA42|C8631F9_001720-T1	B11871|CA42FC6_007798-T1	95.2	249	257	394	1	249	1	249	4.5100000000000004e-164	453.0	0.969	0.632	H064	H049	L002	L002
578-1_L_NEW_CPA0049|C79DB71_006976-T1	GT-149|C5E7948_005114-T1	26.5	1556	1608	1510	62	1578	36	1468	4.43e-136	452.0	0.943	0.949	H047	H050	L006	L005
B11871|CA42FC6_007798-T1	SDVA42|C8631F9_001720-T1	95.2	249	394	257	1	249	1	249	1.14e-162	450.0	0.632	0.969	H049	H064	L002	L002
B3228|C904DB3_000957-T1	B3301|C251A4F_003646-T1	100.0	221	746	844	1	221	612	832	1.93e-148	448.0	0.296	0.262	H062	H027	L004	L004
B3301|C251A4F_003646-T1	B3228|C904DB3_000957-T1	100.0	221	844	746	612	832	1	221	3.07e-148	447.0	0.262	0.296	H027	H062	L004	L004
B11872|C426E4A_003179-T1	UTAH_23742X257|CDDFF5A_002435-T1	44.5	591	791	1007	28	595	25	569	8.99e-146	447.0	0.718	0.541	H018	H019	L003	L009
B11872|C426E4A_003179-T1	COCSP-3505|C3BD8F1_002724-T1	44.5	591	791	765	28	595	25	569	1.6300000000000002e-148	447.0	0.718	0.712	H018	H024	L003	L009
GT-111|C5A2EA4_002972-T1	578-1_L_NEW_CPA0049|C79DB71_007498-T1	33.1	839	934	1575	60	853	38	868	4.19e-139	446.0	0.85	0.528	H046	H052	L010	L005
GT-111|C5A2EA4_002972-T1	GT-147|C9481DC_005228-T1	33.0	839	934	1038	60	853	38	868	5.24e-143	445.0	0.85	0.801	H046	H041	L010	L005
B11002|C5E4193_001102-T1	B3228|C904DB3_000957-T1	98.2	221	581	746	349	569	1	221	1.17e-149	442.0	0.38	0.296	H074	H062	L004	L004
B3228|C904DB3_000957-T1	B11002|C5E4193_001102-T1	98.2	221	746	581	1	221	349	569	1.06e-149	442.0	0.296	0.38	H062	H074	L004	L004
SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	COCSP-3505|C3BD8F1_002724-T1	44.3	583	589	765	28	588	25	561	1.04e-148	441.0	0.952	0.702	H022	H024	L003	L009
UTAH_23742X6|CAC50EA_001516-T1	B15145|CD39A0E_003234-T1	97.7	221	1363	233	612	832	1	221	8.02e-148	441.0	0.162	0.948	H026	H063	L004	L004
