accession	taxon_id	gene_name	description	go_ids	pfam_ids	pfam_names	interpro_ids	ec_numbers	alphafold_id
A6T8X2	272620	KPN_01612	Uncharacterized protein						A6T8X2
A6T947	272620	KPN_01687	Dehydrogenase	GO:0051287:IEA|GO:0050661:IEA|GO:0016616:IEA	PF14833|PF03446	NAD_binding_11|NAD_binding_2	IPR008927|IPR013328|IPR006115|IPR029154|IPR015815|IPR051265|IPR036291		A6T947
A6T973	272620	KPN_01713	ISNCY family transposase ISKpn21		PF21845	DUF6904	IPR054199		
A6T978	272620	KPN_01718	Transcriptional regulator (LysR family)	GO:0003700:IEA|GO:0043565:IEA|GO:0006351:IEA	PF00126|PF03466	HTH_1|LysR_substrate	IPR058163|IPR000847|IPR005119|IPR036388|IPR036390		A6T978
A6T995	272620	KPN_01735	Probable succinyl-diaminopimelate desuccinylase	GO:0046872:IEA|GO:0009014:IEA|GO:0009089:IEA	PF07687|PF01546	M20_dimer|Peptidase_M20	IPR010182|IPR001261|IPR036264|IPR002933|IPR011650|IPR050072	3.5.1.18	A6T995
A6T9J1	272620	KPN_01831	Osmotically inducible protein	GO:0004601:IEA|GO:0006979:IEA	PF02566	OsmC	IPR015946|IPR003718|IPR036102|IPR052707|IPR019904		A6T9J1
A6T9J4	272620	KPN_01834	Uncharacterized protein						A6T9J4
A6T9R1	272620	KPN_01901	Cysteine transport protein (ABC superfamily, peri_bind)		PF00497	SBP_bac_3	IPR001638		A6T9R1
A6T9W4	272620	cybB	Cytochrome b561 bacterial/Ni-hydrogenase domain-containing protein	GO:0005886:IEA|GO:0009055:IEA|GO:0020037:IEA|GO:0046872:IEA|GO:0022904:IEA	PF01292	Ni_hydr_CYTB	IPR011577|IPR052168|IPR016174		A6T9W4
A6T9Y7	272620	ydhA	C-type lysozyme inhibitor domain-containing protein		PF09864	MliC	IPR018660|IPR036328		A6T9Y7
A6TAB1	272620	KPN_02104	ATP-binding component of ferric enterobactin transport	GO:0005886:IEA|GO:0005524:IEA|GO:0016887:IEA|GO:0006826:IEA	PF00005	ABC_tran	IPR003593|IPR003439|IPR027417|IPR051535		A6TAB1
A6TAE4	272620	sufS	Cysteine desulfurase	GO:0005737:IEA|GO:0031071:IEA|GO:0030170:IEA|GO:0009000:IEA|GO:0006534:IEA	PF00266	Aminotran_5	IPR000192|IPR020578|IPR010970|IPR015424|IPR015421|IPR015422	2.8.1.7|4.4.1.16	A6TAE4
A6TAH2	272620	nlpC	Lipoprotein	GO:0008234:IEA|GO:0006508:IEA	PF00877	NLPC_P60	IPR052062|IPR000064|IPR038765		A6TAH2
A6TAK3	272620	oppB	Oligopeptide transport system permease protein OppB	GO:0005886:IEA|GO:0015833:IEA|GO:0015031:IEA|GO:0055085:IEA	PF00528|PF19300	BPD_transp_1|BPD_transp_1_N	IPR045621|IPR000515|IPR035906		A6TAK3
A6TB09	272620	pphA	Protein phosphatase 1	GO:0005737:IEA|GO:0008803:IEA|GO:0016791:IEA|GO:0110154:IEA	PF00149	Metallophos	IPR050126|IPR004843|IPR029052|IPR006186		A6TB09
A6TB28	272620	znuC	High-affinity zinc uptake system ATP-binding protein	GO:0005524:IEA|GO:0016887:IEA|GO:0010043:IEA|GO:0006829:IEA	PF00005	ABC_tran	IPR003593|IPR003439|IPR050153|IPR027417		A6TB28
A6TB31	272620	ruvA	Holliday junction branch migration complex subunit RuvA	GO:0005737:IEA|GO:0009379:IEA|GO:0048476:IEA|GO:0005524:IEA|GO:0000400:IEA|GO:0009378:IEA|GO:0006310:IEA|GO:0006281:IEA|GO:0009432:IEA	PF14520|PF07499|PF01330	HHH_5|RuvA_C|RuvA_N	IPR013849|IPR060101|IPR003583|IPR012340|IPR000085|IPR010994|IPR011114|IPR036267		A6TB31
A6TB70	272620	fliY	L-cystine-binding protein TcyJ	GO:0016020:IEA|GO:0030288:IEA|GO:0015276:IEA|GO:0006865:IEA	PF00497	SBP_bac_3	IPR001320|IPR018313|IPR001638		A6TB70
A6TBE9	272620	KPN_02502	Possible carbohydrate lyase	GO:0016829:IEA	PF13229	Beta_helix	IPR039448|IPR006626|IPR012334|IPR011050		A6TBE9
A6TBK9	272620	yehT	Transcriptional regulatory protein BtsR	GO:0003677:IEA|GO:0000156:IEA	PF04397|PF00072	LytTR|Response_reg	IPR011006|IPR046947|IPR007492|IPR001789		A6TBK9
A6TBR8	272620	KPN_02621	GDP-mannose pyrophosphatase	GO:0005829:IEA|GO:0016818:IEA|GO:0046872:IEA|GO:0006753:IEA|GO:0019693:IEA	PF00293|PF27456	NUDIX|NudK_N	IPR004385|IPR015797|IPR000086		A6TBR8
A6TBS2	272620	yejM	Inner membrane protein PbgA	GO:0005886:IEA	PF11893|PF00884	DUF3413|Sulfatase	IPR017850|IPR000917|IPR012159|IPR047997|IPR024588		A6TBS2
A6TC14	272620	mepA	Penicillin-insensitive murein endopeptidase	GO:0030288:IEA|GO:0046872:IEA|GO:0004222:IEA|GO:0004252:IEA|GO:0000270:IEA|GO:0006508:IEA	PF03411	Peptidase_M74	IPR005073|IPR009045	3.4.24.-	A6TC14
A6TC88	272620	tktB	Transketolase	GO:0005829:IEA|GO:0046872:IEA|GO:0004802:IEA|GO:0009052:IEA	PF02779|PF22613|PF00456	Transket_pyr|Transketolase_C_1|Transketolase_N	IPR029061|IPR009014|IPR055152|IPR005475|IPR005478|IPR020826|IPR049557|IPR033247|IPR005474	2.2.1.1	A6TC88
A6TC95	272620	yhaI	UPF0370 protein KPN_02806	GO:0005886:IEA	PF13980	UPF0370	IPR020910		A6TC95
A6TCB4	272620	purN	Phosphoribosylglycinamide formyltransferase	GO:0005829:IEA|GO:0004644:IEA|GO:0006189:IEA	PF00551	Formyl_trans_N	IPR002376|IPR036477|IPR004607|IPR001555	2.1.2.2	A6TCB4
A6TCC5	272620	KPN_02836	Gfo/Idh/MocA-like oxidoreductase N-terminal domain-containing protein	GO:0000166:IEA	PF01408	GFO_IDH_MocA	IPR000683|IPR036291		A6TCC5
A6TCQ2	272620	KPN_02967	Flavin reductase like domain-containing protein	GO:0010181:IEA|GO:0016646:IEA	PF01613	Flavin_Reduct	IPR002563|IPR052174|IPR012349		A6TCQ2
A6TCX8	272620	hypF	Carbamoyltransferase HypF	GO:0003998:IEA|GO:0016743:IEA|GO:0003725:IEA|GO:0016874:IEA|GO:0008270:IEA|GO:0051604:IEA	PF00708|PF17788|PF22521|PF01300|PF07503	Acylphosphatase|HypF_C|HypF_C_2|Sua5_yciO_yrdC|zf-HYPF	IPR001792|IPR036046|IPR017968|IPR051060|IPR004421|IPR017945|IPR041440|IPR055128|IPR006070|IPR011125	6.2.-	A6TCX8
A6TCZ1	272620	hycB	Formate hydrogenlyase subunit 2	GO:0051539:IEA|GO:0046872:IEA	PF13247	Fer4_11	IPR017896|IPR017900|IPR050294		A6TCZ1
A6TD48	272620	cysI	Sulfite reductase [NADPH] hemoprotein beta-component	GO:0009337:IEA|GO:0051539:IEA|GO:0020037:IEA|GO:0046872:IEA|GO:0050661:IEA|GO:0050311:IEA|GO:0004783:IEA|GO:0070814:IEA|GO:0019344:IEA|GO:0000103:IEA	PF01077|PF03460	NIR_SIR|NIR_SIR_ferr	IPR011786|IPR005117|IPR036136|IPR006067|IPR045169|IPR045854|IPR006066	1.8.1.2	A6TD48
A6TDV8	272620	yqgF	Putative pre-16S rRNA nuclease	GO:0005829:IEA|GO:0016788:IEA|GO:0004518:IEA|GO:0000967:IEA	PF03652	RuvX	IPR012337|IPR005227|IPR006641|IPR037027	3.1.-	A6TDV8
A6TE41	272620	ureB	Urease subunit beta	GO:0035550:IEA|GO:0009039:IEA|GO:0043419:IEA	PF00699	Urease_beta	IPR002019|IPR036461|IPR050069	3.5.1.5	A6TE41
A6TE43	272620	ureE	Urease accessory protein UreE	GO:0005737:IEA|GO:0016151:IEA|GO:0051082:IEA|GO:0006457:IEA|GO:0065003:IEA|GO:0019627:IEA	PF05194|PF02814	UreE_C|UreE_N	IPR012406|IPR007864|IPR004029|IPR036118		A6TE43
A6TE52	272620	KPN_04859	Prophage tail protein		PF06995	Phage_P2_GpU	IPR009734|IPR016912		A6TE52
A6TE88	272620	KPN_03477	Uncharacterized protein		PF18165|PF18166	pP_pnuc_1|pP_pnuc_2	IPR040556|IPR041584		A6TE88
A6TEC4	272620	KPN_03513	Regulator, helix-turn-helix motif	GO:0005829:IEA|GO:0003677:IEA|GO:0003700:IEA|GO:0006351:IEA	PF07883|PF01381	Cupin_2|HTH_3	IPR001387|IPR013096|IPR010982|IPR014710|IPR011051|IPR050807		A6TEC4
A6TEE8	272620	garR	2-hydroxy-3-oxopropionate reductase	GO:0008679:IEA|GO:0051287:IEA|GO:0050661:IEA|GO:0046392:IEA|GO:0046487:IEA	PF14833|PF03446	NAD_binding_11|NAD_binding_2	IPR002204|IPR008927|IPR013328|IPR006115|IPR029154|IPR015815|IPR036291|IPR006398	1.1.1.60	A6TEE8
A6TEG9	272620	yraP	Periplasmic protein		PF04972	BON	IPR007055|IPR051686|IPR014004		A6TEG9
A6TEW0	272620	rplE	Large ribosomal subunit protein uL5	GO:1990904:IEA|GO:0005840:IEA|GO:0019843:IEA|GO:0003735:IEA|GO:0000049:IEA|GO:0006412:IEA	PF00281|PF00673	Ribosomal_L5|Ribosomal_L5_C	IPR002132|IPR020930|IPR031309|IPR020929|IPR022803|IPR031310		A6TEW0
A6TF34	272620	KPN_03781	YdgH/BhsA/McbA-like domain-containing protein		PF07338	YdgH_BhsA-like	IPR051096|IPR025543|IPR036275|IPR010854		A6TF34
A6TF58	272620	KPN_03805	Ccm domain protein		PF04519	Bactofilin	IPR007607		A6TF58
A6TF90	272620	yhhQ	Probable queuosine precursor transporter	GO:0005886:IEA|GO:0022857:IEA	PF02592	Vut_1	IPR003744		A6TF90
A6TFJ4	272620	mtlD	Mannitol-1-phosphate 5-dehydrogenase	GO:0005829:IEA|GO:0008926:IEA|GO:0019592:IEA	PF01232|PF08125	Mannitol_dh|Mannitol_dh_C	IPR008927|IPR013328|IPR023028|IPR000669|IPR013118|IPR023027|IPR013131|IPR036291	1.1.1.17	A6TFJ4
A6TFT5	272620	KPN_04036	Multidrug resistance probably membrane translocase	GO:0005886:IEA|GO:0022857:IEA	PF07690	MFS_1	IPR004638|IPR011701|IPR020846|IPR036259		A6TFT5
A6TFU5	272620	KPN_04046	Dehydrogenase	GO:0050661:IEA|GO:0016616:IEA	PF09130|PF03446	DUF1932|NAD_binding_2	IPR008927|IPR013328|IPR006115|IPR015815|IPR036291|IPR015814		A6TFU5
A6TG02	272620	recF	DNA replication and repair protein RecF	GO:0005737:IEA|GO:0005524:IEA|GO:0003697:IEA|GO:0006260:IEA|GO:0000731:IEA|GO:0006302:IEA|GO:0009432:IEA	PF02463	SMC_N	IPR001238|IPR018078|IPR027417|IPR003395|IPR042174		A6TG02
A6TG38	272620	atpA	ATP synthase subunit alpha	GO:0005886:IEA|GO:0045259:IEA|GO:0043531:IEA|GO:0005524:IEA|GO:0046933:IEA	PF00006|PF00306|PF02874	ATP-synt_ab|ATP-synt_ab_C|ATP-synt_ab_N	IPR023366|IPR000793|IPR038376|IPR033732|IPR005294|IPR020003|IPR004100|IPR036121|IPR000194|IPR027417	7.1.2.2	A6TG38
A6TG83	272620	fdoI	Formate dehydrogenase, cytochrome B556 (FDO) subunit	GO:0009326:IEA|GO:0005886:IEA|GO:0009055:IEA|GO:0008863:IEA|GO:0036397:IEA|GO:0046872:IEA|GO:0009061:IEA|GO:0015944:IEA|GO:0022904:IEA	PF01292	Ni_hydr_CYTB	IPR011577|IPR016174|IPR051817|IPR006471		A6TG83
A6TG95	272620	KPN_04200	Exported protein	GO:0005886:IEA|GO:1903785:IEA	PF03591	AzlC	IPR011606		A6TG95
A6TGA6	272620	rhaD	Rhamnulose-1-phosphate aldolase	GO:0005829:IEA|GO:0046872:IEA|GO:0008994:IEA|GO:0019323:IEA|GO:0019301:IEA	PF00596	Aldolase_II	IPR050197|IPR001303|IPR036409|IPR013447	4.1.2.19	A6TGA6
A6TGC1	272620	hslU	ATP-dependent protease ATPase subunit HslU	GO:0009376:IEA|GO:0005524:IEA|GO:0016887:IEA|GO:0008233:IEA|GO:0036402:IEA|GO:0043335:IEA	PF00004|PF07724	AAA|AAA_2	IPR003593|IPR050052|IPR003959|IPR019489|IPR004491|IPR027417		A6TGC1
A6TGC5	272620	priA	Replication restart protein PriA	GO:1990077:IEA|GO:0043138:IEA|GO:0005524:IEA|GO:0016887:IEA|GO:0003677:IEA|GO:0008270:IEA|GO:0006310:IEA|GO:0006270:IEA|GO:0006269:IEA|GO:0006302:IEA	PF00270|PF00271|PF17764|PF18074|PF21213|PF18319	DEAD|Helicase_C|PriA_3primeBD|PriA_C|WHD_PriA|Zn_ribbon_PriA	IPR011545|IPR014001|IPR001650|IPR027417|IPR005259|IPR041222|IPR042115|IPR041236|IPR040498|IPR048949	5.6.2.4	A6TGC5
A6TGR6	272620	aceB	Malate synthase	GO:0005737:IEA|GO:0004474:IEA|GO:0006097:IEA|GO:0006099:IEA	PF20659|PF20656|PF01274	MS_C|MS_N|MS_TIM-barrel	IPR044856|IPR011076|IPR006252|IPR019830|IPR001465|IPR048355|IPR048356|IPR046363	2.3.3.9	A6TGR6
A6TGU9	272620	ubiA	4-hydroxybenzoate octaprenyltransferase	GO:0005886:IEA|GO:0008412:IEA|GO:0006744:IEA	PF01040	UbiA	IPR006370|IPR039653|IPR000537|IPR030470|IPR044878	2.5.1.39	A6TGU9
A6TH23	272620	phnA	Alkylphosphonate uptake protein in phosphonate metabolism		PF03831	YjdM	IPR004624|IPR013988		A6TH23
A6TH56	272620	KPN_04536	Secretion ATPase	GO:0005886:IEA|GO:0140359:IEA|GO:0005524:IEA|GO:0016887:IEA|GO:0034040:IEA|GO:0008234:IEA|GO:0006508:IEA	PF00664|PF00005|PF03412	ABC_membrane|ABC_tran|Peptidase_C39	IPR003593|IPR011527|IPR036640|IPR003439|IPR017871|IPR033838|IPR027417|IPR005074|IPR039421		A6TH56
A6TH65	272620	efp	Elongation factor P	GO:0005829:IEA|GO:0003746:IEA|GO:0043043:IEA	PF01132|PF08207|PF09285	EFP|EFP_N|Elong-fact-P_C	IPR015365|IPR012340|IPR014722|IPR020599|IPR013185|IPR001059|IPR013852|IPR011768|IPR008991		A6TH65
A6THN0	272620	KPN_04714	Uncharacterized protein	GO:0004519:IEA|GO:0003676:IEA|GO:0008270:IEA	PF26362|PF01844	DUF8093|HNH	IPR058406|IPR044925|IPR002711|IPR003615|IPR052947		A6THN0
A6THP0	272620	KPN_04724	Maltoporin	GO:0009279:IEA|GO:0046930:IEA|GO:0015144:IEA|GO:0015288:IEA|GO:0006811:IEA|GO:0015774:IEA	PF02264	LamB	IPR050286|IPR003192|IPR036998		A6THP0
A6THP4	272620	KPN_04728	DUF2878 domain-containing protein		PF11086	DUF2878	IPR021306		A6THP4
A6THY7	272620	holD	DNA polymerase III subunit psi	GO:0008408:IEA|GO:0003887:IEA|GO:0006260:IEA	PF03603	DNA_III_psi	IPR004615|IPR036654|IPR018382		A6THY7
A6TI18	272620	KPN_pKPN3p05860	Uncharacterized protein						
A6TI99	272620	KPN_pKPN3p05943	Uncharacterized protein	GO:0030313:IEA|GO:0046872:IEA|GO:0004222:IEA|GO:0006508:IEA	PF19425|PF01551	Csd3_N2|Peptidase_M23	IPR050570|IPR045834|IPR011055|IPR016047		A6TI99
A6TII1	272620	KPN_pKPN3p06025	DUF3301 domain-containing protein						
A6TII5	272620	trbF	Conjugal transfer protein TrbF		PF27688	Plasmid_mob_TrbF	IPR016386		
A6TIN3	272620	KPN_pKPN4p07077	Uncharacterized protein						A6TIN3
A6TIQ5	272620	KPN_pKPN4p07099	DUF1380 domain-containing protein		PF07128	DUF1380	IPR009811		A6TIQ5
A6TIS7	272620	KPN_pKPN4p07121	DUF945 domain-containing protein		PF06067	DUF932	IPR026325		A6TIS7
A6TIU3	272620	KPN_pKPN4p07137	YfiC						A6TIU3
A6TIY7	272620	KPN_pKPN5p08180	Streptomycin resistance protein B	GO:0016773:IEA|GO:0019748:IEA	PF04655	APH_6_hur	IPR011009|IPR006748		A6TIY7
A6TJ03	272620	KPN_pKPN5p08196	Replication initiator protein	GO:0003887:IEA|GO:0006270:IEA	PF21205|PF01051	Rep3_C|Rep3_N	IPR000525|IPR036388|IPR036390		A6TJ03
A6T4M0	272620	leuO	Leucine transcriptional activator	GO:0003677:IEA|GO:0003700:IEA|GO:0006351:IEA	PF00126|PF03466	HTH_1|LysR_substrate	IPR050389|IPR000847|IPR005119|IPR036388|IPR036390		A6T4M0
A6T4S0	272620	cueO	Multicopper oxidase CueO	GO:0005507:IEA|GO:0016491:IEA	PF00394|PF07731|PF07732|PF10518	Cu-oxidase|Cu-oxidase_2|Cu-oxidase_3|TAT_signal	IPR011707|IPR001117|IPR011706|IPR045087|IPR002355|IPR008972|IPR006311|IPR019546	1.16.3.4	A6T4S0
A6T4V1	272620	pul	Pullulanase protein						A6T4V1
A6T4Z4	272620	yaeJ	Peptidyl-tRNA hydrolase ArfB	GO:0005737:IEA|GO:0004045:IEA|GO:0043022:IEA|GO:0003747:IEA|GO:0006417:IEA|GO:0072344:IEA	PF00472	RF-1	IPR000352|IPR045853	3.1.1.29	A6T4Z4
A6T508	272620	yafE	Biotin synthesis protein	GO:0008757:IEA	PF08241	Methyltransf_11	IPR013216|IPR050508|IPR029063		A6T508
A6T542	272620	KPN_00260	KpLE2 phage-like element putative methyltransferase	GO:0008168:IEA|GO:0032259:IEA	PF13649	Methyltransf_25	IPR041698|IPR017031|IPR029063		A6T542
A6T593	272620	tauB	Taurine ATP-binding component of a transport system	GO:0005524:IEA|GO:0016887:IEA|GO:0042918:IEA	PF00005	ABC_tran	IPR003593|IPR003439|IPR017871|IPR050166|IPR027417		A6T593
A6T5A8	272620	phoA	Alkaline phosphatase	GO:0042597:IEA|GO:0004035:IEA|GO:0046872:IEA	PF00245	Alk_phosphatase	IPR001952|IPR018299|IPR017850	3.1.3.1	A6T5A8
A6T5G1	272620	yajR	Transport protein	GO:0005886:IEA|GO:0022857:IEA	PF07690|PF21987	MFS_1|YajR_YAM	IPR011701|IPR020846|IPR036259|IPR050171|IPR054152		A6T5G1
A6T5U7	272620	KPN_00518	ABC transporter	GO:0005886:IEA|GO:0005524:IEA|GO:0016887:IEA|GO:0006826:IEA	PF00005	ABC_tran	IPR003593|IPR003439|IPR017871|IPR027417|IPR051535		A6T5U7
A6T5W9	272620	KPN_00540	NADH-dependent dehydrogenase	GO:0000166:IEA|GO:0016491:IEA	PF01408|PF22725	GFO_IDH_MocA|GFO_IDH_MocA_C3	IPR000683|IPR050463|IPR055170|IPR036291		A6T5W9
A6T604	272620	KPN_00575	ABC transporter	GO:0005886:IEA|GO:0015424:IEA|GO:0005524:IEA|GO:0016887:IEA	PF00005	ABC_tran	IPR003593|IPR030679|IPR003439|IPR017871|IPR050086|IPR027417		A6T604
A6T642	272620	entB	Enterobactin synthase component B	GO:0005737:IEA|GO:0047527:IEA|GO:0008908:IEA|GO:0046872:IEA|GO:0009239:IEA	PF00857|PF00550	Isochorismatase|PP-binding	IPR036736|IPR016291|IPR000868|IPR050272|IPR036380|IPR009081	3.3.2.1|6.3.2.14	A6T642
A6T646	272620	KPN_00617	YbdD/YjiX family protein		PF04328	Sel_put	IPR007423		A6T646
A6T6E8	272620	nei	Endonuclease 8	GO:0140078:IEA|GO:0003684:IEA|GO:0000703:IEA|GO:0008270:IEA|GO:0006284:IEA	PF01149|PF06831|PF06827	Fapy_DNA_glyco|H2TH|zf-FPG_IleRS	IPR015887|IPR044091|IPR023713|IPR012319|IPR035937|IPR015886|IPR010979|IPR000214|IPR010663	3.2.2.-|4.2.99.18	A6T6E8
A6T6H4	272620	KPN_00759	IS1 transposase	GO:0003677:IEA|GO:0004803:IEA|GO:0006313:IEA	PF03400	DDE_Tnp_IS1	IPR005063|IPR051354		
A6T6P0	272620	KPN_00825	Bacterial regulatory protein, LysR	GO:0003700:IEA|GO:0043565:IEA|GO:0006351:IEA	PF00126|PF03466	HTH_1|LysR_substrate	IPR058163|IPR000847|IPR005119|IPR036388|IPR036390		A6T6P0
A6T6P7	272620	ybiB	Glycosyl transferase family 3 N-terminal domain-containing protein	GO:0005829:IEA|GO:0004048:IEA|GO:0000162:IEA	PF02885	Glycos_trans_3N	IPR005940|IPR017459|IPR036320|IPR035902		A6T6P7
A6T6R6	272620	ybiT	Probable ATP-binding protein YbiT	GO:0005524:IEA|GO:0016887:IEA	PF00005|PF12848	ABC_tran|ABC_tran_Xtn	IPR003593|IPR032781|IPR003439|IPR050611|IPR027417		A6T6R6
A6T6U4	272620	ybjM	Inner membrane protein	GO:0016020:IEA	PF11045	YbjM	IPR020368		A6T6U4
A6T734	272620	ssuB	ABC transporter	GO:0005524:IEA|GO:0016887:IEA|GO:0042918:IEA	PF00005	ABC_tran	IPR003593|IPR003439|IPR017871|IPR050166|IPR027417		A6T734
A6T7D8	272620	mdtH	Multidrug resistance protein MdtH	GO:0005886:IEA|GO:0022857:IEA	PF07690	MFS_1	IPR011701|IPR020846|IPR036259|IPR050171|IPR022855		A6T7D8
A6T7L0	272620	KPN_01148	Oxidoreductase	GO:0016491:IEA|GO:0008270:IEA	PF08240|PF00107	ADH_N|ADH_zinc_N	IPR013149|IPR013154|IPR002328|IPR011032|IPR036291		A6T7L0
A6T7R4	272620	pncA	Nicotinamidase	GO:0046872:IEA|GO:0008936:IEA|GO:0019363:IEA	PF00857	Isochorismatase	IPR000868|IPR036380|IPR052347	3.5.1.19	A6T7R4
A6T889	272620	KPN_01378	DUF4060 family protein		PF13269	DUF4060	IPR025135		A6T889
A6T8A6	272620	KPN_01395	DNA (cytosine-5-)-methyltransferase	GO:0003886:IEA|GO:0003677:IEA|GO:0009307:IEA|GO:0032259:IEA|GO:0044027:IEA	PF00145	DNA_methylase	IPR050390|IPR001525|IPR029063	2.1.1.37	A6T8A6
A6T8I2	272620	paaC	Phenylacetic acid degradation protein	GO:0005829:IEA|GO:0010124:IEA	PF05138	PaaA_PaaC	IPR052703|IPR012347|IPR009078|IPR007814|IPR011882		A6T8I2
A6T8K7	272620	astE	Succinylglutamate desuccinylase	GO:0016788:IEA|GO:0009017:IEA|GO:0008270:IEA|GO:0019544:IEA|GO:0019545:IEA	PF24827|PF04952	AstE_AspA_cat|AstE_AspA_hybrid	IPR050178|IPR055438|IPR007036|IPR016681	3.5.1.96	A6T8K7
A6T916	272620	KPN_01656	DUF2132 domain-containing protein	GO:0003677:IEA	PF09905	VF530	IPR018668|IPR036361		A6T916
A6T948	272620	KPN_01688	Sugar diacid utilization regulator		PF05651|PF17853|PF13556	Diacid_rec|GGDEF_2|HTH_30	IPR051448|IPR041522|IPR008599|IPR025736|IPR042070		A6T948
A6T984	272620	pgtP	Phosphoglycerate transport: transporter	GO:0012505:IEA|GO:0005886:IEA|GO:0061513:IEA|GO:0035435:IEA	PF07690	MFS_1	IPR011701|IPR020846|IPR036259|IPR051337|IPR021159|IPR000849		A6T984
A6T9A0	272620	KPN_01740	Amino acid exporter (Homoserine, HSL)	GO:0005886:IEA|GO:0015171:IEA	PF01810	LysE	IPR001123		A6T9A0
A6T9B5	272620	KPN_01755	Transporter	GO:0005886:IEA|GO:0046943:IEA	PF07690	MFS_1	IPR011701|IPR020846|IPR036259|IPR005829		A6T9B5
A6T9J7	272620	KPN_01837	Oxidoreductase	GO:0016020:IEA|GO:0016491:IEA	PF00106	adh_short	IPR057326|IPR036291|IPR020904|IPR002347		A6T9J7
A6T9S9	272620	KPN_01919	NAD-dependent aldehyde dehydrogenases	GO:0016620:IEA|GO:0009447:IEA	PF00171	Aldedh	IPR016161|IPR016163|IPR029510|IPR016162|IPR015590		A6T9S9
A6T9V1	272620	tehA	K+-tellurite ethidium and proflavin transport protein (TDT family)	GO:0005886:IEA|GO:0042802:IEA|GO:0046583:IEA|GO:0046677:IEA|GO:0046690:IEA	PF03595	SLAC1	IPR004695|IPR039264|IPR011552|IPR052951|IPR038665		A6T9V1
A6T9Y4	272620	pdxY	Pyridoxal kinase PdxY	GO:0005829:IEA|GO:0005524:IEA|GO:0000287:IEA|GO:0008478:IEA|GO:0009443:IEA	PF08543	Phos_pyr_kin	IPR013749|IPR004625|IPR023685|IPR029056	2.7.1.35	A6T9Y4
A6TA01	272620	rnt	Ribonuclease T	GO:0005829:IEA|GO:0008408:IEA|GO:0000287:IEA|GO:0003676:IEA|GO:0016896:IEA|GO:0045004:IEA|GO:0008033:IEA	PF00929	RNase_T	IPR013520|IPR005987|IPR012337|IPR036397	3.1.13.-	A6TA01
A6TA73	272620	KPN_02066	Response regulator consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain	GO:0005829:IEA|GO:0032993:IEA|GO:0000156:IEA|GO:0000976:IEA|GO:0006355:IEA	PF00072|PF00486	Response_reg|Trans_reg_C	IPR011006|IPR001867|IPR016032|IPR001789|IPR039420|IPR036388		A6TA73
A6TAA0	272620	KPN_02093	Glyoxalase I, nickel isomerase	GO:0016853:IEA	PF00903	Glyoxalase	IPR029068|IPR004360|IPR037523		A6TAA0
A6TAA4	272620	KPN_02097	ABC transporter	GO:0005886:IEA|GO:0015424:IEA|GO:0005524:IEA|GO:0016887:IEA	PF00005	ABC_tran	IPR003593|IPR030679|IPR003439|IPR017871|IPR050086|IPR027417		A6TAA4
A6TAB0	272620	KPN_02103	Ferric enterobactin (Enterochelin) transport	GO:0005886:IEA|GO:0022857:IEA|GO:0033214:IEA	PF01032	FecCD	IPR037294|IPR000522		A6TAB0
A6TAY1	272620	yoaB	RutC family protein YoaB		PF01042	Ribonuc_L-PSP	IPR035959|IPR006175|IPR035709		A6TAY1
A6TB52	272620	yecI	Ferritin-like protein	GO:0008199:IEA	PF00210	Ferritin	IPR012347|IPR009040|IPR009078|IPR008331|IPR041719		A6TB52
A6TBE4	272620	rmlB	dTDP-glucose 4,6-dehydratase	GO:0008460:IEA|GO:0009225:IEA	PF16363	GDP_Man_Dehyd	IPR005888|IPR016040|IPR036291	4.2.1.46	A6TBE4
A6TBE5	272620	yfbL	Uncharacterized protein						A6TBE5
A6TBL7	272620	KPN_02570	Hypothetical acetyltransferase	GO:0016747:IEA	PF13420	Acetyltransf_4	IPR016181|IPR000182		A6TBL7
A6TBX2	272620	nuoC	NADH-quinone oxidoreductase subunit C/D	GO:0030964:IEA|GO:0005886:IEA|GO:0051287:IEA|GO:0050136:IEA|GO:0008137:IEA|GO:0048038:IEA|GO:0022904:IEA	PF00329|PF00346	Complex1_30kDa|Complex1_49kDa	IPR010218|IPR023062|IPR001135|IPR037232|IPR001268|IPR014029|IPR020396|IPR022885|IPR029014	7.1.1.-	A6TBX2
A6TC04	272620	truA	tRNA pseudouridine synthase A	GO:0003723:IEA|GO:0160147:IEA|GO:0031119:IEA	PF01416	PseudoU_synth_1	IPR020103|IPR001406|IPR020097|IPR020095|IPR020094	5.4.99.12	A6TC04
A6TC43	272620	gltX	Glutamate--tRNA ligase	GO:0005829:IEA|GO:0005524:IEA|GO:0004818:IEA|GO:0000049:IEA|GO:0008270:IEA|GO:0006424:IEA	PF19269|PF00749	Anticodon_2|tRNA-synt_1c	IPR045462|IPR020751|IPR001412|IPR008925|IPR004527|IPR000924|IPR020058|IPR049940|IPR033910|IPR014729	6.1.1.17	A6TC43
A6TC55	272620	pdxK	pyridoxal kinase	GO:0005829:IEA|GO:0005524:IEA|GO:0008902:IEA|GO:0008478:IEA|GO:0009443:IEA	PF08543	Phos_pyr_kin	IPR013749|IPR004625|IPR029056	2.7.1.35	A6TC55
