accession	taxon_id	gene_name	description	go_ids	pfam_ids	pfam_names	interpro_ids	ec_numbers	alphafold_id
B2UNS4	349741		S-adenosylmethionine-dependent methyltransferase domain-containing protein	GO:0008168:IEA|GO:0032259:IEA	PF10672	Methyltrans_SAM	IPR019614|IPR029063		B2UNS4
B2UNS9	349741		Methylmalonyl-CoA mutase	GO:0005737:IEA|GO:0031419:IEA|GO:0046872:IEA|GO:0004494:IEA|GO:0019678:IEA	PF01642	MM_CoA_mutase	IPR016176|IPR036724|IPR006099	5.4.99.2	B2UNS9
B2UNU2	349741		3-deoxy-D-manno-octulosonic acid transferase	GO:0005886:IEA|GO:0043842:IEA|GO:0009245:IEA|GO:0009244:IEA	PF04413	Glycos_transf_N	IPR007507|IPR038107|IPR039901	2.4.99.12	B2UNU2
B2UNV4	349741		Ferric uptake regulator, Fur family	GO:0003700:IEA|GO:0000976:IEA|GO:0008270:IEA|GO:0045892:IEA|GO:1900376:IEA	PF01475	FUR	IPR002481|IPR036388|IPR036390		B2UNV4
B2UNV8	349741		YfhO family protein		PF09586	YfhO	IPR018580		B2UNV8
B2UNW9	349741		TDP-4-keto-6-deoxy-D-glucose transaminase	GO:0019180:IEA|GO:0030170:IEA|GO:0000271:IEA	PF01041	DegT_DnrJ_EryC1	IPR000653|IPR015424|IPR015421|IPR015422|IPR012749		B2UNW9
B2UNZ2	349741		Lipoprotein				IPR047750		B2UNZ2
B2UP11	349741		Tetratricopeptide repeat protein						B2UP11
B2UP31	349741		DNA-3-methyladenine glycosylase I	GO:0008725:IEA|GO:0046872:IEA|GO:0006284:IEA	PF03352	Adenine_glyco	IPR005019|IPR052891|IPR011257|IPR004597	3.2.2.20	B2UP31
B2UP50	349741		Alanine racemase	GO:0005829:IEA|GO:0008784:IEA|GO:0030170:IEA|GO:0030632:IEA	PF00842|PF01168	Ala_racemase_C|Ala_racemase_N	IPR000821|IPR009006|IPR011079|IPR001608|IPR029066	5.1.1.1	B2UP50
B2UP58	349741		beta-N-acetylhexosaminidase	GO:0016020:IEA|GO:0004563:IEA|GO:0005975:IEA|GO:0030203:IEA	PF00728|PF02838	Glyco_hydro_20|Glyco_hydro_20b	IPR025705|IPR017853|IPR015883|IPR029018|IPR015882	3.2.1.52	B2UP58
B2UP77	349741		PUR-alpha/beta/gamma DNA/RNA-binding	GO:0032422:IEA|GO:0000977:IEA	PF04845	PurA	IPR006628		B2UP77
B2UP91	349741		Lipid-A-disaccharide synthase	GO:0016020:IEA|GO:0008915:IEA|GO:0005543:IEA|GO:0009245:IEA	PF02684	LpxB	IPR003835	2.4.1.182	B2UP91
B2UPA1	349741		Uncharacterized protein						B2UPA1
B2UPA2	349741		MarR family transcriptional regulator	GO:0003677:IEA|GO:0006351:IEA|GO:0045892:IEA	PF03965	Penicillinase_R	IPR005650|IPR036388|IPR036390		B2UPA2
B2UPC1	349741		Glycosyl transferase group 1	GO:0016757:IEA	PF13439|PF00534	Glyco_transf_4|Glycos_transf_1	IPR001296|IPR028098		B2UPC1
B2UPC2	349741		Glycosyl transferase group 1	GO:0016757:IEA	PF13439|PF00534	Glyco_transf_4|Glycos_transf_1	IPR001296|IPR028098		B2UPC2
B2UPD2	349741		XRE family transcriptional regulator						B2UPD2
B2UPE3	349741		DUF8412 domain-containing protein		PF28474|PF13376	DUF8412|OmdA	IPR059456		B2UPE3
B2UPG3	349741		Uncharacterized protein						B2UPG3
B2UPG6	349741		Uncharacterized protein						B2UPG6
B2UPH0	349741		Tetratricopeptide TPR_2 repeat protein		PF13432|PF13174	TPR_16|TPR_6	IPR011990|IPR019734		B2UPH0
B2UPI0	349741	nadE	Glutamine-dependent NAD(+) synthetase	GO:0005737:IEA|GO:0005524:IEA|GO:0004359:IEA|GO:0003952:IEA|GO:0008795:IEA|GO:0009435:IEA	PF00795|PF02540	CN_hydrolase|NAD_synthase	IPR003010|IPR036526|IPR014445|IPR041856|IPR022310|IPR003694|IPR014729	6.3.5.1	B2UPI0
B2UPJ8	349741		Glycosyl transferase group 1	GO:0016757:IEA	PF13692|PF13477	Glyco_trans_1_4|Glyco_trans_4_2	IPR028098|IPR050194		B2UPJ8
B2UPK5	349741	mnmE	tRNA modification GTPase MnmE	GO:0005737:IEA|GO:0005525:IEA|GO:0003924:IEA|GO:0046872:IEA|GO:0030488:IEA|GO:0002098:IEA	PF01926|PF12631|PF10396	MMR_HSR1|MnmE_helical|TrmE_N	IPR031168|IPR006073|IPR018948|IPR004520|IPR027368|IPR025867|IPR027417|IPR005225|IPR027266	3.6.-	B2UPK5
B2UPN5	349741	menD	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase	GO:0070204:IEA|GO:0000287:IEA|GO:0030145:IEA|GO:0030976:IEA|GO:0009234:IEA	PF02776	TPP_enzyme_N	IPR004433|IPR029061|IPR012001	2.2.1.9	B2UPN5
B2UPR2	349741		Hydrogenase maturation protease	GO:0004190:IEA|GO:0008047:IEA|GO:0016485:IEA	PF01750	HycI	IPR023430|IPR000671		B2UPR2
B2UPX3	349741		3-dehydroquinate synthase	GO:0003856:IEA|GO:0008652:IEA|GO:0009073:IEA	PF01761|PF24621	DHQ_synthase|DHQS_C	IPR050071|IPR030960|IPR056179	4.2.3.4	B2UPX3
B2UPY6	349741		Transcriptional regulator, HxlR family	GO:0003677:IEA|GO:0006351:IEA	PF01638	HxlR	IPR002577|IPR036388|IPR036390		B2UPY6
B2UPY9	349741		Outer membrane autotransporter barrel domain protein		PF03797	Autotransporter	IPR005546|IPR036709		B2UPY9
B2UPZ4	349741		Uncharacterized protein						B2UPZ4
B2UQ39	349741		GMP synthase (glutamine-hydrolyzing)	GO:0005829:IEA|GO:0005524:IEA|GO:0003921:IEA	PF00117|PF00958|PF03054	GATase|GMP_synt_C|tRNA_Me_trans	IPR029062|IPR017926|IPR001674|IPR004739|IPR025777|IPR014729	6.3.5.2	B2UQ39
B2UQ60	349741		Glycosyl transferase group 1	GO:0016757:IEA|GO:0009103:IEA	PF13692|PF13439	Glyco_trans_1_4|Glyco_transf_4	IPR028098		B2UQ60
B2UQ86	349741		Rhomboid family protein	GO:0016020:IEA|GO:0004252:IEA	PF20216|PF01694	DUF6576|Rhomboid	IPR046483|IPR022764|IPR035952|IPR050925		B2UQ86
B2UQ88	349741		PEP-CTERM protein-sorting domain-containing protein		PF07589	PEP-CTERM	IPR013424		B2UQ88
B2UQA6	349741		RNA helicase	GO:0005524:IEA|GO:0016787:IEA|GO:0003723:IEA|GO:0003724:IEA	PF00270|PF11898|PF21010|PF00271|PF07717|PF04408	DEAD|DUF3418|HA2_C|Helicase_C|OB_NTP_bind|WHD_HA2	IPR011709|IPR011545|IPR002464|IPR048333|IPR007502|IPR014001|IPR001650|IPR024590|IPR027417|IPR010222	3.6.4.13	B2UQA6
B2UQH1	349741		Amino acid-binding ACT		PF19571	ACT_8	IPR045865|IPR045739		B2UQH1
B2UQI5	349741		2-oxoisovalerate dehydrogenase subunit alpha	GO:0003863:IEA|GO:0009083:IEA	PF00676	E1_dh	IPR050771|IPR001017|IPR029061	1.2.4.4	B2UQI5
B2UQI6	349741		Transcriptional regulator, MerR family	GO:0003677:IEA|GO:0003700:IEA|GO:0006351:IEA	PF00376	MerR	IPR009061|IPR000551|IPR047057		B2UQI6
B2UQJ8	349741		Uncharacterized protein						B2UQJ8
B2UQK9	349741		Uncharacterized protein						B2UQK9
B2UQM1	349741	nadK	NAD kinase	GO:0005737:IEA|GO:0005524:IEA|GO:0046872:IEA|GO:0051287:IEA|GO:0003951:IEA|GO:0019674:IEA|GO:0006741:IEA	PF01513|PF20143	NAD_kinase|NAD_kinase_C	IPR017438|IPR017437|IPR016064|IPR002504	2.7.1.23	B2UQM1
B2UQM4	349741	rpsH	Small ribosomal subunit protein uS8	GO:0005737:IEA|GO:1990904:IEA|GO:0005840:IEA|GO:0019843:IEA|GO:0003735:IEA|GO:0006412:IEA	PF00410	Ribosomal_S8	IPR000630|IPR047863|IPR035987		B2UQM4
B2UQQ9	349741		4Fe-4S ferredoxin iron-sulfur binding domain protein	GO:0005886:IEA|GO:0051539:IEA|GO:0046872:IEA	PF12801|PF12838	Fer4_5|Fer4_7	IPR017896|IPR017900|IPR051684		B2UQQ9
B2UQR8	349741		DNA 3'-5' helicase	GO:0005829:IEA|GO:0043138:IEA|GO:0005524:IEA|GO:0016887:IEA|GO:0003677:IEA|GO:0000725:IEA	PF00580|PF13361	UvrD-helicase|UvrD_C	IPR013986|IPR014017|IPR000212|IPR027417|IPR014016	5.6.2.4	B2UQR8
B2UQT2	349741		TatD-related deoxyribonuclease	GO:0016788:IEA|GO:0046872:IEA	PF01026	TatD_DNase	IPR032466|IPR001130|IPR012022		B2UQT2
B2UQT5	349741		PEP-CTERM protein-sorting domain-containing protein				IPR013424		B2UQT5
B2UQU9	349741		Glycoside hydrolase family 31	GO:0030246:IEA|GO:0004553:IEA|GO:0000272:IEA	PF00404|PF17137|PF00754|PF13802|PF01055|PF21365	Dockerin_1|DUF5110|F5_F8_type_C|Gal_mutarotas_2|Glyco_hydro_31_2nd|Glyco_hydro_31_3rd	IPR008965|IPR002105|IPR016134|IPR036439|IPR033403|IPR018247|IPR000421|IPR003961|IPR036116|IPR011013|IPR008979|IPR017853|IPR048395|IPR025887|IPR000322|IPR013780|IPR013783		
B2UQV8	349741		AB hydrolase-1 domain-containing protein	GO:0016829:IEA	PF12697	Abhydrolase_6	IPR000073|IPR029058		B2UQV8
B2UQW8	349741		ABC transporter related	GO:0005524:IEA|GO:0016887:IEA|GO:0003677:IEA	PF00005|PF16326|PF12848	ABC_tran|ABC_tran_CTD|ABC_tran_Xtn	IPR003593|IPR032524|IPR032781|IPR003439|IPR017871|IPR051309|IPR027417|IPR037118		B2UQW8
B2UR16	349741		DNA 3'-5' helicase	GO:0005694:IEA|GO:0005737:IEA|GO:0043138:IEA|GO:0005524:IEA|GO:0003677:IEA|GO:0009378:IEA|GO:0016787:IEA|GO:0006310:IEA|GO:0006281:IEA	PF00270|PF00271	DEAD|Helicase_C	IPR011545|IPR002464|IPR004589|IPR014001|IPR001650|IPR027417|IPR036388	5.6.2.4	B2UR16
B2UR56	349741		Integrase family protein	GO:0003677:IEA|GO:0015074:IEA|GO:0006310:IEA			IPR011010|IPR013762|IPR002104|IPR010998		B2UR56
B2URB2	349741		Uncharacterized protein						B2URB2
B2URC8	349741		Uncharacterized protein						B2URC8
B2URD2	349741		mannose-1-phosphate guanylyltransferase	GO:0005525:IEA|GO:0004475:IEA|GO:0009298:IEA	PF22640|PF00483	ManC_GMP_beta-helix|NTP_transferase	IPR049577|IPR054566|IPR051161|IPR005835|IPR029044	2.7.7.13	B2URD2
B2URE4	349741		Magnesium transport protein CorA	GO:0005886:IEA|GO:0015087:IEA|GO:0015095:IEA|GO:0015099:IEA	PF01544	CorA	IPR045861|IPR050829|IPR045863|IPR002523		B2URE4
B2URF4	349741		Molybdopterin oxidoreductase, iron-sulfur binding subunit		PF12838	Fer4_7	IPR017896		B2URF4
B2URF5	349741		Putative cytochrome c	GO:0009055:IEA|GO:0020037:IEA|GO:0046872:IEA	PF14522	Cytochrome_C7	IPR029467|IPR002322|IPR036280		B2URF5
B2URH4	349741	rplM	Large ribosomal subunit protein uL13	GO:0022625:IEA|GO:0003729:IEA|GO:0003735:IEA|GO:0017148:IEA|GO:0006412:IEA	PF00572	Ribosomal_L13	IPR005822|IPR005823|IPR023563|IPR036899		B2URH4
B2UKP6	349741		Uncharacterized protein						B2UKP6
B2UKS8	349741		DNA 5'-3' helicase	GO:0005829:IEA|GO:1990077:IEA|GO:0043139:IEA|GO:0005524:IEA|GO:0003677:IEA|GO:0016787:IEA|GO:0006269:IEA	PF00772|PF03796	DnaB|DnaB_C	IPR036185|IPR007694|IPR007693|IPR016136|IPR027417	5.6.2.3	B2UKS8
B2UKT5	349741		CDP-diacylglycerol--serine O-phosphatidyltransferase	GO:0012505:IEA|GO:0016020:IEA|GO:0003882:IEA|GO:0008654:IEA	PF01066	CDP-OH_P_transf	IPR050324|IPR004533|IPR000462|IPR043130|IPR048254	2.7.8.8	B2UKT5
B2UKX7	349741		Phosphate acetyltransferase	GO:0008959:IEA	PF01515	PTA_PTB	IPR012147|IPR042113|IPR042112|IPR050500|IPR002505	2.3.1.8	B2UKX7
B2UKY0	349741		Prenyltransferase						B2UKY0
B2UL20	349741	prs	Ribose-phosphate pyrophosphokinase	GO:0005737:IEA|GO:0002189:IEA|GO:0005524:IEA|GO:0016301:IEA|GO:0000287:IEA|GO:0004749:IEA|GO:0006015:IEA|GO:0006164:IEA|GO:0009156:IEA	PF14572|PF13793	Pribosyl_synth|Pribosyltran_N	IPR000842|IPR029099|IPR029057|IPR000836|IPR005946|IPR037515	2.7.6.1	B2UL20
B2UL21	349741	rplY	Large ribosomal subunit protein bL25	GO:0022625:IEA|GO:0008097:IEA|GO:0003735:IEA|GO:0006412:IEA	PF01386|PF14693	Ribosomal_L25p|Ribosomal_TL5_C	IPR020056|IPR011035|IPR020057|IPR037121|IPR001021|IPR029751|IPR020930		B2UL21
B2UL23	349741	hisB	Imidazoleglycerol-phosphate dehydratase	GO:0005737:IEA|GO:0004424:IEA|GO:0000105:IEA	PF00475	IGPD	IPR038494|IPR000807|IPR020565|IPR020568	4.2.1.19	B2UL23
B2UL61	349741		ABC transporter related	GO:0005524:IEA|GO:0016887:IEA	PF00005	ABC_tran	IPR003593|IPR003439|IPR027417		B2UL61
B2UL66	349741		Pseudouridine synthase	GO:0016798:IEA|GO:0003723:IEA|GO:0120159:IEA|GO:0000455:IEA	PF00849|PF01479	PseudoU_synth_2|S4	IPR020103|IPR006224|IPR006225|IPR006145|IPR050188|IPR002942|IPR036986	5.4.99.-	B2UL66
B2UL73	349741		DEAD-box ATP-dependent RNA helicase RhpA	GO:0005829:IEA|GO:0005524:IEA|GO:0016787:IEA|GO:0003676:IEA|GO:0003724:IEA|GO:0009266:IEA|GO:0042255:IEA	PF00270|PF00271	DEAD|Helicase_C	IPR011545|IPR044742|IPR050079|IPR014001|IPR001650|IPR027417|IPR014014	3.6.4.13	B2UL73
B2ULB2	349741		ABC transporter related	GO:0005524:IEA|GO:0016887:IEA	PF00005	ABC_tran	IPR003593|IPR003439|IPR017871|IPR050153|IPR027417		B2ULB2
B2ULF7	349741		Prepilin-type N-terminal cleavage/methylation domain-containing protein		PF07963	N_methyl	IPR012902|IPR045584		B2ULF7
B2ULM1	349741		YlbF family regulator		PF06133	Com_YlbF	IPR010368|IPR023378		B2ULM1
B2ULN1	349741		Amino acid/peptide transporter	GO:0016020:IEA|GO:0022857:IEA|GO:0006857:IEA	PF00854	PTR2	IPR036259|IPR000109|IPR018456		B2ULN1
B2ULQ6	349741		RND efflux system, outer membrane lipoprotein, NodT family	GO:0005886:IEA|GO:0015562:IEA	PF02321	OEP	IPR010131|IPR003423		B2ULQ6
B2ULR0	349741		Transcriptional regulator, MarR family	GO:0003677:IEA|GO:0003700:IEA|GO:0006351:IEA	PF12802	MarR_2	IPR000835|IPR023187|IPR036388|IPR036390		B2ULR0
B2ULU4	349741		Binding-protein-dependent transport systems inner membrane component	GO:0005886:IEA|GO:0055085:IEA	PF00528|PF19300	BPD_transp_1|BPD_transp_1_N	IPR045621|IPR000515|IPR035906		B2ULU4
B2ULW1	349741		Mammalian cell entry related domain protein		PF02470	MlaD	IPR003399|IPR052336		B2ULW1
B2ULY0	349741	lpxA	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase	GO:0005737:IEA|GO:0016020:IEA|GO:0008780:IEA|GO:0009245:IEA	PF13720|PF00132	Acetyltransf_11|Hexapep	IPR029098|IPR037157|IPR001451|IPR010137|IPR011004	2.3.1.129	B2ULY0
B2ULY5	349741	nuoI	NADH-quinone oxidoreductase subunit I	GO:0005886:IEA|GO:0051539:IEA|GO:0005506:IEA|GO:0050136:IEA|GO:0048038:IEA|GO:0009060:IEA	PF12838	Fer4_7	IPR017896|IPR017900|IPR010226	7.1.1.-	B2ULY5
B2UM04	349741		Uncharacterized protein						B2UM04
B2UM64	349741		Nucleotidyltransferase substrate binding protein, HI0074 family	GO:0016740:IEA	PF08780	NTase_sub_bind	IPR010235		B2UM64
B2UM68	349741		Cytochrome d ubiquinol oxidase, subunit II	GO:0070069:IEA|GO:0005886:IEA|GO:0004035:IEA|GO:0009055:IEA|GO:0046872:IEA|GO:0016682:IEA|GO:0019646:IEA	PF02322	Cyt_bd_oxida_II	IPR003317	3.1.3.1	B2UM68
B2UMC8	349741		Uncharacterized protein						B2UMC8
B2UME2	349741		Nitroreductase	GO:0016491:IEA	PF00881	Nitroreductase	IPR052544|IPR029479|IPR000415		B2UME2
B2UMI0	349741		Uncharacterized protein						B2UMI0
B2UMI1	349741	xseA	Exodeoxyribonuclease 7 large subunit	GO:0005737:IEA|GO:0009318:IEA|GO:0008855:IEA|GO:0003676:IEA|GO:0006308:IEA	PF02601|PF13742	Exonuc_VII_L|tRNA_anti_2	IPR003753|IPR020579|IPR025824	3.1.11.6	B2UMI1
B2UMK6	349741		Tetratricopeptide repeat protein		PF13174	TPR_6	IPR011990|IPR019734		B2UMK6
B2UML3	349741		1,4-alpha-glucan branching enzyme	GO:0005737:IEA|GO:0003844:IEA|GO:0043169:IEA|GO:0004553:IEA|GO:0005978:IEA	PF00128|PF02806|PF02922	Alpha-amylase|Alpha-amylase_C|CBM_48	IPR006048|IPR037439|IPR017853|IPR006047|IPR004193|IPR013780|IPR013783|IPR014756	2.4.1.18	B2UML3
B2UMP4	349741	gatA	Glutamyl-tRNA(Gln) amidotransferase subunit A	GO:0030956:IEA|GO:0005524:IEA|GO:0050567:IEA|GO:0006412:IEA	PF01425	Amidase	IPR000120|IPR020556|IPR023631|IPR036928|IPR004412	6.3.5.7	B2UMP4
B2UMT8	349741	rplW	Large ribosomal subunit protein uL23	GO:1990904:IEA|GO:0005840:IEA|GO:0019843:IEA|GO:0003735:IEA|GO:0006412:IEA	PF00276	Ribosomal_L23	IPR012677|IPR013025|IPR012678|IPR001014		B2UMT8
B2UMW5	349741		Uncharacterized protein						B2UMW5
B2UMY9	349741		Lipoprotein						B2UMY9
B2UN00	349741		Chloride channel core	GO:0034707:IEA|GO:0005254:IEA	PF00571|PF00654	CBS|Voltage_CLC	IPR000644|IPR046342|IPR014743|IPR001807|IPR050368		B2UN00
B2UN13	349741		Carboxymuconolactone decarboxylase	GO:0051920:IEA	PF02627	CMD	IPR029032|IPR003779|IPR047263|IPR014710|IPR011051		B2UN13
B2UN15	349741		Amidohydrolase 2	GO:0005737:IEA|GO:0016831:IEA|GO:0016787:IEA|GO:0019748:IEA	PF04909	Amidohydro_2	IPR032465|IPR006680|IPR032466		B2UN15
B2UN94	349741		Uncharacterized protein						B2UN94
B2UNB6	349741	truA	tRNA pseudouridine synthase A	GO:0003723:IEA|GO:0160147:IEA|GO:0031119:IEA	PF01416	PseudoU_synth_1	IPR020103|IPR001406|IPR020097|IPR020095|IPR020094	5.4.99.12	B2UNB6
B2UND6	349741		Uncharacterized protein						B2UND6
B2UNE4	349741		Ankyrin		PF00023	Ank	IPR002110|IPR036770|IPR050745		B2UNE4
B2UNF9	349741		Uncharacterized protein						B2UNF9
B2UNG6	349741		4Fe-4S ferredoxin-type domain-containing protein	GO:0051539:IEA|GO:0052693:IEA|GO:0046872:IEA|GO:0008616:IEA	PF13484|PF08331	Fer4_16|QueG_DUF1730	IPR017896|IPR017900|IPR004453|IPR013542		B2UNG6
B2UNI9	349741		Phosphopantothenoylcysteine decarboxylase	GO:0071513:IEA|GO:0010181:IEA|GO:0004633:IEA|GO:0015937:IEA	PF02441	Flavoprotein	IPR036551|IPR003382	4.1.1.36	B2UNI9
B2UNJ2	349741		TPR repeat-containing protein		PF13174	TPR_6	IPR011990|IPR019734		B2UNJ2
B2UNK6	349741		Uncharacterized protein						B2UNK6
B2UNK8	349741		Uncharacterized protein						B2UNK8
B2UNR4	349741		Thioredoxin domain	GO:0005737:IEA|GO:0015035:IEA	PF00085	Thioredoxin	IPR036249|IPR013766		B2UNR4
B2UNR8	349741	aroE	Shikimate dehydrogenase (NADP(+))	GO:0005829:IEA|GO:0050661:IEA|GO:0004764:IEA|GO:0008652:IEA|GO:0009073:IEA|GO:0009423:IEA|GO:0019632:IEA	PF18317|PF08501	SDH_C|Shikimate_dh_N	IPR046346|IPR036291|IPR041121|IPR013708|IPR022893	1.1.1.25	B2UNR8
B2UNT2	349741		Squalene-hopene cyclase-like protein				IPR008930		B2UNT2
B2UNT6	349741		Transcriptional regulator, DeoR family	GO:0003677:IEA|GO:0003700:IEA|GO:0006351:IEA	PF00455|PF08220	DeoRC|HTH_DeoR	IPR050313|IPR014036|IPR001034|IPR037171|IPR018356|IPR036388|IPR036390		B2UNT6
B2UNV1	349741		tRNA threonylcarbamoyladenosine biosynthesis protein TsaE	GO:0005737:IEA|GO:0005524:IEA|GO:0046872:IEA|GO:0002949:IEA	PF02367	TsaE	IPR027417|IPR003442		B2UNV1
B2UNY1	349741		Uncharacterized protein						B2UNY1
B2UNY4	349741		DUF5009 domain-containing protein						B2UNY4
B2UP03	349741		Phosphoribosylformylglycinamidine synthase	GO:0005524:IEA|GO:0016787:IEA|GO:0004642:IEA|GO:0006189:IEA	PF13507	GATase_5	IPR029062|IPR010075	6.3.5.3	B2UP03
B2UP13	349741		Uncharacterized protein						B2UP13
B2UP22	349741	rnhB	Ribonuclease HII	GO:0005737:IEA|GO:0032299:IEA|GO:0030145:IEA|GO:0003723:IEA|GO:0004523:IEA|GO:0043137:IEA|GO:0006298:IEA	PF01351	RNase_HII	IPR022898|IPR001352|IPR024567|IPR012337|IPR036397	3.1.26.4	B2UP22
B2UP53	349741		Cysteine synthase	GO:0005737:IEA|GO:0004124:IEA|GO:0006535:IEA	PF00291	PALP	IPR005856|IPR050214|IPR005859|IPR001216|IPR001926|IPR036052	2.5.1.47	B2UP53
B2UP75	349741		Multidrug-efflux transporter	GO:0005886:IEA|GO:0015297:IEA|GO:0042910:IEA|GO:0006811:IEA	PF01554	MatE	IPR002528|IPR050222|IPR048279		B2UP75
B2UP83	349741		PEP-CTERM protein-sorting domain-containing protein		PF07589	PEP-CTERM	IPR013424		B2UP83
B2UP84	349741		SGNH hydrolase-type esterase domain-containing protein	GO:0004622:IEA	PF13472	Lipase_GDSL_2	IPR051532|IPR013830|IPR036514		B2UP84
B2UP98	349741		Bbp19-like phage domain-containing protein		PF25181	Phage_Bbp19	IPR057447		B2UP98
B2UPJ2	349741		Glycosyl transferase family 2	GO:0016758:IEA	PF00535	Glycos_transf_2	IPR001173|IPR029044		B2UPJ2
B2UPJ4	349741		Glycosyl transferase family 8	GO:0016757:IEA|GO:0046872:IEA	PF01501	Glyco_transf_8	IPR002495|IPR050748|IPR029044		B2UPJ4
B2UPK7	349741		Glycine transporter domain-containing protein	GO:0005886:IEA	PF03458	Gly_transporter	IPR005115		B2UPK7
B2UPP3	349741		Uncharacterized protein						B2UPP3
B2UPP7	349741		Alcohol dehydrogenase zinc-binding domain protein	GO:0016491:IEA|GO:0008270:IEA	PF08240|PF00107	ADH_N|ADH_zinc_N	IPR013149|IPR013154|IPR002328|IPR011032|IPR036291|IPR050129		B2UPP7
B2UPT2	349741		YD repeat protein				IPR022385|IPR050708|IPR006530		
B2UPW3	349741	ddl	D-alanine--D-alanine ligase	GO:0005737:IEA|GO:0005524:IEA|GO:0008716:IEA|GO:0046872:IEA|GO:0071555:IEA|GO:0009252:IEA|GO:0008360:IEA	PF07478	Dala_Dala_lig_C	IPR011761|IPR013815|IPR000291|IPR005905|IPR011095|IPR016185	6.3.2.4	B2UPW3
B2UQ00	349741		Beta-glucanase	GO:0004553:IEA|GO:0005975:IEA	PF04616	Glyco_hydro_43	IPR006710|IPR023296		B2UQ00
B2UQ61	349741		Fucosyltransferase C-terminal domain-containing protein	GO:0016020:IEA|GO:0046920:IEA|GO:0009101:IEA	PF00852	Glyco_transf_10	IPR055270|IPR001503|IPR038577		B2UQ61
B2UQ83	349741		Uncharacterized protein						B2UQ83
B2UQ85	349741		FAD dependent oxidoreductase	GO:0005737:IEA|GO:0016491:IEA	PF01266	DAO	IPR006076|IPR036188		B2UQ85
B2UQA5	349741		TrkA-N domain protein	GO:0008324:IEA|GO:0006813:IEA	PF02254	TrkA_N	IPR036291|IPR006037|IPR036721|IPR003148|IPR050721		B2UQA5
B2UQE7	349741	miaB	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase	GO:0005829:IEA|GO:0051539:IEA|GO:0046872:IEA|GO:0035597:IEA	PF04055|PF01938|PF00919	Radical_SAM|TRAM|UPF0004	IPR006638|IPR005839|IPR020612|IPR013848|IPR038135|IPR006463|IPR007197|IPR023404|IPR058240|IPR002792	2.8.4.3	B2UQE7
B2UQH0	349741		Acetylornithine and succinylornithine aminotransferase	GO:0042802:IEA|GO:0030170:IEA|GO:0008483:IEA	PF00202	Aminotran_3	IPR005814|IPR049704|IPR050103|IPR015424|IPR015421|IPR015422		B2UQH0
B2UQI1	349741		Uncharacterized protein						B2UQI1
B2UQI3	349741		Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex	GO:0005737:IEA|GO:0016407:IEA|GO:0031405:IEA	PF00198|PF00364	2-oxoacid_dh|Biotin_lipoyl	IPR003016|IPR001078|IPR050743|IPR000089|IPR023213|IPR036625|IPR004167|IPR011053	2.3.1.-	B2UQI3
B2UQS2	349741	acpP	Acyl carrier protein	GO:0005829:IEA|GO:0016020:IEA|GO:0000035:IEA|GO:0000036:IEA|GO:0009245:IEA	PF00550	PP-binding	IPR003231|IPR036736|IPR009081|IPR006162		B2UQS2
B2UQT1	349741		Uncharacterized protein						B2UQT1
B2UQV9	349741		UPF0056 inner membrane protein	GO:0005886:IEA	PF01914	MarC	IPR002771		B2UQV9
B2UQX4	349741		Sulfatase	GO:0016787:IEA	PF00884	Sulfatase	IPR017850|IPR024607|IPR000917		B2UQX4
B2UQZ0	349741	tsaD	tRNA N6-adenosine threonylcarbamoyltransferase	GO:0005737:IEA|GO:0005506:IEA|GO:0008233:IEA|GO:0061711:IEA|GO:0006508:IEA|GO:0002949:IEA	PF00814	TsaD	IPR043129|IPR000905|IPR017861|IPR022450	2.3.1.234	B2UQZ0
B2UR11	349741		Glycosyl transferase family 2	GO:0016758:IEA	PF00535	Glycos_transf_2	IPR001173|IPR029044		B2UR11
B2UR61	349741		Glycosyl hydrolase	GO:0004560:IEA|GO:0005975:IEA	PF14498|PF21307|PF22124	Glyco_hyd_65N_2|Glyco_hydro_95_C|Glyco_hydro_95_cat	IPR008928|IPR012341|IPR049053|IPR016518|IPR054363|IPR027414		B2UR61
B2UR66	349741		UDP-glucose 4-epimerase	GO:0003978:IEA|GO:0033499:IEA	PF01370	Epimerase	IPR001509|IPR036291|IPR005886	5.1.3.2	B2UR66
B2URC0	349741		GntR domain protein	GO:0003677:IEA|GO:0003700:IEA|GO:0006351:IEA	PF07729|PF00392	FCD|GntR	IPR011711|IPR008920|IPR000524|IPR036388|IPR036390		B2URC0
B2URD0	349741		enoyl-[acyl-carrier-protein] reductase	GO:0141148:IEA|GO:0006633:IEA	PF08240|PF00107	ADH_N|ADH_zinc_N	IPR013149|IPR013154|IPR020843|IPR011032|IPR051034|IPR036291	1.3.1.104	B2URD0
B2URE8	349741	acpS	Holo-[acyl-carrier-protein] synthase	GO:0005737:IEA|GO:0008897:IEA|GO:0000287:IEA|GO:0006633:IEA	PF01648	ACPS	IPR008278|IPR037143|IPR002582|IPR004568	2.7.8.7	B2URE8
B2URF7	349741		Lipoprotein						B2URF7
