Gene ID,Gene Name or Symbol,Product Description
AN0296,N/A,"Ortholog of A. niger CBS 513.88 : An14g03590, Neosartorya fischeri NRRL 181 : NFIA_096570, Aspergillus wentii : Aspwe1_0046795 and Aspergillus versicolor : Aspve1_0035695"
AN0297,N/A,Putative protoplast secreted protein 2
AN0298,N/A,"Ortholog(s) have RNA binding activity, role in mRNA polyadenylation, pre-mRNA cleavage required for polyadenylation, response to drug and cytosol, mRNA cleavage and polyadenylation specificity factor complex localization"
AN0299,N/A,Putative chitinase
AN0300,N/A,"asparaginase, putative"
AN0301,N/A,"Ortholog of A. fumigatus Af293 : Afu1g02770, A. niger CBS 513.88 : An01g05370, A. oryzae RIB40 : AO090005000817, Aspergillus wentii : Aspwe1_0169626 and Aspergillus sydowii : Aspsy1_0144698"
AN0302,N/A,"Ortholog of A. fumigatus Af293 : Afu1g02760, A. niger CBS 513.88 : An01g05390, A. oryzae RIB40 : AO090005000820, Aspergillus wentii : Aspwe1_0025599 and Aspergillus sydowii : Aspsy1_0146024"
AN0303,N/A,Ortholog(s) have mitochondrial outer membrane localization
AN0304,N/A,"Ortholog(s) have metalloendopeptidase activity, role in protein sumoylation, response to UV-B, response to UV-C, translesion synthesis and nuclear envelope localization"
AN0305,N/A,Ortholog(s) have snoRNA binding activity
AN0306,N/A,"Ortholog(s) have role in Arp2/3 complex-mediated actin nucleation and Arp2/3 protein complex, actin cortical patch, cell division site, cell tip, cytosol, nucleus localization"
AN0307,N/A,Putative F-box protein
AN0309,N/A,"Ortholog of A. niger CBS 513.88 : An01g05570, Neosartorya fischeri NRRL 181 : NFIA_022000, Aspergillus versicolor : Aspve1_0048560 and Aspergillus clavatus NRRL 1 : ACLA_031790"
AN0310,N/A,"Ortholog(s) have cytosol, nucleolus localization"
AN0311,N/A,"Ortholog of A. fumigatus Af293 : Afu1g02600, A. niger CBS 513.88 : An01g05600, A. oryzae RIB40 : AO090005000834, Aspergillus wentii : Aspwe1_0169640 and Aspergillus sydowii : Aspsy1_0027873"
AN0312,N/A,"Ortholog(s) have transcription factor activity, RNA polymerase I CORE element sequence-specific binding activity and role in regulation of transcription from RNA polymerase I promoter, transcription from RNA polymerase I promoter"
AN0313,N/A,Has domain(s) with predicted hydrolase activity and role in metabolic process
AN0314,N/A,Putative aspartyl-tRNA synthetase with a predicted role in tRNA aminoacylation
AN0315,N/A,"Ortholog of A. fumigatus Af293 : Afu1g02560, A. niger CBS 513.88 : An01g05640, Aspergillus wentii : Aspwe1_0025616, Aspergillus sydowii : Aspsy1_0145521 and Aspergillus terreus NIH2624 : ATET_04837"
AN0316,N/A,"Alpha-tubulin, forms a heterodimer with beta-tubulin that promotes microtubule assembly"
AN0317,N/A,"Ortholog(s) have ubiquitin binding activity and role in actin cortical patch organization, endocytosis, endoplasmic reticulum unfolded protein response, positive regulation of cytokinesis"
AN0318,N/A,Putative plasma membrane ATPase with a predicted role in energy metabolism
AN0319,N/A,"Ortholog of A. fumigatus Af293 : Afu1g02490, A. niger CBS 513.88 : An01g05680, A. oryzae RIB40 : AO090005000843, Aspergillus wentii : Aspwe1_0049702 and Aspergillus sydowii : Aspsy1_0144752"
AN0321,N/A,Ortholog(s) have cytosol localization
AN0322,N/A,Has domain(s) with predicted oxidoreductase activity and role in metabolic process
AN0323,N/A,"Ortholog of A. nidulans FGSC A4 : AN2370, AN10160, A. fumigatus Af293 : Afu1g02440, Afu4g02760, A. niger CBS 513.88 : An01g05750, An12g09350, An13g03290 and A. oryzae RIB40 : AO090020000719, AO090005000852"
AN0324,N/A,"Ortholog of A. oryzae RIB40 : AO090701000442, Aspergillus wentii : Aspwe1_0176341, Aspergillus versicolor : Aspve1_0048578, Aspve1_0052669 and Aspergillus niger ATCC 1015 : 52903-mRNA"
AN0325,N/A,Ortholog(s) have mitochondrion localization
AN0326,N/A,"Ortholog of A. fumigatus Af293 : Afu1g02400, A. niger CBS 513.88 : An01g05790, A. oryzae RIB40 : AO090005000857, Aspergillus wentii : Aspwe1_0025630 and Aspergillus terreus NIH2624 : ATET_04850"
AN0327,N/A,"Ortholog(s) have ATP-dependent 3'-5' DNA helicase activity, ATP-dependent 5'-3' DNA helicase activity and role in box C/D snoRNP assembly, histone exchange, rRNA processing, regulation of transcription from RNA polymerase II promoter"
AN0328,N/A,Ortholog(s) have nucleus localization
AN0329,N/A,Ortholog(s) have polyubiquitin binding activity
AN0330,N/A,NADH:flavin oxidoreductase
AN0331,N/A,"Ortholog of A. fumigatus Af293 : Afu1g02380, A. niger CBS 513.88 : An01g05810, Aspergillus wentii : Aspwe1_0049711, Aspergillus sydowii : Aspsy1_0040882 and Aspergillus terreus NIH2624 : ATET_04855"
AN0332,N/A,Has domain(s) with predicted role in transmembrane transport and integral component of membrane localization
AN0333,N/A,"Has domain(s) with predicted DNA binding, zinc ion binding activity, role in transcription, DNA-templated and nucleus localization"
AN0334,N/A,"Ortholog of A. fumigatus Af293 : Afu1g02340, A. oryzae RIB40 : AO090005000866, Aspergillus wentii : Aspwe1_0169667 and Aspergillus sydowii : Aspsy1_0145773"
AN0335,N/A,"Ortholog of A. fumigatus Af293 : Afu1g02330, A. niger CBS 513.88 : An01g05850, A. oryzae RIB40 : AO090005000867, Aspergillus wentii : Aspwe1_0103633 and Aspergillus sydowii : Aspsy1_0633416"
AN0336,N/A,"Ortholog of A. fumigatus Af293 : Afu1g02310, A. niger CBS 513.88 : An01g05880, Aspergillus wentii : Aspwe1_0736723, Aspergillus sydowii : Aspsy1_1167337 and Aspergillus terreus NIH2624 : ATET_04862"
AN0337,N/A,"Ortholog of A. fumigatus Af293 : Afu1g07195, A. niger CBS 513.88 : An07g09780, A. oryzae RIB40 : AO090012000973, Aspergillus wentii : Aspwe1_0028307 and Aspergillus sydowii : Aspsy1_0047732"
AN0338,N/A,Putative cytochrome P450
AN0339,N/A,"Ortholog of A. fumigatus Af293 : Afu1g02280, A. niger CBS 513.88 : An01g05970, A. oryzae RIB40 : AO090005000872, Aspergillus wentii : Aspwe1_0049720 and Aspergillus sydowii : Aspsy1_0040896"
AN0340,N/A,"Ortholog of A. fumigatus Af293 : Afu1g02270/abp2, A. niger CBS 513.88 : An01g05990, Aspergillus wentii : Aspwe1_0181210, Aspergillus sydowii : Aspsy1_0145577 and Aspergillus terreus NIH2624 : ATET_04867"
AN0341,N/A,"Ortholog of A. nidulans FGSC A4 : AN2152, A. fumigatus Af293 : Afu1g02260, Afu2g15990, A. niger CBS 513.88 : An01g06000 and Aspergillus wentii : Aspwe1_0025648, Aspwe1_0026895"
AN0342,N/A,protein of unknown function
AN0343,N/A,"Ortholog of A. fumigatus Af293 : Afu1g02250, A. niger CBS 513.88 : An01g06020, Aspergillus wentii : Aspwe1_0066622, Aspergillus sydowii : Aspsy1_0129159 and Aspergillus terreus NIH2624 : ATET_04870"
AN0346,N/A,"Ortholog(s) have cytosol, nucleus, plasma membrane localization"
AN0347,N/A,Putative GTPase with a predicted role in intra-Golgi transport
AN0348,N/A,"Ortholog of A. fumigatus Af293 : Afu1g02180, A. niger CBS 513.88 : An01g06070, A. oryzae RIB40 : AO090005000881, Aspergillus wentii : Aspwe1_0169690 and Aspergillus sydowii : Aspsy1_0143278"
AN0349,N/A,"Ortholog(s) have ATPase activity, coupled activity, role in positive regulation of protein-pyridoxal-5-phosphate linkage, protein refolding and mitochondrial matrix localization"
AN0350,N/A,"Ortholog of A. niger CBS 513.88 : An01g06100, Neosartorya fischeri NRRL 181 : NFIA_022490, Aspergillus wentii : Aspwe1_0025662 and Aspergillus versicolor : Aspve1_0067306"
AN0351,N/A,Glycerol-3-phosphate dehydrogenase [NAD+]
AN0353,N/A,Putative F-box protein
AN0354,N/A,3-deoxy-7-phosphoheptulonate synthase
AN0355,N/A,protein of unknown function
AN0356,N/A,"Ortholog of A. fumigatus Af293 : Afu1g02080, A. niger CBS 513.88 : An01g06170, A. oryzae RIB40 : AO090005000887, Aspergillus wentii : Aspwe1_0098094 and Aspergillus sydowii : Aspsy1_0085975"
AN0357,N/A,Putative ubiquinol-cytochrome-c reductase subunit with a predicted role in energy metabolism
AN0359,N/A,Putative eIF3b subunit of translation initiation factor 3 (eIF3)
AN0360,N/A,"Ortholog(s) have cytoplasm, nucleolus localization"
AN0362,N/A,"Ortholog of A. fumigatus Af293 : Afu6g00430, Afu6g03560, A. niger CBS 513.88 : An10g01040, An01g06280, A. oryzae RIB40 : AO090005000897 and Aspergillus wentii : Aspwe1_0035953, Aspwe1_0058160"
AN0363,N/A,"Component of the velvet complex composed of VelB, VeA, and LaeA that coordinates development and secondary metabolism in response to light"
AN0364,N/A,"Has domain(s) with predicted RNA polymerase II transcription factor activity, sequence-specific DNA binding, zinc ion binding activity, role in regulation of transcription, DNA-templated and nucleus localization"
AN0365,N/A,"Ortholog of A. fumigatus Af293 : Afu1g01950, A. niger CBS 513.88 : An01g06340, A. oryzae RIB40 : AO090005000900, Aspergillus wentii : Aspwe1_0049744 and Aspergillus sydowii : Aspsy1_0040934"
AN0366,N/A,Has domain(s) with predicted integral component of membrane localization
AN0367,N/A,Putative integral membrane protein
AN0368,N/A,"Has domain(s) with predicted RNA binding, RNA-DNA hybrid ribonuclease activity, RNA-directed DNA polymerase activity, nucleic acid binding activity and role in RNA-dependent DNA replication"
AN0369,N/A,"Has domain(s) with predicted aminopeptidase activity, metalloexopeptidase activity and role in cellular process, proteolysis"
AN0370,N/A,Has domain(s) with predicted catalytic activity and role in metabolic process
AN0372,N/A,Ortholog(s) have endoplasmic reticulum localization
AN0374,N/A,Has domain(s) with predicted role in transmembrane transport and integral component of membrane localization
AN0376,N/A,"Has domain(s) with predicted RNA binding, RNA-directed DNA polymerase activity and role in RNA-dependent DNA replication"
AN0377,N/A,Has domain(s) with predicted oxidoreductase activity and role in oxidation-reduction process
AN0378,N/A,"Ortholog of A. niger CBS 513.88 : An01g06440, A. oryzae RIB40 : AO090005001321, Aspergillus versicolor : Aspve1_0085305, Aspve1_0120457 and Aspergillus niger ATCC 1015 : 36035-mRNA"
AN0379,N/A,"Ortholog of A. fumigatus Af293 : Afu1g01760, A. oryzae RIB40 : AO090005000918, Aspergillus wentii : Aspwe1_0025697 and Aspergillus sydowii : Aspsy1_0115500"
AN0380,N/A,Putative peptidyl-prolyl cis-trans isomerase (PPIase)
AN0381,N/A,"Ortholog(s) have unfolded protein binding activity, role in protein folding and chaperonin-containing T-complex, nucleus localization"
AN0382,N/A,Has domain(s) with predicted role in transmembrane transport and integral component of membrane localization
AN0383,N/A,Putative endo-mannanase GH76 family protein
AN0384,N/A,"Ortholog of A. nidulans FGSC A4 : AN5649, AN1674, AN1268, AN7262, A. fumigatus Af293 : Afu1g01700, Afu2g17000, Afu4g08730, Afu4g13630, Afu1g10012 and A. niger CBS 513.88 : An01g09380, An01g06520, An04g09080, An04g03600"
AN0385,N/A,Putative branched chain amino acid aminotransferase with a predicted role in branched chain amino acid biosynthesis
AN0386,N/A,"Ortholog of A. nidulans FGSC A4 : AN6727, AN5371, A. fumigatus Af293 : Afu1g01610, Afu4g01060, Afu6g03180, Afu7g05880 and A. niger CBS 513.88 : An04g08650, An07g02000"
AN0387,N/A,deoxyribodipyrimidine photo-lyase
AN0388,N/A,Ortholog(s) have transcription regulatory region DNA binding activity
AN0389,N/A,"Ortholog of A. fumigatus Af293 : Afu1g01570, A. niger CBS 513.88 : An04g08610, Neosartorya fischeri NRRL 181 : NFIA_023080, Aspergillus wentii : Aspwe1_0169743 and Aspergillus versicolor : Aspve1_0119805"
AN0390,N/A,"Ortholog of A. fumigatus Af293 : Afu2g15450, A. niger CBS 513.88 : An07g02450, Neosartorya fischeri NRRL 181 : NFIA_090690, Aspergillus wentii : Aspwe1_0669328 and Aspergillus versicolor : Aspve1_0122514"
AN0391,N/A,"Ortholog of A. nidulans FGSC A4 : AN7222, A. fumigatus Af293 : Afu1g01490, Afu2g01760, A. niger CBS 513.88 : An03g06670, An15g07300 and A. oryzae RIB40 : AO090010000045/aoiD, AO090102000259"
AN0392,N/A,"Ortholog of A. fumigatus Af293 : Afu1g01540, A. oryzae RIB40 : AO090102000263, Neosartorya fischeri NRRL 181 : NFIA_023120, Aspergillus wentii : Aspwe1_0169751 and Aspergillus versicolor : Aspve1_0157964"
AN0393,N/A,Putative endo-mannanase GH76 family protein
AN0394,N/A,"Ortholog(s) have role in positive regulation of apoptotic process, response to singlet oxygen and mitochondrion, nucleus localization"
AN0395,N/A,"inorganic diphosphatase, putative"
AN0396,N/A,Has domain(s) with predicted protein dimerization activity
AN0397,N/A,protein of unknown function
AN0398,N/A,Has domain(s) with predicted catalytic activity and role in metabolic process
AN0399,N/A,High-affinity nitrate transporter
AN0400,N/A,"Ortholog of A. fumigatus Af293 : Afu4g09610, A. niger CBS 513.88 : An04g07500, A. oryzae RIB40 : AO090003001281, Neosartorya fischeri NRRL 181 : NFIA_106400 and Aspergillus wentii : Aspwe1_0022929"
AN0401,N/A,"Ortholog of A. fumigatus Af293 : Afu2g02490, Aspergillus flavus NRRL 3357 : AFL2T_08730, Aspergillus versicolor : Aspve1_0035846 and Aspergillus fumigatus A1163 : AFUB_019590"
AN0402,N/A,Ortholog of Aspergillus versicolor : Aspve1_0048646 and Aspergillus sydowii : Aspsy1_0055229
AN0403,N/A,Ortholog(s) have cytoplasm localization
AN0404,N/A,"Has domain(s) with predicted ATP binding, ATPase activity, ATPase activity, coupled to transmembrane movement of substances, nucleoside-triphosphatase activity, nucleotide binding activity and role in transmembrane transport"
AN0405,N/A,"Ortholog of A. fumigatus Af293 : Afu1g05000, Aspergillus wentii : Aspwe1_0037521, Aspergillus sydowii : Aspsy1_0055250 and Aspergillus terreus NIH2624 : ATET_02569"
AN0406,N/A,"Ortholog of A. fumigatus Af293 : Afu1g04990, A. niger CBS 513.88 : An01g04080, A. oryzae RIB40 : AO090003000834, Aspergillus wentii : Aspwe1_0104266 and Aspergillus sydowii : Aspsy1_0639570"
AN0407,N/A,"Ortholog(s) have chromatin insulator sequence binding, transcription factor activity, core RNA polymerase III binding activity and role in transcription initiation from RNA polymerase III promoter"
AN0408,N/A,"Ortholog(s) have triglyceride lipase activity, role in triglyceride mobilization and cytoplasm localization"
AN0409,N/A,"Ortholog(s) have cytosol, fungal-type vacuole membrane, nucleus localization"
AN0410,N/A,"Serine/threonine-protein phosphatase PP1, putative"
AN0411,N/A,L-amino acid oxidase
AN0412,N/A,protein of unknown function
AN0413,N/A,protein of unknown function
AN0414,N/A,"Ortholog of A. fumigatus Af293 : Afu1g04920/sha1, A. niger CBS 513.88 : An01g03970, A. oryzae RIB40 : AO090003000844, Aspergillus wentii : Aspwe1_0037503 and Aspergillus sydowii : Aspsy1_0055258"
AN0416,N/A,Ortholog(s) have Golgi apparatus localization
AN0417,N/A,Putative protein translocation complex subunit
AN0418,N/A,Putative high-affinity urea/H+ symporter
AN0419,N/A,Transcript induced in response to calcium dichloride in a CrzA-dependent manner
AN0420,N/A,"Cytoplasmic dynein light chain, LC8, component of the microtubule motor protein involved in nuclear migration"
AN0421,N/A,"Ortholog(s) have mRNA binding, rRNA primary transcript binding activity"
AN0422,N/A,Conidiophore development regulator abaA
AN0423,N/A,Putative D-xylose reductase with a predicted role in carbohydrate metabolism
AN0424,N/A,"Ortholog of A. fumigatus Af293 : Afu1g04810, A. niger CBS 513.88 : An01g03730, Aspergillus wentii : Aspwe1_0169505 and Aspergillus sydowii : Aspsy1_0641478"
AN0427,N/A,"Ortholog of A. fumigatus Af293 : Afu1g04760, Aspergillus wentii : Aspwe1_0103691, Aspergillus sydowii : Aspsy1_0145360 and Aspergillus carbonarius ITEM 5010 : Acar5010_206077"
AN0428,N/A,Putative lysyl-tRNA synthetase with a predicted role in tRNA aminoacylation
AN0429,N/A,"Ortholog(s) have protein transporter activity, unfolded protein binding activity and role in protein import into mitochondrial inner membrane, protein import into mitochondrial outer membrane"
AN0430,N/A,"Ortholog of S. cerevisiae : STB6, A. fumigatus Af293 : Afu1g04480, A. niger CBS 513.88 : An01g03630, A. oryzae RIB40 : AO090003000868 and Aspergillus wentii : Aspwe1_0103827"
