"Gene ID","source_id","Organism","Genomic Location (Gene)","Product Description","Is Pseudo","# Transcripts","Gene Name or Symbol","Transcript Product Description"
"Afu1g01270","Afu1g01270-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:436,429..438,168(+)","Ortholog(s) have catalytic activity and role in sterigmatocystin biosynthetic process","No","1","N/A","Ortholog(s) have catalytic activity and role in sterigmatocystin biosynthetic process"
"Afu1g01280","Afu1g01280-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:439,336..440,421(+)","Has domain(s) with predicted catalytic activity and role in metabolic process","No","1","N/A","Has domain(s) with predicted catalytic activity and role in metabolic process"
"Afu1g01290","Afu1g01290-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:438,179..439,472(-)","Has domain(s) with predicted electron carrier activity, heme binding, iron ion binding, monooxygenase activity, oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen activity","No","1","N/A","Has domain(s) with predicted electron carrier activity, heme binding, iron ion binding, monooxygenase activity, oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen activity"
"Afu1g01300","Afu1g01300-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:441,786..443,040(+)","Has domain(s) with predicted poly(beta-D-mannuronate) lyase activity, role in alginic acid catabolic process and periplasmic space localization","No","1","N/A","Has domain(s) with predicted poly(beta-D-mannuronate) lyase activity, role in alginic acid catabolic process and periplasmic space localization"
"Afu1g01310","Afu1g01310-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:443,051..444,743(-)","Ortholog of A. nidulans FGSC A4 : AN1433, A. fumigatus Af293 : Afu8g04210, A. niger CBS 513.88 : An16g08870, An08g11860, An13g01880 and A. oryzae RIB40 : AO090701000542, AO090103000036","No","1","N/A","Ortholog of A. nidulans FGSC A4 : AN1433, A. fumigatus Af293 : Afu8g04210, A. niger CBS 513.88 : An16g08870, An08g11860, An13g01880 and A. oryzae RIB40 : AO090701000542, AO090103000036"
"Afu1g01320","Afu1g01320-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:444,989..446,455(-)","Ortholog of Neosartorya fischeri NRRL 181 : NFIA_023290, Aspergillus versicolor : Aspve1_0056083, Aspergillus fumigatus A1163 : AFUB_079470 and Aspergillus sydowii : Aspsy1_1158900","No","1","N/A","Ortholog of Neosartorya fischeri NRRL 181 : NFIA_023290, Aspergillus versicolor : Aspve1_0056083, Aspergillus fumigatus A1163 : AFUB_079470 and Aspergillus sydowii : Aspsy1_1158900"
"Afu1g01330","Afu1g01330-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:446,742..448,029(-)","Has domain(s) with predicted oxidoreductase activity and role in metabolic process","No","1","N/A","Has domain(s) with predicted oxidoreductase activity and role in metabolic process"
"Afu1g01340","Afu1g01340-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:448,198..449,748(+)","Has domain(s) with predicted RNA polymerase II transcription factor activity, sequence-specific DNA binding, zinc ion binding activity, role in regulation of transcription, DNA-templated and nucleus localization","No","1","N/A","Has domain(s) with predicted RNA polymerase II transcription factor activity, sequence-specific DNA binding, zinc ion binding activity, role in regulation of transcription, DNA-templated and nucleus localization"
"Afu1g01350","Afu1g01350-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:450,255..450,941(+)","Ortholog of A. nidulans FGSC A4 : AN0467, AN0468, A. fumigatus Af293 : Afu1g04310, A. niger CBS 513.88 : An12g10460 and Aspergillus wentii : Aspwe1_0169394","No","1","N/A","Ortholog of A. nidulans FGSC A4 : AN0467, AN0468, A. fumigatus Af293 : Afu1g04310, A. niger CBS 513.88 : An12g10460 and Aspergillus wentii : Aspwe1_0169394"
"Afu1g01360","Afu1g01360-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:451,136..451,861(-)","Ortholog of A. nidulans FGSC A4 : AN3872, AN5090, A. niger CBS 513.88 : An18g00390, Aspergillus wentii : Aspwe1_0037446, Aspergillus sydowii : Aspsy1_0121091 and Aspergillus terreus NIH2624 : ATET_06529","No","1","N/A","Ortholog of A. nidulans FGSC A4 : AN3872, AN5090, A. niger CBS 513.88 : An18g00390, Aspergillus wentii : Aspwe1_0037446, Aspergillus sydowii : Aspsy1_0121091 and Aspergillus terreus NIH2624 : ATET_06529"
"Afu1g01370","Afu1g01370-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:452,052..452,773(-)","Predicted glutathione S transferase","No","1","N/A","Predicted glutathione S transferase"
"Afu1g01380","Afu1g01380-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:453,032..453,946(-)","Putative alpha-1,6-mannosyltransferase","No","1","och4","Putative alpha-1,6-mannosyltransferase"
"Afu1g01390","Afu1g01390-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:454,910..456,094(-)","Ortholog of A. nidulans FGSC A4 : AN8157 and Aspergillus fumigatus A1163 : AFUB_079400","No","1","N/A","Ortholog of A. nidulans FGSC A4 : AN8157 and Aspergillus fumigatus A1163 : AFUB_079400"
"Afu1g01400","Afu1g01400-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:456,376..456,576(+)","Ortholog of Aspergillus fumigatus A1163 : AFUB_079390","No","1","N/A","Ortholog of Aspergillus fumigatus A1163 : AFUB_079390"
"Afu1g01410","Afu1g01410-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:457,495..459,374(+)","Ortholog of A. nidulans FGSC A4 : AN8158, Aspergillus versicolor : Aspve1_0027523, Aspergillus fumigatus A1163 : AFUB_079380 and Aspergillus sydowii : Aspsy1_0828813","No","1","N/A","Ortholog of A. nidulans FGSC A4 : AN8158, Aspergillus versicolor : Aspve1_0027523, Aspergillus fumigatus A1163 : AFUB_079380 and Aspergillus sydowii : Aspsy1_0828813"
"Afu1g01420","Afu1g01420-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:460,988..462,481(-)","Ortholog of A. niger CBS 513.88 : An01g01980, An14g00460, A. oryzae RIB40 : AO090138000165, AO090038000492 and Neosartorya fischeri NRRL 181 : NFIA_023210","No","1","N/A","Ortholog of A. niger CBS 513.88 : An01g01980, An14g00460, A. oryzae RIB40 : AO090138000165, AO090038000492 and Neosartorya fischeri NRRL 181 : NFIA_023210"
"Afu1g01430","Afu1g01430-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:463,084..464,962(-)","Has domain(s) with predicted catalytic activity and role in metabolic process","No","1","N/A","Has domain(s) with predicted catalytic activity and role in metabolic process"
"Afu1g01440","Afu1g01440-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:465,834..466,069(+)","Ortholog of Aspergillus fumigatus A1163 : AFUB_079340","No","1","N/A","Ortholog of Aspergillus fumigatus A1163 : AFUB_079340"
"Afu1g01450","Afu1g01450-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:467,133..468,547(+)","Ortholog of A. nidulans FGSC A4 : AN8025, A. niger CBS 513.88 : An11g08050, An05g01890, An11g03950, A. oryzae RIB40 : AO090010000064, AO090701000602 and Aspergillus wentii : Aspwe1_0051796","No","1","N/A","Ortholog of A. nidulans FGSC A4 : AN8025, A. niger CBS 513.88 : An11g08050, An05g01890, An11g03950, A. oryzae RIB40 : AO090010000064, AO090701000602 and Aspergillus wentii : Aspwe1_0051796"
"Afu1g01460","Afu1g01460-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:468,861..470,323(-)","Has domain(s) with predicted hydrolase activity","No","1","N/A","Has domain(s) with predicted hydrolase activity"
"Afu1g01480","Afu1g01480-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:471,047..474,848(-)","Has domain(s) with predicted transporter activity, role in transport and membrane localization","No","1","N/A","Has domain(s) with predicted transporter activity, role in transport and membrane localization"
"Afu1g01490","Afu1g01490-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:474,895..482,069(+)","Ortholog of A. nidulans FGSC A4 : AN0391, AN7222, A. fumigatus Af293 : Afu2g01760, A. niger CBS 513.88 : An03g06670, An15g07300 and A. oryzae RIB40 : AO090010000045/aoiD, AO090102000259","No","1","N/A","Ortholog of A. nidulans FGSC A4 : AN0391, AN7222, A. fumigatus Af293 : Afu2g01760, A. niger CBS 513.88 : An03g06670, An15g07300 and A. oryzae RIB40 : AO090010000045/aoiD, AO090102000259"
"Afu1g01500","Afu1g01500-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:482,195..482,934(+)","Has domain(s) with predicted oxidoreductase activity and role in metabolic process","No","1","N/A","Has domain(s) with predicted oxidoreductase activity and role in metabolic process"
"Afu1g01520","Afu1g01520-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:483,125..484,978(-)","Ortholog(s) have extracellular region localization","No","1","N/A","Ortholog(s) have extracellular region localization"
"Afu1g01530","Afu1g01530-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:485,169..486,696(+)","Ortholog of A. nidulans FGSC A4 : AN5567, A. oryzae RIB40 : AO090011000484, Neosartorya fischeri NRRL 181 : NFIA_023130, Aspergillus versicolor : Aspve1_0084207 and Aspergillus zonatus : Aspzo1_0155350","No","1","N/A","Ortholog of A. nidulans FGSC A4 : AN5567, A. oryzae RIB40 : AO090011000484, Neosartorya fischeri NRRL 181 : NFIA_023130, Aspergillus versicolor : Aspve1_0084207 and Aspergillus zonatus : Aspzo1_0155350"
"Afu1g01540","Afu1g01540-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:486,857..488,384(-)","Ortholog(s) have extracellular region localization","No","1","N/A","Ortholog(s) have extracellular region localization"
"Afu1g01550","Afu1g01550-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:489,006..491,838(-)","Putative plasma membrane zinc transporter","No","1","zrfA","Putative plasma membrane zinc transporter"
"Afu1g01560","Afu1g01560-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:492,223..494,504(+)","Ortholog of A. nidulans FGSC A4 : AN8501, A. niger CBS 513.88 : An04g08620, A. oryzae RIB40 : AO090009000717, Aspergillus wentii : Aspwe1_0046512, Aspwe1_0102964 and Aspergillus sydowii : Aspsy1_0160513","No","1","N/A","Ortholog of A. nidulans FGSC A4 : AN8501, A. niger CBS 513.88 : An04g08620, A. oryzae RIB40 : AO090009000717, Aspergillus wentii : Aspwe1_0046512, Aspwe1_0102964 and Aspergillus sydowii : Aspsy1_0160513"
"Afu1g01570","Afu1g01570-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:494,505..496,602(-)","Ortholog of A. nidulans FGSC A4 : AN0389, A. niger CBS 513.88 : An04g08610, Neosartorya fischeri NRRL 181 : NFIA_023080, Aspergillus wentii : Aspwe1_0169743 and Aspergillus versicolor : Aspve1_0119805","No","1","N/A","Ortholog of A. nidulans FGSC A4 : AN0389, A. niger CBS 513.88 : An04g08610, Neosartorya fischeri NRRL 181 : NFIA_023080, Aspergillus wentii : Aspwe1_0169743 and Aspergillus versicolor : Aspve1_0119805"
"Afu1g01580","Afu1g01580-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:497,181..497,336(+)","Ortholog of Aspergillus fumigatus A1163 : AFUB_001980","No","1","N/A","Ortholog of Aspergillus fumigatus A1163 : AFUB_001980"
"Afu1g01590","Afu1g01590-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:497,339..500,252(-)","Ortholog(s) have transcription regulatory region DNA binding activity","No","1","N/A","Ortholog(s) have transcription regulatory region DNA binding activity"
"Afu1g01600","Afu1g01600-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:500,803..502,930(-)","Putative deoxyribodipyrimidine photolyase","No","1","N/A","Putative deoxyribodipyrimidine photolyase"
"Afu1g01610","Afu1g01610-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:503,947..504,960(+)","Transcript up-regulated in conidia exposed to neutrophils","No","1","N/A","Transcript up-regulated in conidia exposed to neutrophils"
"Afu1g01620","Afu1g01620-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:506,341..509,276(+)","Ortholog of Aspergillus wentii : Aspwe1_0154177 and Aspergillus fumigatus A1163 : AFUB_002020","No","1","N/A","Ortholog of Aspergillus wentii : Aspwe1_0154177 and Aspergillus fumigatus A1163 : AFUB_002020"
"Afu1g01630","Afu1g01630-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:510,075..511,213(-)","Ortholog of A. nidulans FGSC A4 : AN8060, AN2037, AN8619, A. fumigatus Af293 : Afu8g07330, A. niger CBS 513.88 : An12g10640, An09g05140, An12g07130 and A. oryzae RIB40 : AO090010000232, AO090010000368","No","1","N/A","Ortholog of A. nidulans FGSC A4 : AN8060, AN2037, AN8619, A. fumigatus Af293 : Afu8g07330, A. niger CBS 513.88 : An12g10640, An09g05140, An12g07130 and A. oryzae RIB40 : AO090010000232, AO090010000368"
"Afu1g01640","Afu1g01640-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:511,963..513,336(+)","Has domain(s) with predicted ATP binding, microtubule binding, microtubule motor activity, role in microtubule-based movement and microtubule associated complex localization","No","1","N/A","Has domain(s) with predicted ATP binding, microtubule binding, microtubule motor activity, role in microtubule-based movement and microtubule associated complex localization"
"Afu1g01650","Afu1g01650-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:513,915..515,287(+)","Has domain(s) with predicted RNA polymerase II transcription factor activity, sequence-specific DNA binding, zinc ion binding activity, role in regulation of transcription, DNA-templated and nucleus localization","No","1","N/A","Has domain(s) with predicted RNA polymerase II transcription factor activity, sequence-specific DNA binding, zinc ion binding activity, role in regulation of transcription, DNA-templated and nucleus localization"
"Afu1g01660","Afu1g01660-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:515,889..517,971(+)","Ortholog(s) have rhamnogalacturonan acetylesterase activity and role in pectin catabolic process","No","1","N/A","Ortholog(s) have rhamnogalacturonan acetylesterase activity and role in pectin catabolic process"
"Afu1g01670","Afu1g01670-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:518,024..519,577(+)","Has domain(s) with predicted oxidoreductase activity and role in oxidation-reduction process","No","1","N/A","Has domain(s) with predicted oxidoreductase activity and role in oxidation-reduction process"
"Afu1g01680","Afu1g01680-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:520,194..521,400(+)","Branched-chain amino acid aminotransferase","No","1","N/A","Branched-chain amino acid aminotransferase"
"Afu1g01690","Afu1g01690-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:521,420..523,981(-)","Has domain(s) with predicted electron carrier activity, heme binding, iron ion binding, monooxygenase activity, oxidoreductase activity and acting on paired donors, more","No","1","N/A","Has domain(s) with predicted electron carrier activity, heme binding, iron ion binding, monooxygenase activity, oxidoreductase activity and acting on paired donors, more"
"Afu1g01700","Afu1g01700-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:524,155..527,369(-)","Ortholog of A. nidulans FGSC A4 : AN5649, AN1674, AN0384, AN1268, AN7262, A. fumigatus Af293 : Afu2g17000, Afu4g08730, Afu4g13630, Afu1g10012 and A. niger CBS 513.88 : An01g09380, An01g06520, An04g09080, An04g03600","No","1","N/A","Ortholog of A. nidulans FGSC A4 : AN5649, AN1674, AN0384, AN1268, AN7262, A. fumigatus Af293 : Afu2g17000, Afu4g08730, Afu4g13630, Afu1g10012 and A. niger CBS 513.88 : An01g09380, An01g06520, An04g09080, An04g03600"
"Afu1g01710","Afu1g01710-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:527,644..527,919(+)","Ortholog of Aspergillus fumigatus A1163 : AFUB_002110","No","1","N/A","Ortholog of Aspergillus fumigatus A1163 : AFUB_002110"
"Afu1g01720","Afu1g01720-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:528,067..531,564(-)","Sensor for unfolded proteins in the ER ireA, putative","No","1","ireA","Sensor for unfolded proteins in the ER ireA, putative"
"Afu1g01730","Afu1g01730-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:532,930..535,122(-)","Has domain(s) with predicted catalytic activity","No","1","N/A","Has domain(s) with predicted catalytic activity"
"Afu1g01740","Afu1g01740-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:536,273..538,318(-)","Ortholog(s) have unfolded protein binding activity, role in protein folding and chaperonin-containing T-complex, nucleus localization","No","1","N/A","Ortholog(s) have unfolded protein binding activity, role in protein folding and chaperonin-containing T-complex, nucleus localization"
"Afu1g01750","Afu1g01750-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:538,463..540,471(+)","Putative peptidyl-prolyl cis-trans isomerase","No","1","cyp10","Putative peptidyl-prolyl cis-trans isomerase"
"Afu1g01760","Afu1g01760-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:541,112..542,746(-)","Ortholog of A. nidulans FGSC A4 : AN0379, A. oryzae RIB40 : AO090005000918, Aspergillus wentii : Aspwe1_0025697 and Aspergillus sydowii : Aspsy1_0115500","No","1","N/A","Ortholog of A. nidulans FGSC A4 : AN0379, A. oryzae RIB40 : AO090005000918, Aspergillus wentii : Aspwe1_0025697 and Aspergillus sydowii : Aspsy1_0115500"
"Afu1g01770","Afu1g01770-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:543,902..544,870(+)","Ortholog(s) have cytosol localization","No","1","N/A","Ortholog(s) have cytosol localization"
"Afu1g01780","Afu1g01780-T","Aspergillus fumigatus Af293","Chr1_A_fumigatus_Af293:545,310..546,460(+)","Has domain(s) with predicted oxidoreductase activity, transferase activity, transferring acyl groups other than amino-acyl groups, zinc ion binding activity and role in oxidation-reduction process","No","1","N/A","Has domain(s) with predicted oxidoreductase activity, transferase activity, transferring acyl groups other than amino-acyl groups, zinc ion binding activity and role in oxidation-reduction process"
