"Gene ID","Organism","Genomic Location (Gene)","Product Description","Is Pseudo","# Transcripts","Gene Name or Symbol"
"NCU00246","Neurospora crassa OR74A","CM002238:3,161,745..3,164,770(+)","hypothetical protein, variant 1, hypothetical protein","No","2","N/A"
"NCU00247","Neurospora crassa OR74A","CM002238:3,166,373..3,167,295(+)","hypothetical protein","No","1","N/A"
"NCU00248","Neurospora crassa OR74A","CM002238:3,168,071..3,169,271(+)","hypothetical protein","No","1","N/A"
"NCU00249","Neurospora crassa OR74A","CM002238:3,169,590..3,172,219(+)","hypothetical protein","No","1","N/A"
"NCU00250","Neurospora crassa OR74A","CM002238:3,172,883..3,174,124(+)","hypothetical protein","No","1","N/A"
"NCU00251","Neurospora crassa OR74A","CM002238:3,174,045..3,179,171(-)","hypothetical protein","No","1","cpr-7"
"NCU00252","Neurospora crassa OR74A","CM002238:3,182,102..3,184,585(-)","hypothetical protein","No","1","N/A"
"NCU00253","Neurospora crassa OR74A","CM002238:3,185,154..3,186,767(+)","hypothetical protein","No","1","N/A"
"NCU00254","Neurospora crassa OR74A","CM002238:3,189,425..3,190,015(+)","hypothetical protein","No","1","N/A"
"NCU00257","Neurospora crassa OR74A","CM002238:3,195,326..3,197,868(+)","dynactin Arp1 p62 subunit RO2","No","1","ro-2"
"NCU00258","Neurospora crassa OR74A","CM002238:3,196,778..3,199,310(-)","40S ribosomal protein S7","No","1","crp-15"
"NCU00259","Neurospora crassa OR74A","CM002238:3,199,673..3,200,462(+)","hypothetical protein","No","1","N/A"
"NCU00260","Neurospora crassa OR74A","CM002238:3,200,602..3,202,435(+)","oxidoreductase","No","1","adh-15"
"NCU00261","Neurospora crassa OR74A","CM002238:3,202,718..3,205,975(-)","CTP synthase","No","1","pyr-7"
"NCU00262","Neurospora crassa OR74A","CM002238:3,206,494..3,208,366(-)","hypothetical protein, variant 1, hypothetical protein","No","2","N/A"
"NCU00263","Neurospora crassa OR74A","CM002238:3,209,936..3,213,245(-)","serine protease-10","No","1","spr-10"
"NCU00264","Neurospora crassa OR74A","CM002238:3,215,810..3,217,374(+)","hypothetical protein","No","1","N/A"
"NCU00265","Neurospora crassa OR74A","CM002238:3,218,739..3,220,987(-)","hypothetical protein","No","1","N/A"
"NCU00267","Neurospora crassa OR74A","CM002238:3,227,477..3,229,040(-)","hypothetical protein","No","1","N/A"
"NCU00268","Neurospora crassa OR74A","CM002238:3,229,195..3,232,764(-)","hypothetical protein","No","1","N/A"
"NCU00269","Neurospora crassa OR74A","CM002238:3,236,473..3,240,984(+)","histone-lysine N-methyltransferase","No","1","set-2"
"NCU00270","Neurospora crassa OR74A","CM002238:3,242,122..3,245,219(-)","hypothetical protein","No","1","N/A"
"NCU00271","Neurospora crassa OR74A","CM002238:3,245,169..3,245,956(+)","hypothetical protein","No","1","N/A"
"NCU00272","Neurospora crassa OR74A","CM002238:3,248,301..3,251,897(-)","ubiquitin ligase subunit CulD","No","1","cul-4"
"NCU00273","Neurospora crassa OR74A","CM002238:3,252,167..3,258,346(-)","hypothetical protein","No","1","nup-2"
"NCU00274","Neurospora crassa OR74A","CM002238:3,258,938..3,268,638(+)","mutagen sensitive-21 protein","No","1","mus-21"
"NCU00275","Neurospora crassa OR74A","CM002238:3,268,606..3,271,492(-)","hypothetical protein","No","1","N/A"
"NCU00276","Neurospora crassa OR74A","CM002238:3,273,151..3,278,020(+)","DNA polymerase gamma","No","1","mip-1"
"NCU00277","Neurospora crassa OR74A","CM002238:3,278,406..3,281,827(-)","Septal pore-associated protein, putative","No","1","N/A"
"NCU00278","Neurospora crassa OR74A","CM002238:3,282,251..3,284,257(+)","hypothetical protein","No","1","N/A"
"NCU00279","Neurospora crassa OR74A","CM002238:3,284,548..3,286,874(+)","hypothetical protein","No","1","N/A"
"NCU00280","Neurospora crassa OR74A","CM002238:3,286,988..3,290,364(+)","hypothetical protein","No","1","N/A"
"NCU00281","Neurospora crassa OR74A","CM002238:3,290,243..3,294,924(-)","UDP-glucose,sterol transferase","No","1","gt1-2"
"NCU00282","Neurospora crassa OR74A","CM002238:3,295,658..3,300,914(-)","hypothetical protein, variant 1, hypothetical protein","No","2","tah-5"
"NCU00283","Neurospora crassa OR74A","CM002238:3,302,778..3,306,041(-)","hypothetical protein","No","1","N/A"
"NCU00284","Neurospora crassa OR74A","CM002238:3,309,331..3,310,790(-)","hypothetical protein","No","1","N/A"
"NCU00285","Neurospora crassa OR74A","CM002238:3,312,491..3,317,402(+)","hypothetical protein, variant 1, hypothetical protein","No","2","N/A"
"NCU00287","Neurospora crassa OR74A","CM002238:3,317,426..3,320,355(-)","hypothetical protein","No","1","N/A"
"NCU00288","Neurospora crassa OR74A","CM002238:3,321,222..3,322,743(+)","hypothetical protein","No","1","N/A"
"NCU00289","Neurospora crassa OR74A","CM002238:3,323,266..3,326,815(+)","TAH-1, variant 1, TAH-1","No","2","tah-1"
"NCU00290","Neurospora crassa OR74A","CM002238:3,330,916..3,333,349(+)","ABC transporter-12","No","1","abc-12"
"NCU00291","Neurospora crassa OR74A","CM002238:3,333,511..3,335,281(-)","hypothetical protein","No","1","N/A"
"NCU00292","Neurospora crassa OR74A","CM002238:3,337,759..3,340,089(+)","cholinesterase","No","1","cea-3"
"NCU00293","Neurospora crassa OR74A","CM002238:3,341,083..3,342,906(-)","NADH pyrophosphatase","No","1","N/A"
"NCU00294","Neurospora crassa OR74A","CM002238:3,342,912..3,344,448(-)","60S ribosomal protein L10a","No","1","crp-74"
"NCU00295","Neurospora crassa OR74A","CM002238:3,344,670..3,347,300(-)","hypothetical protein","No","1","N/A"
"NCU00296","Neurospora crassa OR74A","CM002238:3,347,862..3,349,394(-)","hypothetical protein","No","1","N/A"
"NCU00297","Neurospora crassa OR74A","CM002238:3,351,812..3,352,144(-)","hypothetical protein","No","1","N/A"
"NCU00298","Neurospora crassa OR74A","CM002238:3,356,007..3,357,626(-)","MFS monocarboxylate transporter","No","1","mfs-1"
"NCU00299","Neurospora crassa OR74A","CM002238:3,358,790..3,360,089(+)","peroxisomal D3,D2-enoyl-CoA isomerase","No","1","N/A"
"NCU00300","Neurospora crassa OR74A","CM002238:3,359,765..3,362,326(-)","PQ loop repeat protein","No","1","gpr-5"
"NCU00301","Neurospora crassa OR74A","CM002238:3,363,161..3,365,455(-)","Sas10/Utp3 family protein","No","1","N/A"
"NCU00302","Neurospora crassa OR74A","CM002238:3,365,840..3,367,267(+)","3-ketodihydrosphingosine reductase tsc-10","No","1","gsl-3"
"NCU00303","Neurospora crassa OR74A","CM002238:3,371,487..3,372,908(-)","smr domain-containing protein","No","1","N/A"
"NCU00304","Neurospora crassa OR74A","CM002238:3,372,927..3,374,877(-)","hypothetical protein","No","1","N/A"
"NCU00305","Neurospora crassa OR74A","CM002238:3,375,532..3,377,178(+)","Short chain dehydrogenase","No","1","N/A"
"NCU00306","Neurospora crassa OR74A","CM002238:3,377,942..3,380,737(-)","multi-drug resistance-10","No","1","mdr-10"
"NCU00307","Neurospora crassa OR74A","CM002238:3,381,039..3,381,776(-)","hypothetical protein","No","1","N/A"
"NCU00308","Neurospora crassa OR74A","CM002238:3,383,161..3,385,779(-)","NOL1/NOP2/Sun domain family protein","No","1","N/A"
"NCU00309","Neurospora crassa OR74A","CM002238:3,386,244..3,389,149(-)","WSC domain-containing protein","No","1","wsc2-1"
"NCU00310","Neurospora crassa OR74A","CM002238:3,395,281..3,399,583(-)","hypothetical protein","No","1","N/A"
"NCU00311","Neurospora crassa OR74A","CM002238:3,399,873..3,404,312(-)","VTS1, VTS1, variant 1","No","2","vts1"
"NCU00312","Neurospora crassa OR74A","CM002238:3,406,782..3,407,751(+)","hypothetical protein","No","1","N/A"
"NCU00313","Neurospora crassa OR74A","CM002238:3,409,597..3,410,778(+)","hypothetical protein","No","1","N/A"
"NCU00314","Neurospora crassa OR74A","CM002238:3,411,682..3,412,788(+)","hypothetical protein","No","1","N/A"
"NCU00315","Neurospora crassa OR74A","CM002238:3,414,069..3,415,299(-)","60S ribosomal protein L29","No","1","crp-60"
"NCU00316","Neurospora crassa OR74A","CM002238:3,415,567..3,417,555(-)","peroxisomal adenine nucleotide transporter 1","No","1","mic-1"
"NCU00317","Neurospora crassa OR74A","CM002238:3,420,640..3,424,076(+)","calpain-like protease palB/rim-13, calpain-like protease palB/rim-13, variant 1","No","2","cpr-8"
"NCU00318","Neurospora crassa OR74A","CM002238:3,424,250..3,426,569(-)","hypothetical protein","No","1","N/A"
"NCU00319","Neurospora crassa OR74A","CM002238:3,427,066..3,428,492(-)","hypothetical protein","No","1","N/A"
"NCU00320","Neurospora crassa OR74A","CM002238:3,431,686..3,441,049(+)","hypothetical protein, variant 1, hypothetical protein, hypothetical protein, variant 2","No","3","N/A"
"NCU00321","Neurospora crassa OR74A","CM002238:3,442,679..3,446,003(+)","hypothetical protein","No","1","N/A"
"NCU00322","Neurospora crassa OR74A","CM002238:3,447,697..3,448,818(-)","hypothetical protein","No","1","N/A"
"NCU00324","Neurospora crassa OR74A","CM002238:3,452,013..3,455,658(-)","hypothetical protein","No","1","N/A"
"NCU00325","Neurospora crassa OR74A","CM002238:3,455,840..3,457,809(+)","hypothetical protein","No","1","N/A"
"NCU00326","Neurospora crassa OR74A","CM002238:3,461,359..3,464,313(-)","calcium homeostasis protein Regucalcin, calcium homeostasis protein Regucalcin, variant 1","No","2","N/A"
"NCU00327","Neurospora crassa OR74A","CM002238:3,464,490..3,465,991(+)","hypothetical protein","No","1","N/A"
"NCU00329","Neurospora crassa OR74A","CM002238:3,470,183..3,473,254(+)","VAD-1","No","1","vad-1"
"NCU00330","Neurospora crassa OR74A","CM002238:3,477,966..3,479,983(+)","Septal pore-associated protein, putative","No","1","N/A"
"NCU00331","Neurospora crassa OR74A","CM002238:3,480,604..3,483,608(+)","hypothetical protein","No","1","N/A"
"NCU00332","Neurospora crassa OR74A","CM002238:3,483,805..3,486,072(-)","hypothetical protein","No","1","N/A"
"NCU00333","Neurospora crassa OR74A","CM002238:3,486,338..3,487,956(+)","ADP-ribosylation factor family protein, variant 1, ADP-ribosylation factor family protein","No","2","adr-6"
"NCU00334","Neurospora crassa OR74A","CM002238:3,487,546..3,489,072(-)","exoribonuclease-5","No","1","exr-5"
"NCU00335","Neurospora crassa OR74A","CM002238:3,489,268..3,490,687(+)","pre-mRNA-splicing factor cwc15","No","1","msp-2"
"NCU00336","Neurospora crassa OR74A","CM002238:3,490,750..3,496,610(-)","U3 small nucleolar RNA-associated protein 10","No","1","rbg-5"
"NCU00337","Neurospora crassa OR74A","CM002238:3,496,810..3,499,135(+)","nuclear export protein Noc3","No","1","N/A"
"NCU00338","Neurospora crassa OR74A","CM002238:3,502,322..3,504,220(+)","aspartic proteinase","No","1","apr-1"
"NCU00339","Neurospora crassa OR74A","CM002238:3,505,201..3,506,178(-)","hypothetical protein","No","1","N/A"
"NCU00340","Neurospora crassa OR74A","CM002238:3,507,722..3,512,003(-)","transcription factor steA","No","1","pp-1"
"NCU00343","Neurospora crassa OR74A","CM002238:3,517,246..3,518,370(+)","hypothetical protein","No","1","N/A"
"NCU00344","Neurospora crassa OR74A","CM002238:3,524,930..3,528,333(-)","hypothetical protein, variant 1, hypothetical protein","No","2","N/A"
"NCU00345","Neurospora crassa OR74A","CM002238:3,528,609..3,532,636(+)","hypothetical protein","No","1","N/A"
"NCU00346","Neurospora crassa OR74A","CM002238:3,532,709..3,534,683(+)","steroid-5","No","1","std-5"
"NCU00347","Neurospora crassa OR74A","CM002238:3,535,165..3,537,475(+)","peroxin-26 Pex26-Penicillium chrysogenum","No","1","pex26"
"NCU00348","Neurospora crassa OR74A","CM002238:3,537,416..3,538,529(-)","pre-mRNA splicing factor","No","1","msp-3"
"NCU00349","Neurospora crassa OR74A","CM002238:3,538,777..3,540,712(+)","Septal pore-associated protein, putative","No","1","N/A"
"NCU00350","Neurospora crassa OR74A","CM002238:3,540,523..3,542,234(-)","epoxide hydrolase-2","No","1","eph-2"
"NCU00351","Neurospora crassa OR74A","CM002238:3,542,302..3,543,868(-)","cript family protein","No","1","N/A"
"NCU00352","Neurospora crassa OR74A","CM002238:3,544,277..3,549,920(+)","phospholipid-transporting ATPase","No","1","drs2"
"NCU00353","Neurospora crassa OR74A","CM002238:3,550,426..3,551,889(+)","hypothetical protein","No","1","N/A"
"NCU00354","Neurospora crassa OR74A","CM002238:3,554,902..3,555,368(+)","hypothetical protein","No","1","N/A"
"NCU00355","Neurospora crassa OR74A","CM002238:3,561,379..3,564,584(+)","catalase-3","No","1","cat-3"
"NCU00356","Neurospora crassa OR74A","CM002238:3,564,661..3,567,173(+)","nucleoside transporter","No","1","mic-35"
"NCU00357","Neurospora crassa OR74A","CM002238:3,567,046..3,570,664(-)","hypothetical protein","No","1","mdm34"
"NCU00358","Neurospora crassa OR74A","CM002238:3,572,195..3,574,002(+)","hypothetical protein","No","1","N/A"
"NCU00359","Neurospora crassa OR74A","CM002238:3,572,803..3,575,392(-)","YEATS family protein","No","1","yaf9"
"NCU00360","Neurospora crassa OR74A","CM002238:3,575,551..3,577,920(+)","NAD-epimerase/dehydratase-3","No","1","ned-3"
"NCU00361","Neurospora crassa OR74A","CM002238:3,576,711..3,578,007(-)","pre-mRNA-splicing factor syf-2","No","1","msp-4"
"NCU00362","Neurospora crassa OR74A","CM002238:3,578,973..3,581,699(+)","hypothetical protein","No","1","N/A"
"NCU00363","Neurospora crassa OR74A","CM002238:3,582,792..3,585,205(+)","hypothetical protein","No","1","N/A"
"NCU00364","Neurospora crassa OR74A","CM002238:3,586,099..3,587,706(+)","hypothetical protein","No","1","N/A"
"NCU00365","Neurospora crassa OR74A","CM002238:3,587,740..3,588,385(+)","hypothetical protein","No","1","N/A"
"NCU00366","Neurospora crassa OR74A","CM002238:3,592,238..3,594,739(+)","eukaryotic translation initiation factor 5","No","1","eif5"
"NCU00367","Neurospora crassa OR74A","CM002238:3,595,562..3,598,471(-)","Septal pore-associated protein, putative","No","1","N/A"
"NCU00368","Neurospora crassa OR74A","CM002238:3,599,745..3,602,138(-)","hypothetical protein","No","1","N/A"
"NCU00369","Neurospora crassa OR74A","CM002238:3,602,150..3,604,197(-)","dephospho-CoA kinase","No","1","N/A"
"NCU00370","Neurospora crassa OR74A","CM002238:3,604,573..3,606,440(-)","hypothetical protein, hypothetical protein, variant 1","No","2","N/A"
"NCU00371","Neurospora crassa OR74A","CM002238:3,608,291..3,610,031(-)","mitochondrial import inner membrane translocase subunit tim23","No","1","tim23"
"NCU00372","Neurospora crassa OR74A","CM002238:3,610,511..3,615,880(+)","hypothetical protein","No","1","N/A"
"NCU00373","Neurospora crassa OR74A","CM002238:3,619,411..3,623,127(-)","hypothetical protein","No","1","N/A"
"NCU00375","Neurospora crassa OR74A","CM002238:3,628,130..3,630,649(-)","hypothetical protein","No","1","N/A"
"NCU00376","Neurospora crassa OR74A","CM002238:3,631,921..3,635,561(-)","guanine triphosphate binding-28","No","2","gtp-28"
"NCU00377","Neurospora crassa OR74A","CM002238:3,636,004..3,638,750(-)","LMBR1 domain-containing protein","No","1","N/A"
"NCU00378","Neurospora crassa OR74A","CM002238:3,639,325..3,641,409(+)","alhehyde dehydrogenase-2","No","1","ahd-2"
"NCU00379","Neurospora crassa OR74A","CM002238:3,641,758..3,644,353(+)","hypothetical protein","No","1","N/A"
"NCU00380","Neurospora crassa OR74A","CM002238:3,646,240..3,648,360(+)","hypothetical protein","No","1","N/A"
"NCU00382","Neurospora crassa OR74A","CM002238:3,654,343..3,658,123(-)","hypothetical protein","No","1","N/A"
"NCU00384","Neurospora crassa OR74A","CM002238:3,663,637..3,664,072(-)","hypothetical protein","No","1","N/A"
"NCU00385","Neurospora crassa OR74A","CM002238:3,665,138..3,666,218(+)","ATP synthase subunit delta","No","1","des"
"NCU00386","Neurospora crassa OR74A","CM002238:3,667,527..3,670,275(+)","hypothetical protein","No","1","msp-5"
"NCU00387","Neurospora crassa OR74A","CM002238:3,670,563..3,673,037(+)","steroid-3","No","1","std-3"
"NCU00388","Neurospora crassa OR74A","CM002238:3,674,815..3,681,396(+)","Septal pore-associated protein, putative","No","1","N/A"
"NCU00389","Neurospora crassa OR74A","CM002238:3,681,838..3,684,210(+)","developmentally regulated GTP-binding protein 1","No","1","N/A"
"NCU00391","Neurospora crassa OR74A","CM002238:3,691,733..3,692,335(-)","hypothetical protein","No","1","N/A"
"NCU00392","Neurospora crassa OR74A","CM002238:3,696,037..3,699,084(+)","kinetochore protein-15","No","1","kpr-15"
"NCU00395","Neurospora crassa OR74A","CM002238:3,706,288..3,708,275(-)","mRNA processing protein-11","No","1","mrpp-11"
"NCU00396","Neurospora crassa OR74A","CM002238:3,708,498..3,713,729(+)","pre-mRNA-splicing factor rse-1, pre-mRNA-splicing factor rse-1, variant 1","No","2","msp-5"
"NCU00397","Neurospora crassa OR74A","CM002238:3,716,139..3,717,421(+)","hypothetical protein","No","1","N/A"
"NCU00398","Neurospora crassa OR74A","CM002238:3,717,585..3,721,904(+)","hypothetical protein, variant 1, hypothetical protein","No","2","N/A"
"NCU00399","Neurospora crassa OR74A","CM002238:3,721,537..3,723,507(-)","cell wall protein PhiA","No","1","N/A"
"NCU00400","Neurospora crassa OR74A","CM002238:3,723,742..3,727,570(-)","hypothetical protein","No","1","N/A"
"NCU00401","Neurospora crassa OR74A","CM002238:3,729,383..3,731,946(-)","hypothetical protein, hypothetical protein, variant 1","No","2","N/A"
"NCU00403","Neurospora crassa OR74A","CM002238:3,734,921..3,738,205(-)","dTDP-D-glucose 4,6-dehydratase, variant 2, dTDP-D-glucose 4,6-dehydratase, variant 1, dTDP-D-glucose 4,6-dehydratase","No","3","N/A"
"NCU00404","Neurospora crassa OR74A","CM002238:3,740,371..3,742,384(-)","rRNA maturation-13","No","1","rrm-13"
"NCU00405","Neurospora crassa OR74A","CM002238:3,742,898..3,745,580(+)","glycyl-tRNA synthetase 1","No","1","N/A"
"NCU00406","Neurospora crassa OR74A","CM002238:3,747,790..3,751,837(+)","protein kinase CHM1","No","1","vel"
"NCU00407","Neurospora crassa OR74A","CM002238:3,752,033..3,754,362(+)","hypothetical protein","No","1","N/A"
"NCU00408","Neurospora crassa OR74A","CM002238:3,754,745..3,756,241(-)","hypothetical protein","No","1","N/A"
"NCU00409","Neurospora crassa OR74A","CM002238:3,757,246..3,759,739(-)","chorismate mutase/prephenate dehydratase, variant 1, chorismate mutase/prephenate dehydratase","No","2","phe-2"
"NCU00410","Neurospora crassa OR74A","CM002238:3,759,900..3,762,845(-)","eukaryotic release factor 1","No","1","erf1"
"NCU00411","Neurospora crassa OR74A","CM002238:3,763,200..3,764,963(+)","hypothetical protein","No","1","N/A"
"NCU00412","Neurospora crassa OR74A","CM002238:3,764,859..3,767,647(-)","hypothetical protein","No","1","N/A"
"NCU00413","Neurospora crassa OR74A","CM002238:3,769,771..3,771,556(+)","60S ribosomal protein L2","No","1","crp-36"
