Short	protein_id	contig	start	end	member	family	contig_len	dist_end	idx	n_on_contig	bin	hrmA_models	species	pf11001_same_protein	left_telo	right_telo	near_left	nearest_end_telo	genes_to_end	label
A432	C05F6EB_002095-T1	scaffold_47	70160	70672	A432|C05F6EB_002095-T1	5SD|CCCC1E1_003562-T1	124647	53975	12	25	core	HrmA	Ci	False	0	0	False	0	12	F06
A502-1	C7FAE4E_005739-T1	scaffold_168	51927	52444	A502-1|C7FAE4E_005739-T1	GT-126|C8C79ED_001931-T1	57851	5407	19	23	core	HrmA	Ci	False	0	0	False	0	3	F04
A502-1	C7FAE4E_007063-T1	scaffold_249	26854	27219	A502-1|C7FAE4E_007063-T1	GT-146|CDEB87D_007880-T1	35829	8610	3	7	shell	HrmA	Ci	False	0	0	False	0	3	F08
A502-1	C7FAE4E_007279-T1	scaffold_268	12359	12889	A502-1|C7FAE4E_007279-T1	GT-126|C8C79ED_001931-T1	32149	12358	0	2	core	HrmA	Ci	False	0	0	True	0	0	F04
A502-1	C7FAE4E_000098-T1	scaffold_3	81463	81852	A502-1|C7FAE4E_000098-T1	5SD|CCCC1E1_000191-T1	271630	81462	29	102	core	HrmA	Ci	False	0	0	True	0	29	F07
A502-1	C7FAE4E_001644-T1	scaffold_34	36182	36535	A502-1|C7FAE4E_001644-T1	5SD|CCCC1E1_001005-T1	146185	36181	8	19	core	HrmA	Ci	False	0	0	True	0	8	F05
A502-1	C7FAE4E_002795-T1	scaffold_62	70130	70642	A502-1|C7FAE4E_002795-T1	5SD|CCCC1E1_003562-T1	115196	44554	11	22	core	HrmA	Ci	False	0	0	False	0	10	F06
A502-2	C2B0F70_000981-T1	scaffold_14	209623	210140	A502-2|C2B0F70_000981-T1	GT-126|C8C79ED_001931-T1	215552	5412	72	76	core	HrmA	Ci	False	0	0	False	0	3	F04
A502-2	C2B0F70_006986-T1	scaffold_250	26855	27220	A502-2|C2B0F70_006986-T1	GT-146|CDEB87D_007880-T1	35633	8413	3	7	shell	HrmA	Ci	False	0	0	False	0	3	F08
A502-2	C2B0F70_007185-T1	scaffold_267	19261	19791	A502-2|C2B0F70_007185-T1	GT-126|C8C79ED_001931-T1	32149	12358	1	2	core	HrmA	Ci	False	0	0	False	0	0	F04
A502-2	C2B0F70_001827-T1	scaffold_33	107466	107819	A502-2|C2B0F70_001827-T1	5SD|CCCC1E1_001005-T1	144015	36196	10	19	core	HrmA	Ci	False	0	0	False	0	8	F05
A502-2	C2B0F70_003033-T1	scaffold_66	68926	69438	A502-2|C2B0F70_003033-T1	5SD|CCCC1E1_003562-T1	106748	37310	14	21	core	HrmA	Ci	False	0	0	False	0	6	F06
A502-2	C2B0F70_000497-T1	scaffold_7	81471	81860	A502-2|C2B0F70_000497-T1	5SD|CCCC1E1_000191-T1	271631	81470	29	102	core	HrmA	Ci	False	0	0	True	0	29	F07
B0727_Argentina	C5AAF22_000376-T1	scaffold_15	68210	68722	B0727_Argentina|C5AAF22_000376-T1	5SD|CCCC1E1_003562-T1	110530	41808	13	22	core	HrmA	Ci	False	0	0	False	0	8	F06
B0727_Argentina	C5AAF22_000571-T1	scaffold_24	60399	60929	B0727_Argentina|C5AAF22_000571-T1	GT-126|C8C79ED_001931-T1	101595	40666	3	7	core	HrmA	Ci	False	0	0	False	0	3	F04
B0727_Argentina	C5AAF22_006061-T1	scaffold_396	15027	15544	B0727_Argentina|C5AAF22_006061-T1	GT-126|C8C79ED_001931-T1	20952	5408	5	9	core	HrmA	Ci	False	0	0	False	0	3	F04
B0727_Argentina	C5AAF22_001637-T1	scaffold_67	59057	59446	B0727_Argentina|C5AAF22_001637-T1	5SD|CCCC1E1_000191-T1	70919	11473	23	30	core	HrmA	Ci	False	0	0	False	0	6	F07
B0727_Argentina	C5AAF22_000144-T1	scaffold_7	89962	90315	B0727_Argentina|C5AAF22_000144-T1	5SD|CCCC1E1_001005-T1	126513	36198	10	19	core	HrmA	Ci	False	0	0	False	0	8	F05
B0858-Guatemala	CBD0EE9_005191-T1	scaffold_334	9740	10114	B0858-Guatemala|CBD0EE9_005191-T1	730332_Guatemala|C45F23D_004938-T1	27500	9739	4	5	singleton	HrmA	Cp	False	0	0	True	0	0	F14
B0858-Guatemala	CBD0EE9_005462-T1	scaffold_364	23166	23525	B0858-Guatemala|CBD0EE9_005462-T1	574-0_S_OLD_CPA0039|C27CBD2_008386-T1	25790	2265	0	2	singleton	HrmA	Cp	False	0	0	False	0	0	F10
B0858-Guatemala	CBD0EE9_000091-T1	scaffold_5	55828	56196	B0858-Guatemala|CBD0EE9_000091-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	159276	55827	15	37	singleton	HrmA	Cp	False	0	0	True	0	15	F03
B0858-Guatemala	CBD0EE9_000144-T1	scaffold_7	69500	69874	B0858-Guatemala|CBD0EE9_000144-T1	5SD|CCCC1E1_000093-T1	155910	69499	20	46	cloud	HrmA	Cp	False	0	0	True	0	20	F09
B0858-Guatemala	CBD0EE9_001659-T1	scaffold_70	6857	7231	B0858-Guatemala|CBD0EE9_001659-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	64160	6856	2	20	singleton	HrmA	Cp	False	0	0	True	0	2	F02
B10757_Nevada	CAE1CCF_000287-T1	scaffold_12	97751	98110	B10757_Nevada|CAE1CCF_000287-T1	574-0_S_OLD_CPA0039|C27CBD2_008386-T1	144276	46166	2	4	singleton	HrmA	Cp	False	0	0	False	0	1	F10
B10757_Nevada	CAE1CCF_000652-T1	scaffold_28	47089	47457	B10757_Nevada|CAE1CCF_000652-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	102193	47088	17	33	singleton	HrmA	Cp	False	0	0	True	0	15	F03
B10757_Nevada	CAE1CCF_000066-T1	scaffold_3	81206	81469	B10757_Nevada|CAE1CCF_000066-T1	TX11|CEC36E2_008626-T1	259634	81205	1	17	singleton	HrmA	Cp	False	0	0	True	0	1	F11
B10757_Nevada	CAE1CCF_005619-T1	scaffold_351	6977	7351	B10757_Nevada|CAE1CCF_005619-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	24372	6976	2	10	singleton	HrmA	Cp	False	0	0	True	0	2	F02
B10757_Nevada	CAE1CCF_000140-T1	scaffold_6	85035	85409	B10757_Nevada|CAE1CCF_000140-T1	5SD|CCCC1E1_000093-T1	181630	85034	27	48	cloud	HrmA	Cp	False	0	0	True	0	20	F09
B10813_Texas	CFDA6A7_001150-T1	scaffold_32	65464	65832	B10813_Texas|CFDA6A7_001150-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	110519	44687	19	37	singleton	HrmA	Cp	False	0	0	False	0	17	F03
B10813_Texas	CFDA6A7_002427-T1	scaffold_75	65274	65648	B10813_Texas|CFDA6A7_002427-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	72501	6853	16	20	singleton	HrmA	Cp	False	0	0	False	0	3	F02
B10917	CF2C0CF_000211-T1	scaffold_11	69376	69750	B10917|CF2C0CF_000211-T1	5SD|CCCC1E1_000093-T1	154843	69375	18	46	cloud	HrmA	Cp	False	0	0	True	0	18	F09
B10917	CF2C0CF_002749-T1	scaffold_117	8659	9033	B10917|CF2C0CF_002749-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	54528	8658	2	11	singleton	HrmA	Cp	False	0	0	True	0	2	F02
B10917	CF2C0CF_000300-T1	scaffold_14	97749	98108	B10917|CF2C0CF_000300-T1	574-0_S_OLD_CPA0039|C27CBD2_008386-T1	144773	46665	2	4	singleton	HrmA	Cp	False	0	0	False	0	1	F10
B10917	CF2C0CF_000682-T1	scaffold_27	54747	55115	B10917|CF2C0CF_000682-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	102265	47150	15	32	singleton	HrmA	Cp	False	0	0	False	0	15	F03
B10918	C0D9C49_000710-T1	scaffold_23	47313	47681	B10918|C0D9C49_000710-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	102414	47312	17	33	singleton	HrmA	Cp	False	0	0	True	0	15	F03
B10918	C0D9C49_005303-T1	scaffold_292	13148	13501	B10918|C0D9C49_005303-T1	5SD|CCCC1E1_001005-T1	30412	13147	2	8	core	HrmA	Cp	False	0	0	True	0	2	F05
B10918	C0D9C49_006255-T1	scaffold_396	15610	15984	B10918|C0D9C49_006255-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	22831	6847	6	10	singleton	HrmA	Cp	False	0	0	False	0	3	F02
B10918	C0D9C49_000197-T1	scaffold_6	87414	87788	B10918|C0D9C49_000197-T1	5SD|CCCC1E1_000093-T1	157109	69321	26	45	cloud	HrmA	Cp	False	0	0	False	0	18	F09
B10919	C0D52B0_000340-T1	scaffold_15	99555	99917	B10919|C0D52B0_000340-T1	582-1_L_NEW_CPA0064|CF9574D_004546-T1	140532	40615	10	11	cloud	HrmA	Cp	False	0	0	False	0	0	F16
B10919	C0D52B0_000860-T1	scaffold_32	44696	45064	B10919|C0D52B0_000860-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	99799	44695	17	32	singleton	HrmA	Cp	False	0	0	True	0	14	F03
B10919	C0D52B0_000987-T1	scaffold_36	6855	7229	B10919|C0D52B0_000987-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	94737	6854	3	35	singleton	HrmA	Cp	False	0	0	True	0	3	F02
B11002	C5E4193_000166-T1	scaffold_10	59974	60327	B11002|C5E4193_000166-T1	5SD|CCCC1E1_001005-T1	96741	36414	10	19	core	HrmA	Ci	False	0	0	False	0	8	F05
B11002	C5E4193_003340-T1	scaffold_234	19816	20346	B11002|C5E4193_003340-T1	GT-126|C8C79ED_001931-T1	30086	9740	1	2	core	HrmA	Ci	False	0	0	False	0	0	F04
B11002	C5E4193_000871-T1	scaffold_46	11422	11811	B11002|C5E4193_000871-T1	5SD|CCCC1E1_000191-T1	62167	11421	6	25	core	HrmA	Ci	False	0	0	True	0	6	F07
B11002	C5E4193_000934-T1	scaffold_49	37297	37809	B11002|C5E4193_000934-T1	5SD|CCCC1E1_003562-T1	61128	23319	6	12	core	HrmA	Ci	False	0	0	False	0	5	F06
B11002	C5E4193_001648-T1	scaffold_93	8400	8765	B11002|C5E4193_001648-T1	GT-146|CDEB87D_007880-T1	46724	8399	3	15	shell	HrmA	Ci	False	0	0	True	0	3	F08
B11019	C42083A_001005-T1	scaffold_13	5425	5942	B11019|C42083A_001005-T1	GT-126|C8C79ED_001931-T1	215536	5424	3	77	core	HrmA	Ci	False	0	0	True	0	3	F04
B11019	C42083A_007659-T1	scaffold_266	11571	12101	B11019|C42083A_007659-T1	GT-126|C8C79ED_001931-T1	30952	11570	0	2	core	HrmA	Ci	False	0	0	True	0	0	F04
B11019	C42083A_002712-T1	scaffold_43	36197	36550	B11019|C42083A_002712-T1	5SD|CCCC1E1_001005-T1	142248	36196	8	19	core	HrmA	Ci	False	0	0	True	0	8	F05
B11019	C42083A_003160-T1	scaffold_53	79966	80331	B11019|C42083A_003160-T1	GT-146|CDEB87D_007880-T1	131339	51008	27	47	shell	HrmA	Ci	False	0	0	False	0	19	F08
B11019	C42083A_004017-T1	scaffold_78	53979	54491	B11019|C42083A_004017-T1	5SD|CCCC1E1_003562-T1	99417	44926	12	15	core	HrmA	Ci	False	0	0	False	0	2	F06
B11019	C42083A_000723-T1	scaffold_9	81481	81870	B11019|C42083A_000723-T1	5SD|CCCC1E1_000191-T1	271664	81480	29	101	core	HrmA	Ci	False	0	0	True	0	29	F07
B11034	C8CCFFB_001264-T1	scaffold_13	75488	75877	B11034|C8CCFFB_001264-T1	5SD|CCCC1E1_000191-T1	265649	75487	29	101	core	HrmA	Ci	False	0	0	True	0	29	F07
B11034	C8CCFFB_001410-T1	scaffold_14	208202	208719	B11034|C8CCFFB_001410-T1	GT-126|C8C79ED_001931-T1	243885	35166	72	87	core	HrmA	Ci	False	0	0	False	0	14	F04
B11034	C8CCFFB_007260-T1	scaffold_186	19324	19677	B11034|C8CCFFB_007260-T1	5SD|CCCC1E1_001005-T1	45817	19323	5	13	core	HrmA	Ci	False	0	0	True	0	5	F05
B11034	C8CCFFB_007888-T1	scaffold_231	18951	19967	B11034|C8CCFFB_007888-T1	GT-126|C8C79ED_008251-T1	32198	12231	1	2	shell	HrmA	Ci	False	0	0	False	0	0	F12
B11034	C8CCFFB_004011-T1	scaffold_63	51003	51368	B11034|C8CCFFB_004011-T1	GT-146|CDEB87D_007880-T1	131648	51002	19	47	shell	HrmA	Ci	False	0	0	True	0	19	F08
B11034	C8CCFFB_004259-T1	scaffold_70	54203	54715	B11034|C8CCFFB_004259-T1	5SD|CCCC1E1_003562-T1	123642	54202	12	24	core	HrmA	Ci	False	0	0	True	0	11	F06
B11035	C5FC1D8_005552-T1	scaffold_158	8400	8765	B11035|C5FC1D8_005552-T1	GT-146|CDEB87D_007880-T1	57667	8399	3	19	shell	HrmA	Ci	False	0	0	True	0	3	F08
B11035	C5FC1D8_001379-T1	scaffold_25	85564	85953	B11035|C5FC1D8_001379-T1	5SD|CCCC1E1_000191-T1	167402	81449	32	62	core	HrmA	Ci	False	0	0	False	0	29	F07
B11035	C5FC1D8_002093-T1	scaffold_39	96648	97178	B11035|C5FC1D8_002093-T1	GT-126|C8C79ED_001931-T1	140323	43145	27	28	core	HrmA	Ci	False	0	0	False	0	0	F04
B11035	C5FC1D8_002963-T1	scaffold_61	68797	69309	B11035|C5FC1D8_002963-T1	5SD|CCCC1E1_003562-T1	111101	41792	11	20	core	HrmA	Ci	False	0	0	False	0	8	F06
B11035	C5FC1D8_003538-T1	scaffold_80	36198	36551	B11035|C5FC1D8_003538-T1	5SD|CCCC1E1_001005-T1	94745	36197	7	19	core	HrmA	Ci	False	0	0	True	0	7	F05
B11036	C28702D_005323-T1	scaffold_121	53935	54294	B11036|C28702D_005323-T1	574-0_S_OLD_CPA0039|C27CBD2_008386-T1	74695	20401	1	3	singleton	HrmA	Cp	False	0	0	False	0	1	F10
B11036	C28702D_000986-T1	scaffold_13	71163	71531	B11036|C28702D_000986-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	242962	71162	20	83	singleton	HrmA	Cp	False	0	0	True	0	20	F03
B11036	C28702D_007006-T1	scaffold_204	28165	28539	B11036|C28702D_007006-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	44138	15599	9	16	singleton	HrmA	Cp	False	0	0	False	0	6	F02
B11036	C28702D_003117-T1	scaffold_53	111620	111973	B11036|C28702D_003117-T1	5SD|CCCC1E1_001005-T1	135401	23428	6	14	core	HrmA	Cp	False	0	0	False	0	6	F05
B11057	CCF9097_004774-T1	scaffold_119	42968	43498	B11057|CCF9097_004774-T1	GT-126|C8C79ED_001931-T1	71232	27734	0	2	core	HrmA	Ci	False	0	0	False	0	0	F04
B11057	CCF9097_007655-T1	scaffold_293	19420	19785	B11057|CCF9097_007655-T1	GT-146|CDEB87D_007880-T1	28183	8398	3	7	shell	HrmA	Ci	False	0	0	False	0	3	F08
B11057	CCF9097_001823-T1	scaffold_32	81196	81585	B11057|CCF9097_001823-T1	5SD|CCCC1E1_000191-T1	140671	59086	30	54	core	HrmA	Ci	False	0	0	False	0	23	F07
B11057	CCF9097_001998-T1	scaffold_37	68811	69323	B11057|CCF9097_001998-T1	5SD|CCCC1E1_003562-T1	137341	68018	11	26	core	HrmA	Ci	False	0	0	False	0	11	F06
B11057	CCF9097_002456-T1	scaffold_49	87766	88399	B11057|CCF9097_002456-T1	B11057|CCF9097_002456-T1	124583	36184	9	18	singleton	HrmA	Ci	False	0	0	False	0	8	F27
B11058	C2FAE97_004391-T1	scaffold_258	6851	7225	B11058|C2FAE97_004391-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	31715	6850	2	11	singleton	HrmA	Cp	False	0	0	True	0	2	F02
B11058	C2FAE97_002217-T1	scaffold_94	5075	5443	B11058|C2FAE97_002217-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	52683	5074	0	17	singleton	HrmA	Cp	False	0	0	True	0	0	F03
B11080	C6468CC_002344-T1	scaffold_101	35155	35672	B11080|C6468CC_002344-T1	GT-126|C8C79ED_001931-T1	55844	20172	15	25	core	HrmA	Ci	False	0	0	False	0	9	F04
B11080	C6468CC_000415-T1	scaffold_18	68991	69503	B11080|C6468CC_000415-T1	5SD|CCCC1E1_003562-T1	113554	44051	10	21	core	HrmA	Ci	False	0	0	False	0	10	F06
B11080	C6468CC_000606-T1	scaffold_24	8400	8765	B11080|C6468CC_000606-T1	GT-146|CDEB87D_007880-T1	103144	8399	3	34	shell	HrmA	Ci	False	0	0	True	0	3	F08
B11080	C6468CC_001425-T1	scaffold_57	59086	59475	B11080|C6468CC_001425-T1	5SD|CCCC1E1_000191-T1	70951	11476	23	30	core	HrmA	Ci	False	0	0	False	0	6	F07
B11080	C6468CC_001859-T1	scaffold_79	36201	36554	B11080|C6468CC_001859-T1	5SD|CCCC1E1_001005-T1	61553	24999	8	16	core	HrmA	Ci	False	0	0	False	0	7	F05
B11198	CD3667B_005491-T1	scaffold_104	68751	69263	B11198|CD3667B_005491-T1	5SD|CCCC1E1_003562-T1	91038	21775	11	12	core	HrmA	Ci	False	0	0	False	0	0	F06
B11198	CD3667B_007294-T1	scaffold_189	22133	22663	B11198|CD3667B_007294-T1	GT-126|C8C79ED_001931-T1	45569	22132	1	3	core	HrmA	Ci	False	0	0	True	0	1	F04
B11198	CD3667B_002220-T1	scaffold_28	114835	115352	B11198|CD3667B_002220-T1	GT-126|C8C79ED_001931-T1	211572	96220	50	87	core	HrmA	Ci	False	0	0	False	0	36	F04
B11198	CD3667B_002391-T1	scaffold_31	85630	85995	B11198|CD3667B_002391-T1	GT-146|CDEB87D_007880-T1	202052	85629	27	67	shell	HrmA	Ci	False	0	0	True	0	27	F08
B11198	CD3667B_005159-T1	scaffold_93	32487	32840	B11198|CD3667B_005159-T1	5SD|CCCC1E1_001005-T1	104866	32486	7	18	core	HrmA	Ci	False	0	0	True	0	7	F05
B11198	CD3667B_005357-T1	scaffold_99	85007	85396	B11198|CD3667B_005357-T1	5SD|CCCC1E1_000191-T1	96957	11561	34	41	core	HrmA	Ci	False	0	0	False	0	6	F07
B11199	C018C7F_007638-T1	scaffold_369	6879	7253	B11199|C018C7F_007638-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	22903	6878	2	10	singleton	HrmA	Cp	False	0	0	True	0	2	F02
B11199	C018C7F_002631-T1	scaffold_63	56067	56435	B11199|C018C7F_002631-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	100244	43809	16	28	singleton	HrmA	Cp	False	0	0	False	0	11	F03
B11199	C018C7F_002658-T1	scaffold_65	59541	59915	B11199|C018C7F_002658-T1	730332_Guatemala|C45F23D_004938-T1	98871	38956	5	6	singleton	HrmA	Cp	False	0	0	False	0	0	F14
B11199	C018C7F_000332-T1	scaffold_7	150453	150827	B11199|C018C7F_000332-T1	5SD|CCCC1E1_000093-T1	243358	92531	20	47	cloud	HrmA	Cp	False	0	0	False	0	20	F09
B11232	C29E0E0_000478-T1	scaffold_15	87402	87776	B11232|C29E0E0_000478-T1	5SD|CCCC1E1_000093-T1	155296	67520	27	45	cloud	HrmA	Cp	False	0	0	False	0	17	F09
B11232	C29E0E0_001122-T1	scaffold_32	60736	61104	B11232|C29E0E0_001122-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	108197	47093	18	36	singleton	HrmA	Cp	False	0	0	False	0	17	F03
B11232	C29E0E0_006723-T1	scaffold_387	6856	7230	B11232|C29E0E0_006723-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	22847	6855	2	10	singleton	HrmA	Cp	False	0	0	True	0	2	F02
B11232	C29E0E0_000117-T1	scaffold_5	51254	51517	B11232|C29E0E0_000117-T1	TX11|CEC36E2_008626-T1	222161	51253	2	16	singleton	HrmA	Cp	False	0	0	True	0	2	F11
B11299	C72C725_001149-T1	scaffold_13	171873	172241	B11299|C72C725_001149-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	252818	80577	61	85	singleton	HrmA	Cp	False	0	0	False	0	23	F03
B11299	C72C725_002686-T1	scaffold_39	136948	137307	B11299|C72C725_002686-T1	574-0_S_OLD_CPA0039|C27CBD2_008386-T1	159049	21742	28	30	singleton	HrmA	Cp	False	0	0	False	0	1	F10
B11299	C72C725_004377-T1	scaffold_81	51897	52271	B11299|C72C725_004377-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	102645	50374	16	27	singleton	HrmA	Cp	False	0	0	False	0	10	F02
B11299	C72C725_004484-T1	scaffold_85	83357	83710	B11299|C72C725_004484-T1	5SD|CCCC1E1_001005-T1	100959	17249	6	13	core	HrmA	Cp	False	0	0	False	0	6	F05
B11300	C7C73A6_006598-T1	scaffold_166	15606	15980	B11300|C7C73A6_006598-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	54135	15605	6	21	singleton	HrmA	Cp	False	0	0	True	0	6	F02
B11300	C7C73A6_004511-T1	scaffold_81	27469	27837	B11300|C7C73A6_004511-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	96684	27468	8	29	singleton	HrmA	Cp	False	0	0	True	0	8	F03
B11343	C7ABD37_000676-T1	scaffold_22	87818	88171	B11343|C7ABD37_000676-T1	5SD|CCCC1E1_001005-T1	124373	36202	11	20	core	HrmA	Ci	False	0	0	False	0	8	F05
B11343	C7ABD37_000840-T1	scaffold_27	50032	50549	B11343|C7ABD37_000840-T1	GT-126|C8C79ED_001931-T1	116759	50031	19	49	core	HrmA	Ci	False	0	0	True	0	19	F04
B11343	C7ABD37_001036-T1	scaffold_33	37302	37814	B11343|C7ABD37_001036-T1	5SD|CCCC1E1_003562-T1	103327	37301	6	18	core	HrmA	Ci	False	0	0	True	0	6	F06
B11343	C7ABD37_006073-T1	scaffold_365	17035	17424	B11343|C7ABD37_006073-T1	5SD|CCCC1E1_000191-T1	25532	8108	7	14	core	HrmA	Ci	False	0	0	False	0	6	F07
B11343	C7ABD37_001364-T1	scaffold_46	67581	67946	B11343|C7ABD37_001364-T1	GT-146|CDEB87D_007880-T1	90257	22311	16	26	shell	HrmA	Ci	False	0	0	False	0	9	F08
B11343	C7ABD37_006992-T1	scaffold_484	12240	12593	B11343|C7ABD37_006992-T1	CA2|CD8B963_008506-T1	18380	5787	1	2	shell	HrmA	Ci	False	0	0	False	0	0	F13
B11343	C7ABD37_000137-T1	scaffold_7	71385	71915	B11343|C7ABD37_000137-T1	GT-126|C8C79ED_001931-T1	204654	71384	1	27	core	HrmA	Ci	False	0	0	True	0	1	F04
B11400	CF1B8A4_000622-T1	scaffold_23	47192	47560	B11400|CF1B8A4_000622-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	103321	47191	17	34	singleton	HrmA	Cp	False	0	0	True	0	16	F03
B11400	CF1B8A4_000674-T1	scaffold_25	57639	57902	B11400|CF1B8A4_000674-T1	TX11|CEC36E2_008626-T1	101242	43340	6	8	singleton	HrmA	Cp	False	0	0	False	0	1	F11
B11400	CF1B8A4_000820-T1	scaffold_32	53210	53569	B11400|CF1B8A4_000820-T1	574-0_S_OLD_CPA0039|C27CBD2_008386-T1	86113	32544	1	2	singleton	HrmA	Cp	False	0	0	False	0	0	F10
B11400	CF1B8A4_005774-T1	scaffold_387	6843	7217	B11400|CF1B8A4_005774-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	22944	6842	2	10	singleton	HrmA	Cp	False	0	0	True	0	2	F02
B11517	C06DA8C_001880-T1	scaffold_21	218802	219319	B11517|C06DA8C_001880-T1	GT-126|C8C79ED_001931-T1	224863	5544	74	78	core	HrmA	Ci	False	0	0	False	0	3	F04
B11517	C06DA8C_007806-T1	scaffold_211	12149	12679	B11517|C06DA8C_007806-T1	GT-126|C8C79ED_001931-T1	38869	12148	0	2	core	HrmA	Ci	False	0	0	True	0	0	F04
B11517	C06DA8C_008133-T1	scaffold_244	5834	6187	B11517|C06DA8C_008133-T1	CA2|CD8B963_008506-T1	26023	5833	0	2	shell	HrmA	Ci	False	0	0	True	0	0	F13
B11517	C06DA8C_003032-T1	scaffold_41	104468	104980	B11517|C06DA8C_003032-T1	5SD|CCCC1E1_003562-T1	174985	70005	29	40	core	HrmA	Ci	False	0	0	False	0	10	F06
B11517	C06DA8C_003708-T1	scaffold_53	133772	134161	B11517|C06DA8C_003708-T1	5SD|CCCC1E1_000191-T1	151195	17034	51	59	core	HrmA	Ci	False	0	0	False	0	7	F07
B11517	C06DA8C_005162-T1	scaffold_90	60464	60817	B11517|C06DA8C_005162-T1	5SD|CCCC1E1_001005-T1	107150	46333	7	17	core	HrmA	Ci	False	0	0	False	0	7	F05
B11517	C06DA8C_005397-T1	scaffold_96	80162	80527	B11517|C06DA8C_005397-T1	GT-146|CDEB87D_007880-T1	102995	22468	28	37	shell	HrmA	Ci	False	0	0	False	0	8	F08
B11518	CF63038_005011-T1	scaffold_284	11571	12101	B11518|CF63038_005011-T1	GT-126|C8C79ED_001931-T1	31638	11570	0	2	core	HrmA	Ci	False	0	0	True	0	0	F04
B11518	CF63038_000910-T1	scaffold_36	8403	8768	B11518|CF63038_000910-T1	GT-146|CDEB87D_007880-T1	88733	8402	3	31	shell	HrmA	Ci	False	0	0	True	0	3	F08
B11518	CF63038_001025-T1	scaffold_39	35478	35995	B11518|CF63038_001025-T1	GT-126|C8C79ED_001931-T1	88014	35477	15	35	core	HrmA	Ci	False	0	0	True	0	15	F04
B11518	CF63038_001105-T1	scaffold_43	37298	37810	B11518|CF63038_001105-T1	5SD|CCCC1E1_003562-T1	82848	37297	6	9	core	HrmA	Ci	False	0	0	True	0	2	F06
B11518	CF63038_000134-T1	scaffold_5	36196	36549	B11518|CF63038_000134-T1	5SD|CCCC1E1_001005-T1	143379	36195	8	20	core	HrmA	Ci	False	0	0	True	0	8	F05
B11518	CF63038_001534-T1	scaffold_61	59065	59454	B11518|CF63038_001534-T1	5SD|CCCC1E1_000191-T1	70923	11469	24	31	core	HrmA	Ci	False	0	0	False	0	6	F07
B11587	CED3F3F_000759-T1	scaffold_25	98836	99024	B11587|CED3F3F_000759-T1	B15142|CE5AC85_006064-T1	121345	22321	25	35	cloud	HrmA	Ci	False	0	0	False	0	9	F18
B11587	CED3F3F_001040-T1	scaffold_33	68726	69238	B11587|CED3F3F_001040-T1	5SD|CCCC1E1_003562-T1	111005	41767	11	20	core	HrmA	Ci	False	0	0	False	0	8	F06
B11587	CED3F3F_001965-T1	scaffold_67	17031	17420	B11587|CED3F3F_001965-T1	5SD|CCCC1E1_000191-T1	76531	17030	7	31	core	HrmA	Ci	False	0	0	True	0	7	F07
B11587	CED3F3F_002282-T1	scaffold_80	43146	43676	B11587|CED3F3F_002282-T1	GT-126|C8C79ED_001931-T1	71704	28028	0	2	core	HrmA	Ci	False	0	0	False	0	0	F04
B11587	CED3F3F_000261-T1	scaffold_9	124224	124577	B11587|CED3F3F_000261-T1	5SD|CCCC1E1_001005-T1	171360	46783	10	19	core	HrmA	Ci	False	0	0	False	0	8	F05
B11863	C391F2C_002579-T1	scaffold_127	4677	5042	B11863|C391F2C_002579-T1	GT-146|CDEB87D_007880-T1	54556	4676	0	11	shell	HrmA	Ci	False	0	0	True	0	0	F08
B11863	C391F2C_000119-T1	scaffold_13	36196	36549	B11863|C391F2C_000119-T1	5SD|CCCC1E1_001005-T1	164311	36195	7	18	core	HrmA	Ci	False	0	0	True	0	7	F05
B11863	C391F2C_002679-T1	scaffold_133	37290	37802	B11863|C391F2C_002679-T1	5SD|CCCC1E1_003562-T1	52349	14547	6	10	core	HrmA	Ci	False	0	0	False	0	3	F06
B11863	C391F2C_004134-T1	scaffold_231	24453	25469	B11863|C391F2C_004134-T1	GT-126|C8C79ED_008251-T1	37934	12465	1	2	shell	HrmA	Ci	False	0	0	False	0	0	F12
